strategy,variant,symbol,report_date,horizon_weeks,entry_date,exit_date,entry_price,exit_price,year,ret,bench_ret,alpha
Hybrid,breakout_20d,KSB,2015-06-30,13,2015-07-22,2015-10-22,6725.021979735986,7875.025738352548,2015,0.17100371747211884,-0.05520361990950218,0.22620733738162102
Hybrid,breakout_20d,KSB,2015-06-30,16,2015-07-22,2015-11-12,6725.021979735986,8700.028434751386,2015,0.29368029739776946,-0.038532984043819885,0.33221328144158935
Hybrid,breakout_20d,KSB,2015-06-30,20,2015-07-22,2015-12-10,6725.021979735986,8375.027372533661,2015,0.2453531598513008,-0.1092482337064381,0.3546013935577389
Hybrid,breakout_20d,VCB,2015-06-30,8,2015-06-30,2015-08-25,14653.767390448911,12041.312958135277,2015,-0.17827868852458995,-0.106348537222831,-0.07193015130175895
Hybrid,breakout_20d,VCB,2015-06-30,10,2015-06-30,2015-09-09,14653.767390448911,13752.921034478692,2015,-0.061475409836065587,-0.03492117022173502,-0.026554239614330566
Hybrid,breakout_20d,VCB,2015-06-30,13,2015-06-30,2015-09-30,14653.767390448911,12882.102890374148,2015,-0.12090163934426212,-0.05127729533766123,-0.06962434400660089
Hybrid,breakout_20d,VCB,2015-06-30,16,2015-06-30,2015-10-21,14653.767390448911,13692.864610747349,2015,-0.06557377049180291,-0.004738217688221802,-0.060835552803581106
Hybrid,breakout_20d,VCB,2015-06-30,20,2015-06-30,2015-11-18,14653.767390448911,14173.31600059813,2015,-0.032786885245901454,0.01735098221060638,-0.050137867456507834
Hybrid,breakout_20d,CTD,2015-09-30,8,2015-09-30,2015-11-25,43252.37022013412,68062.10542254608,2015,0.5736040609137056,0.05875870894355195,0.5148453519701537
Hybrid,breakout_20d,CTD,2015-09-30,10,2015-09-30,2015-12-09,43252.37022013412,64110.11220446276,2015,0.48223350253807107,0.004549978671975152,0.4776835238660959
Hybrid,breakout_20d,CTD,2015-09-30,13,2015-09-30,2015-12-30,43252.37022013412,67183.88470741645,2015,0.5532994923857868,0.029877008389023185,0.5234224839967636
Hybrid,breakout_20d,CTD,2015-09-30,16,2015-09-30,2016-01-21,43252.37022013412,62353.67077420351,2015,0.4416243654822336,-0.07244419166785154,0.5140685571500851
Hybrid,breakout_20d,CTD,2015-09-30,20,2015-09-30,2016-02-25,43252.37022013412,67183.88470741645,2015,0.5532994923857868,0.0003199203753734281,0.5529795720104134
Hybrid,breakout_20d,VNM,2015-09-30,8,2015-10-05,2015-11-30,38028.12006684509,45781.42609989117,2015,0.20388349514563098,0.0056140350877194045,0.19826946005791157
Hybrid,breakout_20d,VNM,2015-09-30,10,2015-10-05,2015-12-14,38028.12006684509,45781.42609989117,2015,0.20388349514563098,-0.013649122807017466,0.21753261795264844
Hybrid,breakout_20d,VNM,2015-09-30,13,2015-10-05,2016-01-05,38028.12006684509,46150.63114908384,2015,0.21359223300970864,-0.00010526315789460838,0.21369749616760325
Hybrid,breakout_20d,VNM,2015-09-30,16,2015-10-05,2016-01-26,38028.12006684509,42458.58065715713,2015,0.11650485436893177,-0.05661403508771923,0.173118889456651
Hybrid,breakout_20d,VNM,2015-09-30,20,2015-10-05,2016-03-01,38028.12006684509,47996.65639504719,2015,0.26213592233009675,-0.014807017543859713,0.27694293987395646
Hybrid,breakout_20d,VSC,2015-09-30,8,2015-09-30,2015-11-25,7649.820723234679,9103.918877237964,2015,0.19008264462809898,0.05875870894355195,0.13132393568454703
Hybrid,breakout_20d,VSC,2015-09-30,10,2015-09-30,2015-12-09,7649.820723234679,9483.248830456212,2015,0.23966942148760317,0.004549978671975152,0.23511944281562802
Hybrid,breakout_20d,VSC,2015-09-30,13,2015-09-30,2015-12-30,7649.820723234679,9736.135465935044,2015,0.2727272727272725,0.029877008389023185,0.2428502643382493
Hybrid,breakout_20d,VSC,2015-09-30,16,2015-09-30,2016-01-21,7649.820723234679,8977.475559498547,2015,0.17355371900826433,-0.07244419166785154,0.24599791067611587
Hybrid,breakout_20d,VSC,2015-09-30,20,2015-09-30,2016-02-25,7649.820723234679,8598.145606280299,2015,0.12396694214876014,0.0003199203753734281,0.12364702177338671
Hybrid,breakout_20d,CTD,2016-03-31,8,2016-05-11,2016-07-06,81151.22094967139,92485.19035605008,2016,0.13966480446927387,0.05764908966550508,0.08201571480376879
Hybrid,breakout_20d,CTD,2016-03-31,10,2016-05-11,2016-07-20,81151.22094967139,99738.93077613245,2016,0.22905027932960897,0.07523694752955756,0.1538133318000514
Hybrid,breakout_20d,CTD,2016-03-31,13,2016-05-11,2016-08-10,81151.22094967139,96112.06056609126,2016,0.18435754189944142,0.055808878611210755,0.12854866328823067
Hybrid,breakout_20d,CTD,2016-03-31,16,2016-05-11,2016-08-31,81151.22094967139,110166.18263000084,2016,0.35754189944134085,0.09863856952089378,0.25890332992044707
Hybrid,breakout_20d,CTD,2016-03-31,20,2016-05-11,2016-09-29,81151.22094967139,117873.28182633834,2016,0.45251396648044695,0.12130736410122789,0.33120660237921906
Hybrid,breakout_20d,CTG,2016-03-31,8,2016-04-25,2016-06-22,7238.434146561002,7153.7740980632125,2016,-0.011695906432748537,0.05887622975759821,-0.07057213619034675
Hybrid,breakout_20d,CTG,2016-03-31,10,2016-04-25,2016-07-06,7238.434146561002,7280.764170809896,2016,0.005847953216374213,0.09783968355928185,-0.09199173034290764
Hybrid,breakout_20d,CTG,2016-03-31,13,2016-04-25,2016-07-27,7238.434146561002,7619.404364801055,2016,0.05263157894736836,0.1090807667602014,-0.056449187812833035
Hybrid,breakout_20d,CTG,2016-03-31,16,2016-04-25,2016-08-17,7238.434146561002,7323.094195058791,2016,0.011695906432748426,0.11651847594577225,-0.10482256951302382
Hybrid,breakout_20d,CTG,2016-03-31,20,2016-04-25,2016-09-15,7238.434146561002,7174.939110187659,2016,-0.008771929824561542,0.10919909395178995,-0.11797102377635149
Hybrid,breakout_20d,VCB,2016-03-31,8,2016-04-22,2016-06-21,13722.89282261302,14113.259576866782,2016,0.02844638949671774,0.05995139076424527,-0.03150500126752753
Hybrid,breakout_20d,VCB,2016-03-31,10,2016-04-22,2016-07-05,13722.89282261302,15164.24699216537,2016,0.10503282275711157,0.09856872805833095,0.00646409469878062
Hybrid,breakout_20d,VCB,2016-03-31,13,2016-04-22,2016-07-26,13722.89282261302,15914.95228880722,2016,0.15973741794310725,0.09470361868755073,0.06503379925555652
Hybrid,breakout_20d,VCB,2016-03-31,16,2016-04-22,2016-08-16,13722.89282261302,16215.23440746396,2016,0.1816192560175054,0.11077167161760726,0.07084758439989813
Hybrid,breakout_20d,VCB,2016-03-31,20,2016-04-22,2016-09-14,13722.89282261302,15095.318596716546,2016,0.10000994628785564,0.10829057520928975,-0.008280628921434108
Hybrid,breakout_20d,BID,2016-06-30,8,2016-07-13,2016-09-08,9290.012027001034,8185.253840006317,2016,-0.11891891891891893,-0.013405024291977652,-0.10551389462694127
Hybrid,breakout_20d,BID,2016-06-30,10,2016-07-13,2016-09-22,9290.012027001034,8059.713136938736,2016,-0.1324324324324323,-0.005539755895248244,-0.12689267653718406
Hybrid,breakout_20d,BID,2016-06-30,13,2016-07-13,2016-10-13,9290.012027001034,8436.33524614148,2016,-0.09189189189189184,0.01497511553501596,-0.1068670074269078
Hybrid,breakout_20d,BID,2016-06-30,16,2016-07-13,2016-11-03,9290.012027001034,8514.327407922216,2016,-0.08349662162162153,-0.011094323972034581,-0.07240229764958694
Hybrid,breakout_20d,BID,2016-06-30,20,2016-07-13,2016-12-01,9290.012027001034,8144.139259751682,2016,-0.12334459459459468,-0.012708851759687279,-0.1106357428349074
Hybrid,breakout_20d,VHC,2016-06-30,8,2016-06-30,2016-08-25,14152.45557179893,16485.277918798754,2016,0.16483516483516492,0.04150191376965173,0.12333325106551318
Hybrid,breakout_20d,VHC,2016-06-30,10,2016-06-30,2016-09-09,14152.45557179893,16640.79940859874,2016,0.17582417582417587,0.05475595482870976,0.1210682209954661
Hybrid,breakout_20d,VHC,2016-06-30,13,2016-06-30,2016-09-30,14152.45557179893,18289.327200478616,2016,0.29230769230769216,0.08456963907253345,0.2077380532351587
Hybrid,breakout_20d,VHC,2016-06-30,16,2016-06-30,2016-10-21,14152.45557179893,17107.363877998705,2016,0.20879120879120872,0.0831461740423245,0.12564503474888422
Hybrid,breakout_20d,VHC,2016-06-30,20,2016-06-30,2016-11-18,14152.45557179893,15454.428594811705,2016,0.09199626286813212,0.06483092398696733,0.02716533888116479
Hybrid,breakout_20d,CTG,2016-09-30,8,2016-10-05,2016-11-30,7450.084267805476,6815.133904072055,2016,-0.08522727272727271,-0.03197775966464822,-0.05324951306262449
Hybrid,breakout_20d,CTG,2016-09-30,10,2016-10-05,2016-12-14,7450.084267805476,6201.3485524630805,2016,-0.16761363636363635,-0.03187587331159758,-0.13573776305203877
Hybrid,breakout_20d,CTG,2016-09-30,13,2016-10-05,2017-01-05,7450.084267805476,6984.454001067634,2016,-0.0625,-0.016345482068001904,-0.046154517931998096
Hybrid,breakout_20d,CTG,2016-09-30,16,2016-10-05,2017-02-02,7450.084267805476,8249.509725768536,2016,0.10730421686874969,0.023492081974848533,0.08381213489390116
Hybrid,breakout_20d,CTG,2016-09-30,20,2016-10-05,2017-03-02,7450.084267805476,7918.647036232364,2016,0.06289361993551124,0.02979448067070334,0.0330991392648079
Hybrid,breakout_20d,KSB,2016-09-30,8,2016-10-06,2016-12-01,20905.568555575945,19837.499793906158,2016,-0.05109015613856194,-0.030233370191468434,-0.020856785947093504
Hybrid,breakout_20d,KSB,2016-09-30,10,2016-10-06,2016-12-15,20905.568555575945,18838.68861547172,2016,-0.09886743499032669,-0.031135424547518054,-0.06773201044280863
Hybrid,breakout_20d,KSB,2016-09-30,13,2016-10-06,2017-01-06,20905.568555575945,18228.30400642845,2016,-0.12806466095529423,-0.010941046383053155,-0.11712361457224107
Hybrid,breakout_20d,KSB,2016-09-30,16,2016-10-06,2017-02-03,20905.568555575945,18977.41239025428,2016,-0.09223170181647056,0.01895769074084841,-0.11118939255731897
Hybrid,breakout_20d,KSB,2016-09-30,20,2016-10-06,2017-03-03,20905.568555575945,19421.32846955847,2016,-0.07099735566013088,0.03680963743234589,-0.10780699309247677
Hybrid,breakout_20d,MBB,2016-09-30,8,2016-10-07,2016-12-02,2803.6980804788764,2618.972822333613,2016,-0.06588628762541793,-0.027502010380875852,-0.038384277244542075
Hybrid,breakout_20d,MBB,2016-09-30,10,2016-10-07,2016-12-16,2803.6980804788764,2589.435534863685,2016,-0.0764214046822741,-0.012851816653264292,-0.0635695880290098
Hybrid,breakout_20d,MBB,2016-09-30,13,2016-10-07,2017-01-09,2803.6980804788764,2697.738922253421,2016,-0.03779264214046796,-0.0020176913517070405,-0.03577495078876092
Hybrid,breakout_20d,MBB,2016-09-30,16,2016-10-07,2017-02-06,2803.6980804788764,2776.505022173229,2016,-0.00969899665551821,0.023525111484757444,-0.033224108140275654
Hybrid,breakout_20d,MBB,2016-09-30,20,2016-10-07,2017-03-06,2803.6980804788764,2864.2759652719624,2016,0.021606422323026786,0.04728415819869869,-0.025677735875671903
Hybrid,breakout_20d,CTG,2016-12-31,8,2017-01-03,2017-03-07,6815.133904072055,8073.049624682579,2017,0.1845768165844719,0.0662638948825165,0.1183129217019554
Hybrid,breakout_20d,CTG,2016-12-31,10,2017-01-03,2017-03-21,6815.133904072055,8161.279675225558,2017,0.19752301130124206,0.0657281885686225,0.13179482273261955
Hybrid,breakout_20d,CTG,2016-12-31,13,2017-01-03,2017-04-12,6815.133904072055,7852.47449832513,2017,0.15221132979254626,0.07971607565363614,0.07249525413891011
Hybrid,breakout_20d,CTG,2016-12-31,16,2017-01-03,2017-05-05,6815.133904072055,7830.416985689386,2017,0.14897478111335394,0.07141262778827695,0.07756215332507699
Hybrid,breakout_20d,CTG,2016-12-31,20,2017-01-03,2017-06-02,6815.133904072055,8249.509725768536,2017,0.21046920601801222,0.0994032826892457,0.11106592332876652
Hybrid,breakout_20d,HPG,2016-12-31,8,2017-01-03,2017-03-07,5203.669107331289,4872.526527773843,2017,-0.06363636363636371,0.0662638948825165,-0.1299002585188802
Hybrid,breakout_20d,HPG,2016-12-31,10,2017-01-03,2017-03-21,5203.669107331289,5067.664119298766,2017,-0.026136363636363624,0.0657281885686225,-0.09186455220498613
Hybrid,breakout_20d,HPG,2016-12-31,13,2017-01-03,2017-04-12,5203.669107331289,5605.770811079615,2017,0.07727272727272716,0.07971607565363614,-0.002443348380908983
Hybrid,breakout_20d,HPG,2016-12-31,16,2017-01-03,2017-05-05,5203.669107331289,5180.016065934327,2017,-0.004545454545454741,0.07141262778827695,-0.07595808233373169
Hybrid,breakout_20d,HPG,2016-12-31,20,2017-01-03,2017-06-02,5203.669107331289,5321.9343143160895,2017,0.022727272727272485,0.0994032826892457,-0.07667600996197321
Hybrid,breakout_20d,MBB,2016-12-31,8,2017-01-17,2017-03-21,2786.350784663205,3161.9964061066826,2017,0.1348163424042399,0.04596106380803544,0.08885527859620446
Hybrid,breakout_20d,MBB,2016-12-31,10,2017-01-17,2017-04-04,2786.350784663205,3172.262628204432,2017,0.13850081104840983,0.057586423449343505,0.08091438759906633
Hybrid,breakout_20d,MBB,2016-12-31,13,2017-01-17,2017-04-26,2786.350784663205,3090.13285142244,2017,0.10902506189505279,0.0369937637832074,0.07203129811184539
Hybrid,breakout_20d,MBB,2016-12-31,16,2017-01-17,2017-05-19,2786.350784663205,3644.508844700884,2017,0.30798636868021156,0.07172379547545682,0.23626257320475474
Hybrid,breakout_20d,MBB,2016-12-31,20,2017-01-17,2017-06-16,2786.350784663205,4147.553727490584,2017,0.48852533224452266,0.11176994640066584,0.3767553858438568
Hybrid,breakout_20d,VSC,2016-12-31,8,2017-01-04,2017-03-08,8130.685968196363,8475.450037519178,2017,0.042402826855123754,0.06210167481843776,-0.019698847963314003
Hybrid,breakout_20d,VSC,2016-12-31,10,2017-01-04,2017-03-22,8130.685968196363,8159.416307306598,2017,0.0035335689045936647,0.056677041648139914,-0.05314347274354625
Hybrid,breakout_20d,VSC,2016-12-31,13,2017-01-04,2017-04-13,8130.685968196363,8547.275885294763,2017,0.051236749116607694,0.07358826144953312,-0.022351512332925427
Hybrid,breakout_20d,VSC,2016-12-31,16,2017-01-04,2017-05-08,8130.685968196363,8188.146646416832,2017,0.007067137809187107,0.06545131169408624,-0.05838417388489914
Hybrid,breakout_20d,VSC,2016-12-31,20,2017-01-04,2017-06-05,8130.685968196363,8173.781476861714,2017,0.005300353356890275,0.10195642507781222,-0.09665607172092194
Hybrid,breakout_20d,KSB,2017-03-31,8,2017-03-31,2017-05-31,22001.59068051409,28521.60809529444,2017,0.2963430012610344,0.021472774847364873,0.27487022641366954
Hybrid,breakout_20d,KSB,2017-03-31,10,2017-03-31,2017-06-14,22001.59068051409,28299.650055642345,2017,0.28625472887768,0.053245836275283454,0.23300889260239654
Hybrid,breakout_20d,KSB,2017-03-31,13,2017-03-31,2017-07-05,22001.59068051409,31961.95770990194,2017,0.4527112232030268,0.07754288324957437,0.37516833995345245
Hybrid,breakout_20d,KSB,2017-03-31,16,2017-03-31,2017-07-26,22001.59068051409,29908.845843120045,2017,0.3593947036569991,0.07139593803214694,0.28799876562485216
Hybrid,breakout_20d,KSB,2017-03-31,20,2017-03-31,2017-08-23,22001.59068051409,27666.345866501448,2017,0.25747025604855,0.06045880577591345,0.19701145027263656
Hybrid,breakout_20d,STB,2017-03-31,8,2017-03-31,2017-05-31,11450.0,12500.0,2017,0.09170305676855905,0.021472774847364873,0.07023028192119418
Hybrid,breakout_20d,STB,2017-03-31,10,2017-03-31,2017-06-14,11450.0,14000.0,2017,0.222707423580786,0.053245836275283454,0.16946158730550254
Hybrid,breakout_20d,STB,2017-03-31,13,2017-03-31,2017-07-05,11450.0,13450.0,2017,0.1746724890829694,0.07754288324957437,0.09712960583339503
Hybrid,breakout_20d,STB,2017-03-31,16,2017-03-31,2017-07-26,11450.0,12800.0,2017,0.11790393013100431,0.07139593803214694,0.046507992098857365
Hybrid,breakout_20d,STB,2017-03-31,20,2017-03-31,2017-08-23,11450.0,11800.0,2017,0.03056768558951961,0.06045880577591345,-0.029891120186393838
Hybrid,breakout_20d,MBB,2017-06-30,8,2017-07-28,2017-09-25,4825.124385942016,4701.929720769028,2017,-0.025531914893617058,0.03666242005430509,-0.06219433494792215
Hybrid,breakout_20d,MBB,2017-06-30,10,2017-07-28,2017-10-09,4825.124385942016,5001.703406023296,2017,0.036595744680850695,0.04101198059426836,-0.004416235913417665
Hybrid,breakout_20d,MBB,2017-06-30,13,2017-07-28,2017-10-30,4825.124385942016,4872.349007591661,2017,0.009787234042553106,0.08764750543695077,-0.07786027139439766
Hybrid,breakout_20d,MBB,2017-06-30,16,2017-07-28,2017-11-20,4825.124385942016,5120.278271252298,2017,0.061170212765957244,0.16273533310169985,-0.10156512033574261
Hybrid,breakout_20d,MBB,2017-06-30,20,2017-07-28,2017-12-18,4825.124385942016,5325.089402102389,2017,0.10361702127659544,0.23288164820033708,-0.12926462692374163
Hybrid,breakout_20d,MBB,2017-09-30,8,2017-10-04,2017-11-29,4829.230874781114,5389.766601318209,2017,0.11607142857142883,0.18181366829680012,-0.0657422397253713
Hybrid,breakout_20d,MBB,2017-09-30,10,2017-10-04,2017-12-13,4829.230874781114,5012.4829392259335,2017,0.0379464285714286,0.14738227043666075,-0.10943584186523214
Hybrid,breakout_20d,MBB,2017-09-30,13,2017-10-04,2018-01-04,4829.230874781114,5680.813997789392,2017,0.1763392857142858,0.2657324429660155,-0.0893931572517297
Hybrid,breakout_20d,MBB,2017-09-30,16,2017-10-04,2018-01-29,4829.230874781114,7289.239910038455,2017,0.5093997572375002,0.3775041580815728,0.1318955991559274
Hybrid,breakout_20d,MBB,2017-09-30,20,2017-10-04,2018-03-05,4829.230874781114,7157.108672998482,2017,0.4820390365625,0.3572474741205969,0.12479156244190315
Hybrid,breakout_20d,VCB,2017-09-30,8,2017-10-02,2017-11-27,15908.505544586986,20239.50639005888,2017,0.272244355909695,0.17000112187277971,0.10224323403691526
Hybrid,breakout_20d,VCB,2017-09-30,10,2017-10-02,2017-12-11,15908.505544586986,18845.13538615085,2017,0.18459495351925614,0.14362464629844318,0.04097030722081296
Hybrid,breakout_20d,VCB,2017-09-30,13,2017-10-02,2018-01-02,15908.505544586986,23239.516731800373,2017,0.4608233731739706,0.24125250863218772,0.21957086454178287
Hybrid,breakout_20d,VCB,2017-09-30,16,2017-10-02,2018-01-25,15908.505544586986,28605.73241350701,2017,0.798140770252324,0.3768744624359597,0.4212663078163643
Hybrid,breakout_20d,VCB,2017-09-30,20,2017-10-02,2018-03-01,15908.505544586986,30211.37175134049,2017,0.8990703851261621,0.39086047642197363,0.5082099087041885
Hybrid,breakout_20d,BID,2017-12-31,8,2018-01-02,2018-03-08,14735.08206192826,20301.66861865672,2018,0.3777777777777782,0.12892535424847118,0.24885242352930703
Hybrid,breakout_20d,BID,2017-12-31,10,2018-01-02,2018-03-22,14735.08206192826,24176.449457163773,2018,0.6407407407407406,0.17734014882954896,0.46340059191119165
Hybrid,breakout_20d,BID,2017-12-31,13,2018-01-02,2018-04-12,14735.08206192826,24231.02383517092,2018,0.6444444444444446,0.17800295248902853,0.46644149195541607
Hybrid,breakout_20d,BID,2017-12-31,16,2018-01-02,2018-05-08,14735.08206192826,19373.904192535305,2018,0.3148148148148149,0.06495475862900069,0.2498600561858142
Hybrid,breakout_20d,BID,2017-12-31,20,2018-01-02,2018-06-05,14735.08206192826,16590.610914171077,2018,0.12592592592592577,0.027084567721461728,0.09884135820446405
Hybrid,breakout_20d,PNJ,2017-12-31,8,2018-01-10,2018-03-16,43176.79091117031,56687.25283742273,2018,0.3129102844638951,0.1079654371887373,0.20494484727515783
Hybrid,breakout_20d,PNJ,2017-12-31,10,2018-01-10,2018-03-30,43176.79091117031,64875.411580606014,2018,0.5025528811086799,0.13134446253287235,0.37120841857580755
Hybrid,breakout_20d,PNJ,2017-12-31,13,2018-01-10,2018-04-20,43176.79091117031,54293.79105095377,2018,0.25747629467541944,0.07874888017647463,0.1787274144989448
Hybrid,breakout_20d,PNJ,2017-12-31,16,2018-01-10,2018-05-16,43176.79091117031,57379.82138938078,2018,0.32895058151568146,0.015903902283958438,0.313046679231723
Hybrid,breakout_20d,PNJ,2017-12-31,20,2018-01-10,2018-06-13,43176.79091117031,55015.26831014806,2018,0.2741861344752001,-0.007301731030430192,0.2814878655056303
Hybrid,breakout_20d,VCB,2017-12-31,8,2018-01-02,2018-03-08,23239.516731800373,29366.298415638656,2018,0.26363636363636367,0.12892535424847118,0.1347110093878925
Hybrid,breakout_20d,VCB,2017-12-31,10,2018-01-02,2018-03-22,23239.516731800373,30422.640085265943,2018,0.3090909090909091,0.17734014882954896,0.13175076026136012
Hybrid,breakout_20d,VCB,2017-12-31,13,2018-01-02,2018-04-12,23239.516731800373,29957.849750629943,2018,0.2890909090909093,0.17800295248902853,0.11108795660188076
Hybrid,breakout_20d,VCB,2017-12-31,16,2018-01-02,2018-05-08,23239.516731800373,25774.73673890587,2018,0.10909090909090913,0.06495475862900069,0.04413615046190844
Hybrid,breakout_20d,VCB,2017-12-31,20,2018-01-02,2018-06-05,23239.516731800373,24760.648736063675,2018,0.06545454545454565,0.027084567721461728,0.038369977733083926
Hybrid,breakout_20d,VHC,2017-12-31,8,2018-01-04,2018-03-12,18247.01528134852,17263.263153136686,2018,-0.05391304347826087,0.10447658739887222,-0.1583896308771331
Hybrid,breakout_20d,VHC,2017-12-31,10,2018-01-04,2018-03-26,18247.01528134852,20824.742816936465,2018,0.14126844833756524,0.14853640598185835,-0.00726795764429311
Hybrid,breakout_20d,VHC,2017-12-31,13,2018-01-04,2018-04-16,18247.01528134852,23061.839991583664,2018,0.26386916632643453,0.1262466290757538,0.13762253725068074
Hybrid,breakout_20d,VHC,2017-12-31,16,2018-01-04,2018-05-10,18247.01528134852,18061.26983648992,2018,-0.010179497413391303,0.008943368472664748,-0.01912286588605605
Hybrid,breakout_20d,VHC,2017-12-31,20,2018-01-04,2018-06-07,18247.01528134852,21219.52467128597,2018,0.16290386915913047,0.016611914684971918,0.14629195447415855
Hybrid,breakout_20d,STB,2018-03-31,8,2018-04-09,2018-06-07,16400.0,13000.0,2018,-0.20731707317073167,-0.13919772819742082,-0.06811934497331085
Hybrid,breakout_20d,STB,2018-03-31,10,2018-04-09,2018-06-21,16400.0,11700.0,2018,-0.28658536585365857,-0.19507111838117452,-0.09151424747248404
Hybrid,breakout_20d,STB,2018-03-31,13,2018-04-09,2018-07-12,16400.0,10150.0,2018,-0.38109756097560976,-0.25393372248470103,-0.12716383849090873
Hybrid,breakout_20d,STB,2018-03-31,16,2018-04-09,2018-08-02,16400.0,11050.0,2018,-0.3262195121951219,-0.20823196300017432,-0.11798754919494758
Hybrid,breakout_20d,STB,2018-03-31,20,2018-04-09,2018-08-30,16400.0,11500.0,2018,-0.2987804878048781,-0.17126535085898376,-0.12751513694589434
Hybrid,breakout_20d,BID,2018-06-30,8,2018-07-30,2018-09-25,14353.061415878268,19101.0323024996,2018,0.33079847908745275,0.06423931011971828,0.26655916896773446
Hybrid,breakout_20d,BID,2018-06-30,10,2018-07-30,2018-10-09,14353.061415878268,19701.35046057816,2018,0.372623574144487,0.04891916649995265,0.32370440764453434
Hybrid,breakout_20d,BID,2018-06-30,13,2018-07-30,2018-10-30,14353.061415878268,15062.52832997111,2018,0.049429657794676674,-0.06427089804470743,0.1137005558393841
Hybrid,breakout_20d,BID,2018-06-30,16,2018-07-30,2018-11-20,14353.061415878268,17300.07782826392,2018,0.2053231939163498,-0.03233550588061873,0.23765869979696852
Hybrid,breakout_20d,BID,2018-06-30,20,2018-07-30,2018-12-18,14353.061415878268,18364.278199403183,2018,0.2794676806083649,-0.02366988512524615,0.30313756573361106
Hybrid,breakout_20d,GAS,2018-06-30,8,2018-07-31,2018-09-26,51121.43879294855,69551.80560913064,2018,0.3605212852249433,0.055646754984891134,0.3048745302400522
Hybrid,breakout_20d,GAS,2018-06-30,10,2018-07-31,2018-10-10,51121.43879294855,71868.21928868323,2018,0.40583326654328045,0.039283137632137644,0.3665501289111428
Hybrid,breakout_20d,GAS,2018-06-30,13,2018-07-31,2018-10-31,51121.43879294855,61771.03145473601,2018,0.20831950182232384,-0.04352826775687746,0.2518477695792013
Hybrid,breakout_20d,GAS,2018-06-30,16,2018-07-31,2018-11-21,51121.43879294855,55772.1139769203,2018,0.09097308866457876,-0.035372599044322994,0.12634568770890175
Hybrid,breakout_20d,GAS,2018-06-30,20,2018-07-31,2018-12-19,51121.43879294855,54643.60474842032,2018,0.06889802084282493,-0.03884398623992302,0.10774200708274795
Hybrid,breakout_20d,GAS,2018-09-30,8,2018-10-01,2018-11-26,71036.6861729464,53930.86207778875,2018,-0.24080267558528412,-0.09068201563857514,-0.15012065994670898
Hybrid,breakout_20d,GAS,2018-09-30,10,2018-10-01,2018-12-10,71036.6861729464,58029.13243392027,2018,-0.18311036789297652,-0.05626530289866516,-0.12684506499431136
Hybrid,breakout_20d,GAS,2018-09-30,13,2018-10-01,2019-01-02,71036.6861729464,51555.05317568351,2018,-0.2742474916387959,-0.11958968485901589,-0.15465780677978003
Hybrid,breakout_20d,GAS,2018-09-30,16,2018-10-01,2019-01-23,71036.6861729464,53455.7002973677,2018,-0.24749163879598646,-0.10336861227391203,-0.14412302652207443
Hybrid,breakout_20d,GAS,2018-09-30,20,2018-10-01,2019-02-27,71036.6861729464,58504.29421434132,2018,-0.17642140468227407,-0.02232248637548373,-0.15409891830679034
