cohort_date,horizon_weeks,n_symbols,cohort_ret,bench_ret,alpha
2014-03-31,8,34,-0.0753754566782637,-0.1546961325966878,0.0793206759184241
2014-03-31,10,34,-0.06995860249175753,-0.13185008212632843,0.061891479634570895
2014-03-31,13,34,-0.022511112521979116,-0.03475436762729922,0.012243255105320105
2014-06-30,8,33,0.15036003138662002,-0.0119760479041916,0.16233607929081162
2014-06-30,10,33,0.18627329030249418,0.0,0.18627329030249418
2014-06-30,13,33,0.2020349449441717,-0.005988023952095967,0.20802296889626767
2014-07-14,8,1,0.8650306748466257,0.024539877300613577,0.8404907975460121
2014-07-14,10,1,1.1226993865030672,-0.018404907975460016,1.1411042944785272
2014-07-14,13,1,1.3570552147239257,-0.00613496932515345,1.363190184049079
2014-08-26,8,1,-0.07948717948717954,-0.04761904761904756,-0.03186813186813198
2014-08-26,10,1,-0.08974358974358987,-0.013480392156866472,-0.0762631975867234
2014-08-26,13,1,-0.08974358974358987,-0.05575980392157209,-0.033983785822017776
2014-09-30,8,36,0.007131491505872574,-0.03405810176831825,0.041189593274190826
2014-09-30,10,36,-0.030129291916533588,-0.07037170696499806,0.04024241504846447
2014-09-30,13,36,-0.06142337457169343,-0.12121075424034977,0.05978737966865634
2014-12-31,8,28,0.052342373422308866,-0.06349206349206338,0.11583443691437224
2014-12-31,10,28,0.032702932337685946,-0.12698412698412698,0.15968705932181293
2014-12-31,13,28,0.028369318689759705,-0.13492063492063489,0.16328995361039458
2015-03-11,8,1,-0.273684210526316,-0.1206896551724137,-0.15299455535390227
2015-03-11,10,1,-0.24216524216524105,0.008620689655172376,-0.2507859318204134
2015-03-11,13,1,-0.19669515669515547,0.20496432818073518,-0.40165948487589065
2015-03-18,8,1,-0.07547169811320753,-0.08928571428571419,0.01381401617250666
2015-03-18,10,1,-0.11792452830188671,0.0803571428571428,-0.1982816711590295
2015-03-18,13,1,0.11320754716981152,0.24799876847290436,-0.13479122130309285
2015-03-31,8,7,0.05864541999071837,0.11111111111111138,-0.05246569112039301
2015-03-31,10,7,0.09218328873101901,0.33285440613026607,-0.24067111739924707
2015-03-31,13,7,0.12079677862389465,0.410121328224774,-0.28932454960087933
2015-06-10,8,1,-0.05303030303030276,0.23728813559322037,-0.29031843862352313
2015-06-10,10,1,-0.05303030303030276,0.2796610169491527,-0.33269131997945545
2015-06-10,13,1,-0.1212121212121211,0.18644067796610164,-0.30765279917822275
2015-06-30,8,12,-0.019073297452279748,-0.0714285714285714,0.05235527397629165
2015-06-30,10,12,0.07592984507338917,0.0071428571428571175,0.06878698793053205
2015-06-30,13,12,0.07998347856593375,-0.1000000000000002,0.17998347856593394
2015-08-03,8,1,-0.20000000000000007,-0.11267605633802824,-0.08732394366197183
2015-08-03,10,1,-0.11180124220582632,-0.07042253521126762,-0.0413787069945587
2015-08-03,13,1,-0.11641526172683503,-0.021126760563380365,-0.09528850116345466
2015-09-17,8,1,-0.11188811188811176,0.02272727272727293,-0.1346153846153847
2015-09-17,10,1,-0.18181818181818188,0.007575757575757791,-0.18939393939393967
2015-09-17,13,1,-0.2097902097902098,-0.09090909090909083,-0.11888111888111896
2015-09-30,8,7,0.1465045979755733,0.07142857142857162,0.07507602654700168
2015-09-30,10,7,0.13652577859307433,-0.007936507936507797,0.14446228652958212
2015-09-30,13,7,0.1744043603416741,-0.03968253968253954,0.21408690002421363
2015-10-07,8,2,0.08776010827271163,-0.045454545454545525,0.13321465372725716
2015-10-07,10,2,0.06659194721705297,-0.08333333333333326,0.14992528055038623
2015-10-07,13,2,0.04874386736592795,-0.15909090909090917,0.20783477645683712
2015-12-31,8,12,-0.015591933349682036,-0.024793388429752095,0.009201455080070059
2015-12-31,10,12,-0.0015070778488879,-0.016528925619834545,0.015021847770946645
2015-12-31,13,12,0.026934449111675546,-0.033057851239669755,0.0599923003513453
2016-03-31,8,8,0.11785233576306271,0.06306306306306331,0.054789272699999406
2016-03-31,10,8,0.1866008834475147,0.1351351351351351,0.0514657483123796
2016-03-31,13,8,0.2682989865416354,0.18918918918918926,0.07910979735244617
2016-06-30,8,7,0.08069011978781863,0.11145574850427353,-0.0307656287164549
2016-06-30,10,7,0.1074249615180517,0.17369727042051286,-0.06627230890246116
2016-06-30,13,7,0.11862722582958364,0.24483043832478657,-0.12620321249520294
2016-09-30,8,11,-0.043073389361355734,-0.16428571428571437,0.12121232492435863
2016-09-30,10,11,-0.05135719910662918,-0.14285714285714302,0.09149994375051385
2016-09-30,13,11,-0.028196306647272726,-0.06428571428571439,0.036089407638441665
2016-11-16,8,1,-0.15465116279069802,0.10000000000000009,-0.2546511627906981
2016-11-16,10,1,-0.1627906976744189,0.016666666666666385,-0.17945736434108528
2016-11-16,13,1,-0.16744186046511667,0.09166666666666679,-0.25910852713178345
2016-12-06,8,1,0.6310606060606061,0.06896551724137945,0.5620950888192267
2016-12-06,10,1,0.6992424242424247,0.13793103448275867,0.561311389759666
2016-12-06,13,1,0.603030303030303,0.1293103448275863,0.47371995820271673
2016-12-20,8,1,-0.009173088314285427,0.03125,-0.04042308831428543
2016-12-20,10,1,0.09762800089821466,-0.007812500000000333,0.105440500898215
2016-12-20,13,1,0.12186018080357153,0.14062499999999956,-0.01876481919642803
2016-12-26,8,1,-0.14965986394557806,-0.007751937984495916,-0.14190792596108215
2016-12-26,10,1,-0.0612244897959181,0.023255813953488413,-0.08448030374940652
2016-12-26,13,1,0.047619047619047894,0.13178294573643412,-0.08416389811738623
2016-12-28,8,1,0.14666666666666672,-0.03076923076923066,0.17743589743589738
2016-12-28,10,1,0.20999999999999996,0.015384615384615552,0.1946153846153844
2016-12-28,13,1,0.17333333333333356,0.10769230769230798,0.06564102564102559
2017-01-03,8,6,-0.1349693664323819,-0.04511278195488733,-0.08985658447749456
2017-01-03,10,6,-0.08320501140206069,0.06766917293233088,-0.15087418433439156
2017-01-03,13,6,-0.09700092998034794,0.16541353383458657,-0.2624144638149345
2017-03-31,8,10,0.13784410602777458,0.2533333333333332,-0.1154892273055586
2017-03-31,10,10,0.19680071522761483,0.4333333333333334,-0.23653261810571857
2017-03-31,13,10,0.2569979337459383,0.56,-0.30300206625406173
2017-05-05,8,1,-0.1071428571428572,0.32515337423312896,-0.43229623137598616
2017-05-05,10,1,-0.021428571428571352,0.361963190184049,-0.38339176161262034
2017-05-05,13,1,-0.014285714285714124,0.5276073619631902,-0.5418930762489044
2017-05-23,8,1,0.42500000000000004,0.10526315789473673,0.3197368421052633
2017-05-23,10,1,0.6125,0.1947368421052631,0.41776315789473695
2017-05-23,13,1,0.7250000000000003,0.10526315789473673,0.6197368421052636
2017-06-30,8,8,-0.04407698370352339,-0.03935185185185197,-0.004725131851671421
2017-06-30,10,8,-0.058246557821257386,0.02314814814814814,-0.08139470596940553
2017-06-30,13,8,-0.026029268265318123,-0.03240740740740766,0.0063781391420895395
2017-10-02,8,5,0.10860846520925169,0.08551068883610458,0.02309777637314711
2017-10-02,10,5,0.10392552665156359,0.026128266033254244,0.07779726061830934
2017-10-02,13,5,0.23955085349658262,0.2684085510688834,-0.028857697572300778
2017-10-05,8,1,0.005541445401408218,0.13801452784503643,-0.1324730824436282
2017-10-05,10,1,-0.009466635873239815,0.06295399515738476,-0.07242063103062457
2017-10-05,13,1,0.013045486038731902,0.27118644067796627,-0.25814095463923437
2017-10-31,8,1,-0.07500000000000007,0.23076923076923084,-0.3057692307692309
2017-10-31,10,1,-0.09642857142857142,0.41025641025641035,-0.5066849816849818
2017-10-31,13,1,-0.09285714285714286,0.4846153846153849,-0.5774725274725278
2017-11-28,8,1,0.0940669767039104,0.28289473684210553,-0.18882776013819513
2017-11-28,10,1,0.039363627868715056,0.25,-0.21063637213128494
2017-11-28,13,1,0.08830872945810042,0.5633656509649123,-0.4750569215068119
2018-01-02,8,8,0.22657350228298206,0.33258158163146057,-0.1060080793484785
2018-01-02,10,8,0.30806595967526507,0.3398634481977527,-0.03179748852248765
2018-01-02,13,8,0.3544063701761813,0.626283533138577,-0.27187716296239567
2018-01-05,8,1,0.0681818181818179,0.3529569377950474,-0.2847751196132295
2018-01-05,10,1,0.13131313131313105,0.38258373205333296,-0.2512706007402019
2018-01-05,13,1,0.28282828282828243,0.6344114832487617,-0.3515832004204793
2018-03-01,8,1,-0.35782747603833853,0.01872659176029967,-0.3765540677986382
2018-03-01,10,1,-0.30351437699680495,-0.14196540041722816,-0.1615489765795768
2018-03-01,13,1,-0.36741214057507987,-0.1846730049213482,-0.18273913565373168
2018-03-06,8,1,-0.24719101123595486,0.017077798861479865,-0.26426881009743475
2018-03-06,10,1,-0.1685393258426966,-0.12466723664705892,-0.043872089195637676
2018-03-06,13,1,-0.21910112359550551,-0.13450243623529412,-0.0845986873602114
2018-03-07,8,1,-0.18595041322314043,0.03454545454545466,-0.2204958677685951
2018-03-07,10,1,-0.23140495867768585,-0.18954378956727247,-0.041861169110413377
2018-03-07,13,1,-0.28925619834710736,-0.17069597071999976,-0.1185602276271076
2018-03-21,8,1,-0.09174311926605527,-0.2234304603867594,0.13168734112070413
2018-03-21,10,1,-0.19266055045871566,-0.2902515603069685,0.09759100984825286
2018-03-21,13,1,-0.25688073394495425,-0.30650534136864094,0.049624607423686684
2018-04-02,8,13,-0.16831588683312088,-0.326453580280203,0.15813769344708212
2018-04-02,10,13,-0.14538304867201635,-0.2913730375864636,0.14598998891444726
2018-04-02,13,13,-0.3008575499064576,-0.43871131690016907,0.1378537669937115
2018-04-26,8,1,-0.10239999999999982,-0.21794511973595265,0.11554511973595283
2018-04-26,10,1,-0.21800000000000008,-0.3136653785182708,0.09566537851827073
2018-04-26,13,1,-0.15000000000000002,-0.2668235497524555,0.11682354975245546
2018-07-02,8,15,0.10689650354192899,0.3090909090909091,-0.2021944055489801
2018-07-02,10,15,0.11907427587658755,0.4363636363636367,-0.31728936048704914
2018-07-02,13,15,0.23497334634347827,0.35757575757575766,-0.12260241123227938
2018-09-25,8,1,-0.19047619047619047,-0.17748917748917747,-0.012987012987012991
2018-09-25,10,1,-0.24285714285714277,-0.1428571428571429,-0.09999999999999987
2018-09-25,13,1,-0.42857142857142855,-0.27489177489177485,-0.1536796536796537
2018-10-01,8,17,-0.07269458347761681,-0.1685144124168515,0.09581982893923469
2018-10-01,10,17,-0.050904713928502196,-0.1352549889135256,0.08435027498502341
2018-10-01,13,17,-0.11524976001052507,-0.2682926829268294,0.15304292291630434
2019-01-02,8,16,0.09022533614187403,0.07272727272727297,0.017498063414601056
2019-01-02,10,16,0.09476289726043138,0.051515151515151736,0.04324774574527965
2019-01-02,13,16,0.09546614906811303,0.0181818181818183,0.07728433088629473
2019-04-01,8,10,0.03495700041507795,-0.04477611940298509,0.07973311981806305
2019-04-01,10,10,0.012935752814273616,-0.03861338470447806,0.051549137518751675
2019-04-01,13,10,0.020291274552561855,-0.05710158884477623,0.07739286339733809
2019-07-01,8,10,7.883748177606176e-05,-0.0744336569579287,0.07451249443970476
2019-07-01,10,10,-0.01680828718932218,-0.11003236245954673,0.09322407527022455
2019-07-01,13,10,0.056446834681694105,-0.08414239482200636,0.14058922950370045
2019-09-30,8,12,-0.010448735281652086,-0.03460207612456734,0.024153340842915254
2019-09-30,10,12,-0.0340203244478472,-0.04152249134948072,0.0075021669016335155
2019-09-30,13,12,-0.06261479440003094,-0.00692041522491349,-0.05569437917511745
2019-12-31,8,10,0.0341550973411718,-0.04513888888888884,0.07929398623006065
2019-12-31,10,10,-0.1527907980555808,-0.09722222222222221,-0.055568575833358586
2019-12-31,13,10,-0.17149480747823592,-0.20138888888888892,0.029894081410653
2020-03-31,8,7,0.5728037390561589,0.12334801762114567,0.4494557214350132
2020-03-31,10,7,0.6395483488850796,0.13656387665198255,0.5029844722330971
2020-03-31,13,7,0.7541253644863738,0.14537444933920707,0.6087509151471667
2020-06-30,8,9,0.12692153427652159,-0.06352046519733834,0.19044199947385992
2020-06-30,10,9,0.19110364004444055,-0.02400656077528507,0.21511020081972562
2020-06-30,13,9,0.23705626448993408,0.06687541939543729,0.1701808450944968
2020-09-30,8,7,0.20772658733390487,0.2740740740740739,-0.06634748674016905
2020-09-30,10,7,0.2846877763441513,0.48888888888888893,-0.2042011125447376
2020-09-30,13,7,0.42268828587380397,1.1777777777777783,-0.7550894919039743
2020-12-31,8,11,0.17692984444296195,-0.08333333333333315,0.2602631777762951
2020-12-31,10,11,0.24591918002068863,0.025000000000000133,0.2209191800206885
2020-12-31,13,11,0.2994847651095686,0.19000000000000014,0.10948476510956848
2021-03-31,8,17,0.23315959682490134,0.669071718918874,-0.4359121220939726
2021-03-31,10,17,0.27395660392896526,1.3308973502113766,-1.0569407462824114
2021-03-31,13,17,0.3631132975185908,1.5452327387365603,-1.1821194412179694
2021-06-30,8,20,0.09638025314966384,0.15990990990991016,-0.06352965676024633
2021-06-30,10,20,0.1892201442209856,0.20945945945945965,-0.020239315238474054
2021-06-30,13,20,0.19668465389433995,0.11486486486486513,0.08181978902947482
2021-09-30,8,13,0.12347974095987958,0.5901960784313727,-0.4667163374714931
2021-09-30,10,13,0.07684963456779324,0.5666666666666671,-0.48981703209887384
2021-09-30,13,13,0.08072533445201581,0.6235294117647059,-0.5428040773126901
2021-12-31,8,17,0.17700427723590278,-0.07195121951219507,0.24895549674809786
2021-12-31,10,17,0.16281738616547492,-0.0381773039219514,0.20099469008742632
2021-12-31,13,17,0.15480194250935173,-0.00812034466951228,0.162922287178864
2022-03-31,8,22,-0.10160378562829252,-0.1550968090024586,0.053493023374166074
