,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9358856915106344,Leverage,,,0.14279951251052853,ROE,,1160000037.246704,actual switch,1,,Counted Honey sal starting Apr,,,,342,0,From VPB transfer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0,14000,5000,328140,0,-428752000,-203750000,-11714799525.423729,-12336680000,,,13471866000,,,1135186000,0.09201713913305687,ROA,,Equity (total),Leverage,,,,,,,386,,From VPS transfer,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Efficiency,,Position,Check,,,,2026-03-01 00:00:00,2026-02-27 00:00:00,2026-02-26 00:00:00,2026-02-25 00:00:00,2026-03-01 00:00:00,2026-02-27 00:00:00,2026-02-26 00:00:00,2026-02-25 00:00:00,,,,37.2467041015625,intraday,,,,,,6959019356.916403,-6512846643.083597,-65128466.43083597,,,,,,600,,VNL bond repaid,,,,,,,,,,,,,,,
,,MBS,TCBS,,"LPS +
ExVND","TCBS
vo",,MBS,"TCI
+",,"LPS +
ExVND","TCBS
vo +",,Action,CUT,,Score,,"Days
 Avg",Stock,Industry,Price bought,Quantity,T0,T1,T2,T3,,,,,Amount paid,,Current price, ,% Tottal,,Current profit,% Profit,,,,,,,,,All Time,,,to paste to PV,,1.2,0.8,,,,,,,,,,,,,
,,ACBS,SSI,VPS,VND1,VND2,,ACBS,SSI,VPS,VND1,VND2,,,,,,,,,,,,,,,,,,,,,,,2529240000,,1551879.5069692433,,,"Effi
Allo.",Diff,Value at risk,"Risk % 
Ts","Risk % 
T3","Risk %
Total ",Times,,"Stop-loss
 basic",Back Stop,"New Adjusted
 stop-loss",Paste?,Stop-loss,Sell 1/3 first,Sell 1/3 remains,Gap,Intraday P,,Sell all,Sell 1/3,Sell 1/3,,,Nếu dưới,Bán Giá,,Days,Position
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146840000,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,72.576,388.8,0,0,0,,2240,12000,0,0,0,,22.7,1,3.9026969931333784,2.832037507036011,HOS,106.57142857142857,HOSE:SSI,CTCK,-24888.342696629214,14240,0,0,0,14240,0,0,0,-354410000,-354410000,,32400,461376000,0.03424737152225237,,106966000,0.3018142828926949,0.042667748504943176,0.24586929181469092,0,0,-0.016605566064659173,-0.016605566064659173,-1.4994972109378117,,-0.051354476088394115,0.25046481758157624,0.2504598068043008,ok,31121.996910048205,32368.727752732,29875.266067364406,2493,32400,,hold,hold,hold,,,31121.996910048205,31121.996910048205,,746,7
,,423.5,577.5,0,924,346.5,,11000,15000,0,24000,9000,,35,1,2.1871817001650107,2.2733390385410845,HOS,32.77777777777778,HOSE:VCI,CTCK,-35830.1186440678,59000,0,4000,0,55000,0,-151752000,0,-1970656525.423729,-2113977000,,38500,2271500000,0.16861064384102395,,157523000,0.07451500181884665,0.034250343832648585,-0.796867249585134,21560000.000000004,0.0030981376677120514,-0.007047316686293044,-0.003949179018580992,-6.30510794340921,,-0.051354476088394115,0.02316052573045254,0.02316052573045254,ok,36659.9630288489,36825.93190580512,36493.99415189268,331,38500,,hold,hold,hold,,,36659.9630288489,36659.9630288489,,295,9
