cohort_date,horizon_weeks,n_symbols,cohort_ret,bench_ret,alpha
2015-06-30,8,6,-0.08234365751186085,-0.106348537222831,0.02400487971097015
2015-06-30,10,6,0.06983887193336417,-0.03492117022173502,0.1047600421550992
2015-06-30,13,6,0.04726499013704529,-0.05127729533766123,0.09854228547470653
2015-09-30,8,3,0.3378955685139349,0.05875870894355195,0.2791368595703829
2015-09-30,10,3,0.3173009746752247,0.004549978671975152,0.31275099600324957
2015-09-30,13,3,0.3653422550376864,0.029877008389023185,0.33546524664866323
2015-12-31,8,3,-0.02589731540516575,-0.00929140113638327,-0.01660591426878248
2015-12-31,10,3,-0.013422275530878528,-0.005543754209626273,-0.007878521321252255
2015-12-31,13,3,-0.028183627506630764,-0.011553805502305448,-0.016629822004325317
2016-03-31,8,3,0.06364588707669945,0.1019564520152525,-0.038310564938553046
2016-03-31,10,3,0.0831685936954852,0.11441146074623121,-0.031242867050746012
2016-03-31,13,3,0.13217467046365675,0.15975909625458806,-0.027584425790931316
2016-06-30,8,2,0.048131868131868205,0.04150191376965173,0.0066299543622164725
2016-06-30,10,2,0.05362637362637368,0.05475595482870976,-0.001129581202336083
2016-06-30,13,2,0.1318681318681318,0.08456963907253345,0.047298492795598335
2016-09-30,8,4,-0.044975082802701266,-0.014378837151648671,-0.030596245651052595
2016-09-30,10,4,-0.05804424116566986,-0.03304507605034046,-0.024999165115329403
2016-09-30,13,4,-0.07168716613089574,-0.030420136205212,-0.041267029925683735
2016-11-16,8,1,-0.15465116279069802,0.018321968573969727,-0.17297313136466774
2016-11-16,10,1,-0.1627906976744189,0.04236584642751251,-0.2051565441019314
2016-11-16,13,1,-0.16744186046511667,0.06265935369107622,-0.2301012141561929
2017-01-03,8,4,0.054559553822945306,0.0662638948825165,-0.011704341059571188
2017-01-03,10,4,0.09152438738774649,0.0657281885686225,0.025796198819123983
2017-01-03,13,4,0.11719760063475726,0.07971607565363614,0.03748152498112112
2017-03-31,8,3,0.12302528944256548,0.021472774847364873,0.10155251459520061
2017-03-31,10,3,0.19043092525489969,0.053245836275283454,0.13718508897961623
2017-03-31,13,3,0.22674308024709355,0.07754288324957437,0.14920019699751919
2017-06-30,8,4,-0.05499507292579367,-0.0062333380555591456,-0.048761734870234524
2017-06-30,10,4,-0.06435591762978521,0.027045475034450872,-0.09140139266423608
2017-06-30,13,4,-0.036851431737256996,0.033175782708926294,-0.07002721444618329
2017-10-02,8,4,0.07754979719783917,0.17000112187277971,-0.09245132467494055
2017-10-02,10,4,0.053926516157591725,0.14362464629844318,-0.08969813014085146
2017-10-02,13,4,0.18485523353739497,0.24125250863218772,-0.056397275094792754
2018-01-02,8,4,0.22185055522844246,0.12892535424847118,0.09292520097997128
2018-01-02,10,4,0.35777310240277205,0.17734014882954896,0.1804329535732231
2018-01-02,13,4,0.4258017665209367,0.17800295248902853,0.24779881403190818
2018-01-05,8,1,0.0681818181818179,0.11915271811583472,-0.05097089993401682
2018-01-05,10,1,0.13131313131313105,0.15709277637880814,-0.025779645065677093
2018-01-05,13,1,0.28282828282828243,0.13887325334518352,0.1439550294830989
2018-04-02,8,3,-0.23746629027726543,-0.18833203800737075,-0.04913425226989468
2018-04-02,10,3,-0.20722612861075482,-0.15116871829585232,-0.056057410314902495
2018-04-02,13,3,-0.3507397185743837,-0.24837666407601466,-0.10236305449836902
2018-07-02,8,2,0.2650025689416504,0.04726812014992343,0.217734448791727
2018-07-02,10,2,0.3103055326378177,0.04002533917542106,0.2702801934623966
2018-07-02,13,2,0.4323437368207671,0.07563743863168448,0.3567062981890826
2018-10-01,8,3,-0.0583841279493453,-0.09068201563857514,0.032297887689229844
2018-10-01,10,3,-0.04027063918441235,-0.05626530289866516,0.01599466371425281
2018-10-01,13,3,-0.15210136079765993,-0.11958968485901589,-0.03251167593864404
2019-01-02,8,5,0.11004360569895058,0.11521166246145231,-0.005168056762501733
2019-01-02,10,5,0.12721233393001427,0.12396972245584514,0.003242611474169127
2019-01-02,13,5,0.10096754053096268,0.10110456966638637,-0.000137029135423683
