symbol,entry_date,exit_date,hold_weeks,ret,exit_reason
DBC,2024-01-19,2024-04-19,13,0.009624999999999903,MA10
DGW,2024-01-19,2024-04-19,13,-0.031500910746812355,MA10
DHC,2024-01-19,2024-04-19,13,-0.07119065190651912,MA10
DRC,2024-01-19,2024-04-19,13,0.07811214953271024,MA10
MBS,2024-01-19,2024-04-19,13,0.09271244635193136,MA10
NKG,2024-01-19,2024-04-19,13,-0.07591525423728822,MA10
NTP,2024-01-19,2024-04-19,13,-0.10529078014184393,MA10
ORS,2024-01-19,2024-04-19,13,-0.09570424109374999,MA10
PAN,2024-01-19,2024-04-19,13,-0.018077294685990467,MA10
SIP,2024-01-19,2024-04-19,13,0.2025308056872039,MA10
TNG,2024-01-19,2024-04-19,13,0.014512820499999543,MA10
VDS,2024-01-19,2024-04-19,13,0.04617391304347813,MA10
VEA,2024-01-19,2024-04-19,13,-0.0003820224719102098,MA10
VIX,2024-01-19,2024-04-19,13,-0.05278362573099404,MA10
VSC,2024-01-19,2024-04-19,13,-0.04025388169898983,MA10
QNS,2024-01-26,2024-04-19,12,0.0179256331447082,MA10
DXP,2024-02-02,2024-04-19,11,-0.04387878787878793,MA10
HCM,2024-02-02,2024-04-19,11,-0.08562962962962978,MA10
SGP,2024-02-16,2024-04-19,9,-0.027390374331550803,MA10
AAS,2024-03-01,2024-04-19,7,-0.06552380952380953,MA10
BMP,2024-03-01,2024-04-19,7,-0.09824137931034492,MA10
BSR,2024-03-01,2024-04-19,7,-0.07335751295336794,MA10
CTI,2024-03-01,2024-04-19,7,-0.14795583596214512,MA10
DCM,2024-03-01,2024-04-19,7,-0.08315582450832065,MA10
DPM,2024-03-01,2024-04-19,7,-0.08292307692307681,MA10
DTD,2024-03-01,2024-04-19,7,-0.14368115942028983,MA10
FTS,2024-03-01,2024-04-19,7,0.010260162601626118,MA10
HAH,2024-03-01,2024-04-19,7,-0.06765228113440204,MA10
IDC,2024-03-01,2024-04-19,7,-0.08918584070796474,MA10
IJC,2024-03-01,2024-04-19,7,-0.024115942028985406,MA10
KDH,2024-03-01,2024-04-19,7,0.03337007874015757,MA10
PHR,2024-03-01,2024-04-19,7,-0.006,MA10
VCI,2024-03-01,2024-04-19,7,0.02848275862068967,MA10
VGC,2024-03-01,2024-04-19,7,-0.07418181818181811,MA10
BAF,2024-03-08,2024-04-19,6,-0.04835727440147315,MA10
HPG,2024-03-08,2024-04-19,6,-0.10922580645161291,MA10
NLG,2024-03-08,2024-04-19,6,-0.12364705882352928,MA10
PVC,2024-03-08,2024-04-19,6,-0.0656026490066225,MA10
SSI,2024-03-08,2024-04-19,6,-0.1276931216931215,MA10
SZC,2024-03-08,2024-04-19,6,-0.10577064220183499,MA10
VCB,2024-03-08,2024-04-19,6,-0.08253061224489791,MA10
VPI,2024-03-08,2024-04-19,6,-0.03363385146804841,MA10
GEX,2024-03-15,2024-04-19,5,-0.13431858407079647,MA10
KBC,2024-03-15,2024-04-19,5,-0.1600785498489426,MA10
SHS,2024-03-15,2024-04-19,5,-0.06545945945945954,MA10
TIG,2024-03-15,2024-04-19,5,-0.05478048780487805,MA10
CEO,2024-04-05,2024-04-19,2,-0.22968421052631588,MA10
DXG,2024-04-05,2024-04-19,2,-0.21412182741116745,MA10
DXS,2024-04-05,2024-04-19,2,-0.09367123287671233,MA10
HDC,2024-04-05,2024-04-19,2,-0.17481258941344782,MA10
HSG,2024-04-05,2024-04-19,2,-0.1776101694915255,MA10
NVL,2024-04-05,2024-04-19,2,-0.17791977077363896,MA10
E1VFVN30,2024-04-12,2024-04-19,1,-0.058269601100412655,MA10
PDR,2024-04-12,2024-04-19,1,-0.18724999999999994,MA10
MBB,2024-01-19,2024-04-26,14,0.028883720930232726,MA10
NAB,2023-05-26,2024-05-31,53,0.6755380305398306,MA10
CDC,2024-05-31,2024-05-31,0,-0.006,MA10
VC3,2024-03-01,2024-06-07,14,0.0010671378091873067,MA10
CTF,2024-05-17,2024-06-07,3,-0.02727659574468099,MA10
KDC,2024-05-17,2024-06-14,4,-0.06618518518518524,MA10
VJC,2024-05-17,2024-06-14,4,-0.11027350427350428,MA10
VPI,2024-05-17,2024-06-14,4,-0.014620689655172363,MA10
L40,2024-05-24,2024-06-14,3,-0.08366990291262148,MA10
EVF,2024-05-31,2024-06-14,2,-0.06031309904153351,MA10
YEG,2024-06-14,2024-06-14,0,-0.14215023474178412,MA10
HPX,2024-04-05,2024-06-21,11,-0.21746496815286626,MA10
HAG,2024-05-31,2024-06-21,3,-0.1448888888888889,MA10
EVF,2024-06-21,2024-06-21,0,-0.029411371237458253,MA10
NAB,2024-06-21,2024-06-21,0,-0.02747239263803681,MA10
ORS,2024-06-21,2024-06-21,0,-0.033972027972027974,MA10
VIB,2024-01-19,2024-06-28,23,0.04836191247051943,MA10
VHC,2024-03-01,2024-06-28,17,0.06750689127105668,MA10
PVS,2024-03-15,2024-06-28,15,0.08539784946236562,MA10
BAF,2024-05-17,2024-06-28,6,-0.007967529438919057,MA10
ELC,2024-05-17,2024-06-28,6,-0.08071264367816115,MA10
FTS,2024-05-24,2024-06-28,5,-0.12747505422993502,MA10
DXP,2024-05-31,2024-06-28,4,-0.007920544320149176,MA10
HCM,2024-05-31,2024-06-28,4,-0.10565635738831611,MA10
PVC,2024-05-31,2024-06-28,4,-0.07518238993710688,MA10
DHC,2024-06-14,2024-06-28,2,-0.09457808857808848,MA10
MML,2024-06-14,2024-06-28,2,-0.23697826086956522,MA10
OCB,2024-06-14,2024-06-28,2,-0.09337864077669902,MA10
PET,2024-06-14,2024-06-28,2,-0.11491089108910883,MA10
SZC,2024-06-14,2024-06-28,2,-0.08775355450236962,MA10
TPB,2024-06-21,2024-06-28,1,-0.06073506453475958,MA10
PAT,2024-06-28,2024-06-28,0,-0.03442105263157901,MA10
QCG,2024-04-05,2024-07-05,13,-0.018000000000000002,MA10
TV2,2024-05-31,2024-07-05,5,-0.06530232558139516,MA10
VTP,2023-08-04,2024-07-19,50,1.00595830209516,MA10
MSH,2024-03-01,2024-07-19,20,0.14444247787610642,MA10
CSM,2024-04-12,2024-07-19,14,-0.11527152317880798,MA10
QTP,2024-05-17,2024-07-19,9,-0.1106511627906976,MA10
VSC,2024-06-14,2024-07-19,5,-0.13847863247863249,MA10
DPM,2024-06-21,2024-07-19,4,-0.04132608695652182,MA10
CTD,2024-06-28,2024-07-19,3,-0.08626315789473692,MA10
PHR,2024-07-19,2024-07-19,0,-0.0658705501618123,MA10
BVS,2024-01-19,2024-07-26,27,0.4275937499999999,MA10
TRC,2024-02-16,2024-07-26,23,0.18094362017804147,MA10
CTS,2024-03-01,2024-07-26,21,0.1695852842809363,MA10
DGC,2024-03-01,2024-07-26,21,0.11479207920792081,MA10
DRI,2024-03-01,2024-07-26,21,0.3842439024390244,MA10
SHI,2024-03-01,2024-07-26,21,-0.05423151125401937,MA10
VGI,2024-03-01,2024-07-26,21,1.535958041958042,MA10
PVI,2024-04-05,2024-07-26,16,0.056124248496993975,MA10
HVN,2024-04-12,2024-07-26,15,0.30025,MA10
IDC,2024-05-17,2024-07-26,10,-0.02952551090878057,MA10
NAF,2024-05-17,2024-07-26,10,-0.05504632152588567,MA10
BMI,2024-05-31,2024-07-26,8,-0.06227082813859317,MA10
HPG,2024-05-31,2024-07-26,8,-0.056173010380622786,MA10
BVH,2024-06-14,2024-07-26,6,-0.08193582887700528,MA10
KDH,2024-06-14,2024-07-26,6,-0.042144578313252946,MA10
SMC,2024-06-28,2024-07-26,4,-0.2065730659025788,MA10
CTF,2024-07-19,2024-07-26,1,-0.09637900874635565,MA10
BID,2024-07-26,2024-07-26,0,-0.036398322851153145,MA10
DGW,2024-07-26,2024-07-26,0,-0.10600000000000016,MA10
YEG,2024-07-26,2024-07-26,0,-0.14822222222222206,MA10
CTR,2023-05-26,2024-08-02,62,0.9027939881299759,MA10
TCH,2023-07-14,2024-08-02,55,0.9255580453511206,MA10
CMG,2024-01-19,2024-08-02,28,0.2949950248756218,MA10
DPR,2024-02-16,2024-08-02,24,0.15006936416184968,MA10
DPG,2024-03-01,2024-08-02,22,0.2497222647531483,MA10
PTB,2024-03-08,2024-08-02,21,0.07571133056000012,MA10
CTI,2024-05-17,2024-08-02,11,0.02239116719242902,MA10
DCL,2024-05-17,2024-08-02,11,-0.07012478336221838,MA10
HAH,2024-05-17,2024-08-02,11,0.06408244994110694,MA10
SGP,2024-05-17,2024-08-02,11,0.10028019323671497,MA10
VGT,2024-05-17,2024-08-02,11,-0.05350010403333325,MA10
MBS,2024-05-24,2024-08-02,10,-0.037949685534591195,MA10
TIG,2024-05-24,2024-08-02,10,-0.09995973154362417,MA10
DTD,2024-05-31,2024-08-02,9,-0.045524670665823025,MA10
HNG,2024-05-31,2024-08-02,9,-0.09437209302325582,MA10
IJC,2024-05-31,2024-08-02,9,-0.02668965517241384,MA10
MIG,2024-05-31,2024-08-02,9,-0.11952657004830906,MA10
PC1,2024-05-31,2024-08-02,9,-0.006,MA10
HDG,2024-06-14,2024-08-02,7,-0.10812547988699851,MA10
HSG,2024-06-14,2024-08-02,7,-0.1009367088607596,MA10
SIP,2024-06-14,2024-08-02,7,-0.1429144602851324,MA10
PAN,2024-06-28,2024-08-02,5,-0.10368943046942812,MA10
ANV,2024-07-19,2024-08-02,2,-0.11466574965612114,MA10
GMD,2023-09-08,2024-08-09,48,0.29613571093386015,MA10
ACB,2024-01-19,2024-08-09,29,0.07460130010246199,MA10
HHS,2024-01-19,2024-08-09,29,0.24421917808219185,MA10
TCB,2024-01-19,2024-08-09,29,0.24798495707204588,MA10
DDV,2024-01-26,2024-08-09,28,0.6947540288932036,MA10
PVB,2024-03-01,2024-08-09,23,0.3113076923076923,MA10
QNS,2024-05-17,2024-08-09,12,-0.030590163934426373,MA10
AAA,2024-05-24,2024-08-09,11,-0.12888135593220346,MA10
DBC,2024-05-24,2024-08-09,11,-0.07812475632982477,MA10
VDS,2024-05-31,2024-08-09,10,0.01314027149321244,MA10
VOS,2024-05-31,2024-08-09,10,-0.03421316614420066,MA10
EVG,2024-06-28,2024-08-09,6,-0.17152667578659372,MA10
GEG,2024-07-19,2024-08-09,3,-0.1770914454277286,MA10
MSB,2024-07-26,2024-08-09,2,-0.06599999999999993,MA10
TLG,2024-07-26,2024-08-09,2,-0.06277655677655691,MA10
TPB,2024-07-26,2024-08-09,2,-0.0766521739130433,MA10
SCS,2024-02-02,2024-08-23,29,0.2823094023261655,MA10
NTL,2024-02-02,2024-08-30,30,0.490421600566038,MA10
GEE,2024-05-17,2024-08-30,15,0.06207195175159246,MA10
ACV,2024-05-17,2024-09-06,16,0.06937688442211053,MA10
TCM,2024-05-24,2024-09-06,15,0.12171084337349394,MA10
POW,2024-06-28,2024-09-06,10,-0.11484353741496589,MA10
CRC,2024-07-12,2024-09-06,8,0.0064610591900313465,MA10
BIC,2024-02-16,2024-09-13,30,0.12110558188395867,MA10
BVB,2024-05-17,2024-09-13,17,-0.02292108296209691,MA10
PVT,2024-05-17,2024-09-13,17,-0.064724832214765,MA10
OIL,2024-06-28,2024-09-27,13,-0.02256103049999994,MA10
FOX,2023-07-21,2024-10-04,63,1.30399436541819,MA10
LAS,2024-01-19,2024-10-04,37,0.5701888432027779,MA10
PNJ,2024-01-19,2024-10-04,37,0.1393627280347295,MA10
PAC,2024-04-05,2024-10-04,26,0.3431541389985486,MA10
TNG,2024-05-17,2024-10-04,20,0.19700666662329822,MA10
PHP,2024-06-21,2024-10-04,15,-0.02493939393939392,MA10
SHI,2024-10-04,2024-10-04,0,-0.0025870307167236736,MA10
TLG,2024-10-04,2024-10-04,0,-0.05690909090909094,MA10
PVS,2024-10-04,2024-10-11,1,-0.0035490196078429874,MA10
BMI,2024-10-11,2024-10-11,0,-0.022241299303944376,MA10
BFC,2023-07-28,2024-10-18,64,1.2064117150511877,MA10
REE,2024-05-10,2024-10-18,23,0.11798190045248887,MA10
PLX,2024-05-24,2024-10-18,21,0.10847368421052649,MA10
DPM,2024-09-27,2024-10-18,3,-0.0397078651685394,MA10
KLB,2024-10-04,2024-10-18,2,-0.09359124087591243,MA10
KDH,2024-10-11,2024-10-18,1,-0.04258210947930589,MA10
VDS,2024-10-11,2024-10-18,1,-0.06708597285067859,MA10
PVS,2024-10-18,2024-10-18,0,-0.050117647058823316,MA10
PVT,2024-10-18,2024-10-18,0,-0.04054231433506055,MA10
FRT,2023-07-21,2024-10-25,66,1.171002583979328,MA10
CSV,2024-02-02,2024-10-25,38,0.681536685641264,MA10
GVR,2024-03-01,2024-10-25,34,0.1667272727272727,MA10
VGS,2024-03-08,2024-10-25,33,0.43839766076479997,MA10
PVP,2024-05-17,2024-10-25,23,0.046896361506956585,MA10
BSR,2024-05-31,2024-10-25,21,-0.03112975615044266,MA10
DCM,2024-05-31,2024-10-25,21,0.003557609223036646,MA10
NTP,2024-05-31,2024-10-25,21,0.047954681838871,MA10
DPR,2024-09-27,2024-10-25,4,-0.06118806917234055,MA10
FTS,2024-09-27,2024-10-25,4,-0.09416964285714255,MA10
HCM,2024-09-27,2024-10-25,4,-0.0826721044045677,MA10
BID,2024-10-04,2024-10-25,3,-0.05789620758483051,MA10
BSI,2024-10-04,2024-10-25,3,-0.050715447154471544,MA10
OCB,2024-10-04,2024-10-25,3,-0.06772839506172842,MA10
VCI,2024-10-04,2024-10-25,3,-0.04365690376569035,MA10
VIB,2024-10-04,2024-10-25,3,-0.06284754521963849,MA10
AGR,2024-10-11,2024-10-25,2,-0.03630303030303031,MA10
ELC,2024-10-11,2024-10-25,2,-0.030539877300613354,MA10
PVB,2024-10-11,2024-10-25,2,-0.11384313725490197,MA10
HPG,2024-10-18,2024-10-25,1,-0.038906764168190125,MA10
PET,2024-10-18,2024-10-25,1,-0.04432116788321167,MA10
DBC,2024-10-25,2024-10-25,0,-0.06542275042444826,MA10
VHC,2024-10-25,2024-10-25,0,-0.0387868852459016,MA10
C69,2024-09-27,2024-11-01,5,-0.14014634146341465,MA10
MBS,2024-10-04,2024-11-01,4,-0.140796238244514,MA10
MSN,2024-10-18,2024-11-01,2,-0.09746341463414634,MA10
FUEVFVND,2024-03-15,2024-11-08,34,0.09926315789473672,MA10
HDB,2023-09-15,2024-11-15,61,0.4677226880217767,MA10
MWG,2024-03-08,2024-11-15,36,0.2896255927776822,MA10
HAX,2024-05-17,2024-11-15,26,0.06717073170731716,MA10
BWE,2024-06-14,2024-11-15,22,-0.017363636363636286,MA10
NAB,2024-07-19,2024-11-15,17,0.09042857142857143,MA10
TDP,2024-07-19,2024-11-15,17,0.06479646017699126,MA10
E1VFVN30,2024-07-26,2024-11-15,16,-0.02487620719929763,MA10
MBB,2024-07-26,2024-11-15,16,-0.07714624505928876,MA10
ACB,2024-09-27,2024-11-15,7,-0.056583657587548686,MA10
BVS,2024-09-27,2024-11-15,7,-0.10744927536018972,MA10
CTG,2024-09-27,2024-11-15,7,-0.08527677329624478,MA10
NNC,2024-09-27,2024-11-15,7,-0.07504231625835187,MA10
PAN,2024-09-27,2024-11-15,7,-0.05462579281183915,MA10
VPB,2024-09-27,2024-11-15,7,-0.021789473684210442,MA10
EIB,2024-10-04,2024-11-15,6,-0.03564959568733154,MA10
MSB,2024-10-04,2024-11-15,6,-0.10917460317460306,MA10
TPB,2024-10-04,2024-11-15,6,-0.08292307692307685,MA10
VC3,2024-10-04,2024-11-15,6,-0.04406228373702403,MA10
TCB,2024-10-11,2024-11-15,5,-0.08022680412371129,MA10
VEA,2024-05-24,2024-11-22,26,0.16177793539622642,MA10
VPI,2024-07-12,2024-12-20,23,0.0946493506493506,MA10
NAF,2024-10-04,2025-01-10,14,-0.07346987951807245,MA10
CRC,2024-10-04,2025-01-24,16,-0.008976190476190367,MA10
BMP,2024-09-27,2025-02-14,19,0.010151601861475292,MA10
SCS,2025-02-14,2025-02-14,0,-0.03607518796992465,MA10
TDP,2025-02-14,2025-02-14,0,-0.029529411764705825,MA10
PNJ,2025-02-14,2025-02-21,1,-0.03882051282051286,MA10
FPT,2023-06-09,2025-02-28,89,1.288864020815547,MA10
MSB,2025-02-28,2025-02-28,0,-0.019043478260869565,MA10
ORS,2025-02-21,2025-03-07,2,-0.043414965986394556,MA10
CRC,2025-02-28,2025-03-07,1,-0.040188034188033975,MA10
MCH,2024-02-16,2025-03-14,55,1.178862417229035,MA10
QNS,2024-10-18,2025-03-14,20,0.0034027741398785626,MA10
FRT,2025-02-14,2025-03-14,4,-0.045466666666666856,MA10
TPB,2025-02-14,2025-03-14,4,-0.030242424242424223,MA10
KOS,2025-02-21,2025-03-14,3,-0.023789072426937737,MA10
BFC,2025-02-28,2025-03-14,2,-0.08114450867052034,MA10
FCN,2025-02-28,2025-03-14,2,-0.15843902439024377,MA10
VOS,2025-02-28,2025-03-14,2,-0.09690909090909089,MA10
ELC,2025-02-14,2025-03-21,5,-0.06090196077457035,MA10
FOX,2025-02-14,2025-03-21,5,-0.03948080538741125,MA10
HAX,2025-02-14,2025-03-21,5,-0.062379821958456975,MA10
SGP,2025-02-14,2025-03-21,5,-0.24550617283950618,MA10
OIL,2025-02-21,2025-03-21,4,-0.05863157894736851,MA10
VEA,2025-02-21,2025-03-21,4,-0.07266666666666652,MA10
EVG,2025-03-07,2025-03-21,2,-0.10512536443148689,MA10
BID,2025-03-21,2025-03-21,0,-0.029514851485148527,MA10
BIC,2025-02-14,2025-03-28,6,-0.03798887343532709,MA10
CSM,2025-02-14,2025-03-28,6,-0.11780124223602487,MA10
VIB,2025-02-14,2025-03-28,6,-0.03302702702702704,MA10
SZC,2025-02-21,2025-03-28,5,-0.03161117578579742,MA10
DPM,2025-02-28,2025-03-28,4,-0.05316981132075464,MA10
IJC,2025-03-07,2025-03-28,3,-0.08032432432432443,MA10
HHV,2025-03-21,2025-03-28,1,-0.04947826086956512,MA10
KLB,2025-03-21,2025-03-28,1,-0.06199999999999988,MA10
VTZ,2024-05-24,2025-04-04,44,1.1837974492930232,MA10
VTP,2024-10-18,2025-04-04,23,0.3463255813953489,MA10
ACB,2025-02-14,2025-04-04,7,-0.07812475633528257,MA10
BVB,2025-02-14,2025-04-04,7,-0.09233093525179868,MA10
CTD,2025-02-14,2025-04-04,7,-0.08301863354037267,MA10
CTG,2025-02-14,2025-04-04,7,-0.05747058823529398,MA10
DPR,2025-02-14,2025-04-04,7,-0.03498550724637686,MA10
DRI,2025-02-14,2025-04-04,7,-0.20148872180451133,MA10
MBB,2025-02-14,2025-04-04,7,-0.017013215859030824,MA10
MSH,2025-02-14,2025-04-04,7,-0.05468913857677902,MA10
PAN,2025-02-14,2025-04-04,7,-0.12087758945386048,MA10
PHP,2025-02-14,2025-04-04,7,-0.345622641509434,MA10
BVH,2025-02-21,2025-04-04,6,-0.1760367647058823,MA10
EIB,2025-02-21,2025-04-04,6,-0.06359162303664921,MA10
HCM,2025-02-21,2025-04-04,6,-0.07255290102389077,MA10
NAF,2025-02-21,2025-04-04,6,-0.013614213197969526,MA10
REE,2025-02-21,2025-04-04,6,-0.01629174941750767,MA10
BCM,2025-02-28,2025-04-04,5,-0.1338295605858854,MA10
NTP,2025-02-28,2025-04-04,5,-0.07576744186046513,MA10
PAT,2025-02-28,2025-04-04,5,-0.05984615384615381,MA10
SIP,2025-02-28,2025-04-04,5,-0.15844596131968158,MA10
VCB,2025-02-28,2025-04-04,5,-0.04458520900321538,MA10
VPB,2025-02-28,2025-04-04,5,-0.10651546391752581,MA10
AAS,2025-03-07,2025-04-04,4,-0.1857752808988764,MA10
DDV,2025-03-07,2025-04-04,4,-0.16363546798029555,MA10
E1VFVN30,2025-03-07,2025-04-04,4,-0.06380590717299578,MA10
MBS,2025-03-07,2025-04-04,4,-0.09690909090909099,MA10
MML,2025-03-07,2025-04-04,4,-0.21089296636085636,MA10
QCG,2025-03-07,2025-04-04,4,-0.22168627450980394,MA10
FTS,2025-03-14,2025-04-04,3,-0.14830019493177377,MA10
MSB,2025-03-14,2025-04-04,3,-0.0896820083682009,MA10
PHR,2025-03-14,2025-04-04,3,-0.17773252279635257,MA10
VGC,2025-03-14,2025-04-04,3,-0.164051689860835,MA10
DBC,2025-03-21,2025-04-04,2,-0.14521901528013567,MA10
DLG,2025-03-28,2025-04-04,1,-0.06790476190476191,MA10
NAB,2025-03-28,2025-04-04,1,-0.06669364161849711,MA10
SHI,2025-04-04,2025-04-04,0,-0.05979746835443048,MA10
TRC,2024-09-27,2025-04-11,27,0.6358805847407407,MA10
CTI,2025-03-21,2025-04-11,3,-0.1527889908256881,MA10
BSI,2025-04-04,2025-04-18,2,-0.1683931623931625,MA10
LPB,2023-06-30,2025-04-25,94,2.157826269419194,MA10
FCN,2025-05-30,2025-05-30,0,-0.02373049645390069,MA10
CDC,2025-03-14,2025-06-06,12,0.001701421800947676,MA10
PHP,2025-06-06,2025-06-06,0,-0.008680965147452802,MA10
HHV,2025-06-06,2025-06-13,1,-0.014230452674896983,MA10
ELC,2025-06-13,2025-06-13,0,-0.04668522483940042,MA10
MST,2025-06-13,2025-06-13,0,-0.038258064516128884,MA10
VTP,2025-06-20,2025-06-20,0,-0.03989830508474581,MA10
YEG,2025-06-20,2025-06-20,0,-0.0659250936329588,MA10
PLC,2025-06-06,2025-06-27,3,-0.026000000000000002,MA10
VTZ,2025-06-13,2025-06-27,2,-0.034735632183908044,MA10
MST,2025-06-20,2025-06-27,1,-0.02294915254237289,MA10
YEG,2025-06-27,2025-06-27,0,-0.014032128514056224,MA10
VFS,2025-03-28,2025-07-04,14,0.34470103697185617,MA10
NAF,2025-06-27,2025-07-18,3,-0.12745748987854238,MA10
VEA,2025-07-18,2025-07-18,0,-0.043974683544303665,MA10
KDC,2025-06-27,2025-07-25,4,-0.06241025641025628,MA10
BMI,2025-07-25,2025-07-25,0,-0.022666666666666828,MA10
BVH,2025-07-11,2025-08-01,3,-0.0834907749077491,MA10
PHP,2025-07-11,2025-08-01,3,-0.003389033942558633,MA10
TRC,2025-07-11,2025-08-01,3,0.0038693499366516115,MA10
VTP,2025-07-11,2025-08-01,3,-0.11547712418300664,MA10
CSM,2025-07-18,2025-08-01,2,-0.07028571428571428,MA10
HNG,2025-07-18,2025-08-01,2,-0.022393442622950822,MA10
KSV,2025-08-01,2025-08-01,0,-0.10435164835164844,MA10
CTD,2025-06-27,2025-08-15,7,-0.029002421307505973,MA10
FRT,2025-08-01,2025-08-15,2,-0.10410126582278481,MA10
HHP,2025-08-01,2025-08-15,2,-0.08292307692307693,MA10
MSR,2025-02-28,2025-08-22,25,-0.19913304721030042,MA10
GEG,2025-04-04,2025-08-22,20,0.12805797101449276,MA10
NTP,2025-05-30,2025-08-22,12,-0.0514856401212358,MA10
TV2,2025-05-30,2025-08-22,12,-0.11332323232323223,MA10
REE,2025-06-13,2025-08-22,10,-0.04642690815006465,MA10
DRI,2025-07-11,2025-08-22,6,-0.06543152458139537,MA10
ELC,2025-07-11,2025-08-22,6,-0.04957298474945542,MA10
MSH,2025-07-11,2025-08-22,6,-0.027798365122616076,MA10
PVB,2025-07-25,2025-08-22,4,-0.09806349206349207,MA10
SHI,2025-07-25,2025-08-22,4,-0.14195166163141995,MA10
SGP,2025-08-01,2025-08-22,3,-0.06640268456375839,MA10
FTS,2025-08-22,2025-08-22,0,-0.08366990291262136,MA10
HNG,2025-08-22,2025-08-22,0,-0.06660606060606061,MA10
PHR,2025-08-22,2025-08-22,0,-0.09765302782324058,MA10
TDP,2025-08-22,2025-09-05,2,-0.07997260273972616,MA10
BFC,2025-05-30,2025-09-12,15,-0.03365957444085093,MA10
MST,2025-07-18,2025-09-12,8,-0.015365244580645154,MA10
SSB,2025-07-18,2025-09-12,8,0.009503875968992248,MA10
BAF,2024-09-27,2025-09-19,50,0.6238076923076923,MA10
CRC,2025-04-04,2025-09-19,24,0.5207578659370724,MA10
AAS,2025-05-30,2025-09-19,16,0.35763636363636364,MA10
PAC,2025-08-22,2025-09-19,4,-0.1163448275862069,MA10
FOX,2025-06-13,2025-09-26,15,0.00025000000000011385,MA10
DBC,2025-06-20,2025-09-26,14,0.026343234323432267,MA10
BSI,2025-08-22,2025-09-26,5,-0.0971764705882353,MA10
DGW,2025-08-22,2025-09-26,5,-0.09089525909592062,MA10
QTP,2025-08-29,2025-09-26,4,-0.013518796992481204,MA10
EIB,2025-05-30,2025-10-03,18,0.16066666666666665,MA10
BVB,2025-06-06,2025-10-03,17,0.07092307692307692,MA10
NVL,2025-06-06,2025-10-03,17,0.057380281690140846,MA10
HBC,2025-07-11,2025-10-03,12,0.11707692307692308,MA10
FIT,2025-07-18,2025-10-03,11,0.01356521739130435,MA10
HQC,2025-07-18,2025-10-03,11,-0.08621390374331551,MA10
POW,2025-07-18,2025-10-03,11,0.015818181818181842,MA10
VCI,2025-07-18,2025-10-03,11,-0.020218009478672864,MA10
VGC,2025-07-25,2025-10-03,10,0.10140354535974984,MA10
HAH,2025-08-01,2025-10-03,9,-0.058782956089746825,MA10
BVH,2025-08-22,2025-10-03,6,-0.15799999999999995,MA10
DCM,2025-08-22,2025-10-03,6,-0.15478048780487805,MA10
HPX,2025-08-22,2025-10-03,6,-0.10436065573770492,MA10
NLG,2025-08-22,2025-10-03,6,-0.16949384098544218,MA10
PC1,2025-08-22,2025-10-03,6,-0.16834887737478405,MA10
VCB,2025-09-05,2025-10-03,4,-0.10265167201787773,MA10
KOS,2025-09-19,2025-10-03,2,-0.009831417624521072,MA10
G36,2025-06-20,2025-10-10,16,-0.01641666666666667,MA10
AGG,2025-07-25,2025-10-10,11,0.0275195530726257,MA10
MIG,2025-07-25,2025-10-10,11,0.0018908222330085555,MA10
BIC,2025-07-04,2025-10-17,15,0.14361144188755537,MA10
DPM,2025-07-04,2025-10-17,15,0.09773277509234829,MA10
DLG,2025-07-11,2025-10-17,14,-0.07005693950177937,MA10
NAB,2025-07-11,2025-10-17,14,0.0695813953488372,MA10
SMC,2025-07-18,2025-10-17,13,-0.054582995951417,MA10
QNS,2025-07-25,2025-10-17,12,-0.022980923055441735,MA10
YEG,2025-07-25,2025-10-17,12,0.013607843137254902,MA10
C4G,2025-08-22,2025-10-17,8,-0.09021052631578948,MA10
CSM,2025-08-22,2025-10-17,8,0.015582733812949641,MA10
DSE,2025-08-29,2025-10-17,7,-0.12613536379018614,MA10
BID,2025-09-05,2025-10-17,6,-0.0898880460145013,MA10
SHI,2025-10-03,2025-10-17,2,-0.02336111111111111,MA10
HHS,2025-05-30,2025-10-24,21,0.0884055944055944,MA10
QCG,2025-05-30,2025-10-24,21,0.11688135593220339,MA10
VSC,2025-05-30,2025-10-24,21,0.4320151099330356,MA10
DXS,2025-06-06,2025-10-24,20,0.5389438202247191,MA10
CTI,2025-06-13,2025-10-24,19,0.10279629629629629,MA10
MML,2025-06-13,2025-10-24,19,0.021190332326283985,MA10
SCR,2025-06-13,2025-10-24,19,0.11832432432432433,MA10
VND,2025-06-13,2025-10-24,19,0.26456243745487806,MA10
LDG,2025-06-27,2025-10-24,17,0.5631699604743083,MA10
HPG,2025-07-11,2025-10-24,15,0.10792405063291138,MA10
MSB,2025-07-11,2025-10-24,15,0.20383606557377057,MA10
FCN,2025-07-18,2025-10-24,14,0.06691666666666665,MA10
VIB,2025-07-18,2025-10-24,14,0.0811134020618557,MA10
HCM,2025-08-01,2025-10-24,12,-0.07418181818181806,MA10
PLC,2025-08-01,2025-10-24,12,-0.03562962962962963,MA10
AGR,2025-08-22,2025-10-24,9,-0.13750684931506849,MA10
EVG,2025-08-22,2025-10-24,9,-0.23007407407407407,MA10
LCG,2025-08-22,2025-10-24,9,-0.10599999999999993,MA10
MBS,2025-08-22,2025-10-24,9,-0.2532817504564408,MA10
SBS,2025-08-22,2025-10-24,9,-0.17991304347826087,MA10
VDS,2025-08-29,2025-10-24,8,-0.27907692307692306,MA10
