entry_date,exit_signal_date,exit_date,entry_px,exit_px,ret,hold_days,exit_reason,sell_tier,mkt_dd_count,stk_dd_count,sell_v4,sell_mkt_dd,sell_stk_dd,symbol
2018-12-03,2018-12-03,2018-12-04,5684.952419550462,5779.949273513993,0.016710228503731717,1,MARKET_DD,,6.0,4.0,False,True,True,MBB
2018-12-12,2018-12-14,2018-12-17,5842.503063972184,5649.181190402816,-0.03308887842292929,5,STOCK_DD,,3.0,3.0,False,False,True,MBB
2019-03-13,2019-03-25,2019-03-26,5934.407606551523,5832.256506758463,-0.017213360888841955,13,MARKET_DD,,5.0,3.0,False,True,True,MBB
2019-05-06,2019-05-06,2019-05-07,5866.617958790722,5816.333046559914,-0.0085713630210843,1,MARKET_DD,,5.0,2.0,False,True,False,MBB
2019-06-21,2019-06-21,2019-06-24,5745.239656195052,5722.304567747168,-0.003992015968063756,3,MARKET_DD,,7.0,2.0,False,True,False,MBB
2019-07-05,2019-07-05,2019-07-08,5718.266700062681,5708.871927916774,-0.0016429405340263603,3,MARKET_DD,,5.0,1.0,False,True,False,MBB
2019-07-12,2019-07-12,2019-07-15,5785.6990903936085,5762.602487238345,-0.003992015968063756,3,MARKET_DD,,6.0,3.0,False,True,True,MBB
2019-08-14,2019-09-10,2019-09-11,6068.915129783505,6084.985843167763,0.002648037258815794,28,STOCK_DD,,4.0,3.0,False,False,True,MBB
2019-11-05,2019-11-05,2019-11-06,6787.474681149873,6760.378973839894,-0.003992015968063756,1,STOCK_DD,,3.0,4.0,False,False,True,MBB
2020-01-08,2020-01-08,2020-01-09,6059.204865575852,6078.538176049175,0.0031907339167818183,1,STOCK_DD,,4.0,3.0,False,False,True,MBB
2020-05-27,2020-05-29,2020-06-01,5185.281086887027,5005.001600804213,-0.03476754356455625,5,STOCK_DD,,1.0,3.0,False,False,True,MBB
2020-06-02,2020-06-02,2020-06-03,5243.542672132948,5222.61036605657,-0.003992015968063756,1,STOCK_DD,,1.0,3.0,False,False,True,MBB
2020-06-15,2020-06-15,2020-06-16,5156.150294264065,5005.001600804213,-0.02931425285023148,1,STOCK_DD,,2.0,3.0,False,False,True,MBB
2020-07-17,2020-07-17,2020-07-20,5097.888709018143,5077.537855888331,-0.003992015968063756,3,STOCK_DD,,3.0,3.0,False,False,True,MBB
2020-10-19,2020-10-27,2020-10-28,6030.07407295289,5922.585227618318,-0.017825460190729503,9,STOCK_DD,,3.0,3.0,False,False,True,MBB
2020-11-12,2020-11-12,2020-11-13,6130.575307502105,6272.935339674613,0.02322131692898366,1,STOCK_DD,,2.0,4.0,False,False,True,MBB
2021-01-05,2021-01-05,2021-01-06,8090.349381211793,8508.50272136716,0.0516854489778209,1,STOCK_DD,,3.0,3.0,False,False,True,MBB
2021-03-30,2021-04-22,2021-04-23,9463.866253384394,9743.069782898865,0.02950205783124038,24,STOCK_DD,,2.0,3.0,False,False,True,MBB
2021-05-05,2021-05-05,2021-05-06,10569.379833425759,10577.236716366235,0.0007433627198851767,1,STOCK_DD,,2.0,3.0,False,False,True,MBB
2021-07-08,2021-07-09,2021-07-12,14103.673248406481,14234.224552687181,0.009256546289843293,4,STOCK_DD,,3.0,3.0,False,False,True,MBB
2021-08-05,2021-08-05,2021-08-06,13386.764441955418,13513.504322171373,0.00946755138371902,1,MARKET_DD,,5.0,3.0,False,True,True,MBB
2021-08-12,2021-08-12,2021-08-13,13477.215553049711,13288.279250135185,-0.014018941981808086,1,MARKET_DD,,5.0,3.0,False,True,True,MBB
2021-08-17,2021-08-24,2021-08-25,14223.437219577629,12702.694062841092,-0.1069181192464036,8,SELL_V4,MA50,4.0,2.0,True,False,False,MBB
2021-09-21,2021-09-23,2021-09-24,12617.929997653922,12612.604034026617,-0.0004220948783434375,3,STOCK_DD,,2.0,3.0,False,False,True,MBB
2021-10-12,2021-10-12,2021-10-13,13183.249441993257,13108.099192506234,-0.0057004344655456896,1,STOCK_DD,,3.0,3.0,False,False,True,MBB
2021-11-01,2021-11-01,2021-11-02,12934.508886483949,12747.73907724833,-0.014439652164202843,1,STOCK_DD,,2.0,3.0,False,False,True,MBB
2021-11-17,2021-11-18,2021-11-19,12957.121664257524,12702.694062841092,-0.01963612042929841,2,STOCK_DD,,4.0,3.0,False,False,True,MBB
2021-11-22,2021-11-22,2021-11-23,12866.67055316323,13220.71172852433,0.027516145213965837,1,STOCK_DD,,4.0,3.0,False,False,True,MBB
2021-11-25,2021-11-25,2021-11-26,14155.59888625691,14008.999480650991,-0.01035628423663848,1,STOCK_DD,,4.0,3.0,False,False,True,MBB
2022-01-04,2022-01-04,2022-01-05,13205.86221976683,13108.099192506234,-0.007403002214748433,1,MARKET_DD,,5.0,3.0,False,True,True,MBB
2022-01-13,2022-01-13,2022-01-14,13431.989997502564,13288.279250135185,-0.01069914043965925,1,MARKET_DD,,5.0,3.0,False,True,True,MBB
2022-02-11,2022-02-18,2022-02-21,15263.624997162004,14684.674696759559,-0.03793006579433722,10,STOCK_DD,,4.0,3.0,False,False,True,MBB
2022-02-23,2022-02-23,2022-02-24,15648.042219312752,15315.30489846089,-0.02126383072006277,1,STOCK_DD,,3.0,3.0,False,False,True,MBB
2022-03-31,2022-04-13,2022-04-14,14766.143886143389,14729.7197111668,-0.002466735747494009,14,SELL_V4,MA50,1.0,2.0,True,False,False,MBB
2022-06-09,2022-06-09,2022-06-10,12730.993886521788,12387.378961990426,-0.02699042412510666,1,MARKET_DD,,5.0,3.0,False,True,True,MBB
2022-07-29,2022-09-05,2022-09-06,11622.967775616695,12756.748080129777,0.09754654115892758,39,MARKET_DD,,5.0,1.0,False,True,False,MBB
2022-11-07,2022-11-07,2022-11-08,9551.637331557378,9054.04789585482,-0.052094674287788134,1,STOCK_DD,,4.0,3.0,False,False,True,MBB
2022-12-16,2022-12-19,2022-12-20,10148.614664779712,9891.885163829444,-0.025296999583720114,4,MARKET_DD,,5.0,3.0,False,True,True,MBB
2018-01-26,2018-01-26,2018-01-29,15631.2,15768.400000000001,0.008777317160550746,3,STOCK_DD,,,3.0,False,False,True,STB
2018-04-09,2018-04-09,2018-04-10,16232.4,16467.0,0.014452576328823907,1,STOCK_DD,,2.0,3.0,False,False,True,STB
2018-06-13,2018-06-13,2018-06-14,12825.6,12724.500000000002,-0.007882672155688497,1,MARKET_DD,,5.0,1.0,False,True,False,STB
2018-08-14,2018-08-15,2018-08-16,11823.6,11277.400000000001,-0.04619574410501026,2,STOCK_DD,,4.0,3.0,False,False,True,STB
2018-08-31,2018-08-31,2018-09-04,11573.1,11327.300000000001,-0.021238907466452295,4,MARKET_DD,,5.0,4.0,False,True,True,STB
2018-09-11,2018-09-11,2018-09-12,11773.5,11976.000000000002,0.01719964326665835,1,MARKET_DD,,5.0,2.0,False,True,False,STB
2018-09-19,2018-10-05,2018-10-08,12474.9,13622.7,0.09200875357718297,19,STOCK_DD,,2.0,3.0,False,False,True,STB
2018-11-08,2018-11-08,2018-11-09,12975.9,12524.900000000001,-0.03475674134356754,1,STOCK_DD,,4.0,3.0,False,False,True,STB
2018-12-04,2018-12-04,2018-12-05,12825.6,12524.900000000001,-0.023445296906187574,1,MARKET_DD,,5.0,2.0,False,True,False,STB
2019-01-22,2019-02-25,2019-02-26,11873.7,12874.2,0.08426185603476588,35,STOCK_DD,,3.0,3.0,False,False,True,STB
2019-03-15,2019-03-15,2019-03-18,13026.0,12924.100000000002,-0.007822815906648128,3,STOCK_DD,,3.0,3.0,False,False,True,STB
2019-05-06,2019-05-06,2019-05-07,12224.4,12125.7,-0.008074015902620912,1,MARKET_DD,,5.0,5.0,False,True,True,STB
2019-05-09,2019-05-09,2019-05-10,12174.3,11976.000000000002,-0.01628841083265542,1,UGLY_BAR,MA50,6.0,6.0,True,True,True,STB
2019-07-18,2019-07-23,2019-07-24,11573.1,11477.000000000002,-0.00830373884266089,6,SELL_V4,MA50,4.0,2.0,True,False,False,STB
2019-08-26,2019-08-26,2019-08-27,10521.0,10528.900000000001,0.0007508791939931925,1,STOCK_DD,,4.0,3.0,False,False,True,STB
2019-09-20,2019-09-20,2019-09-23,10621.2,10329.300000000001,-0.027482770308439708,3,STOCK_DD,,4.0,4.0,False,False,True,STB
2019-10-09,2019-10-28,2019-10-29,11022.0,10778.400000000001,-0.0221012520413717,20,STOCK_DD,,3.0,3.0,False,False,True,STB
2019-11-05,2019-11-05,2019-11-06,10971.9,10928.1,-0.003992015968063756,1,STOCK_DD,,3.0,3.0,False,False,True,STB
2020-01-03,2020-01-15,2020-01-16,10270.5,10279.400000000001,0.0008665595637993295,13,STOCK_DD,,1.0,3.0,False,False,True,STB
2020-02-07,2020-02-21,2020-02-24,11022.0,10978.000000000002,-0.003992015968063756,17,MARKET_DD,,5.0,1.0,False,True,False,STB
2020-05-29,2020-05-29,2020-06-01,10220.4,10379.2,0.015537552346287953,3,STOCK_DD,,1.0,3.0,False,False,True,STB
2020-06-11,2020-06-11,2020-06-12,12174.3,11177.6,-0.08186918344381189,1,STOCK_DD,,2.0,5.0,False,False,True,STB
2020-07-07,2020-07-24,2020-07-27,11623.2,10379.2,-0.10702732466102283,20,MARKET_DD,,5.0,2.0,False,True,False,STB
2020-08-24,2020-08-24,2020-08-25,11122.2,11277.400000000001,0.013954073834313352,1,STOCK_DD,,3.0,3.0,False,False,True,STB
2020-09-16,2020-10-12,2020-10-13,11673.3,13273.400000000001,0.1370734924999788,27,SELL_V4,MA10,3.0,3.0,True,False,True,STB
2020-11-16,2020-12-24,2020-12-25,14078.1,16467.0,0.16968909156775425,39,STOCK_DD,,4.0,3.0,False,False,True,STB
2021-01-05,2021-01-19,2021-01-20,17585.1,19361.2,0.10100027864498928,15,UGLY_BAR,MA10,2.0,1.0,True,False,False,STB
2021-03-02,2021-03-02,2021-03-03,19639.2,19111.7,-0.026859546213695018,1,STOCK_DD,,3.0,3.0,False,False,True,STB
2021-03-17,2021-03-17,2021-03-18,19038.0,19810.300000000003,0.04056623594915454,1,STOCK_DD,,2.0,3.0,False,False,True,STB
2021-03-30,2021-03-30,2021-03-31,19288.5,21407.100000000002,0.10983746792130034,1,STOCK_DD,,4.0,3.0,False,False,True,STB
2021-04-28,2021-04-28,2021-04-29,23146.2,24201.500000000004,0.04559279708980313,1,STOCK_DD,,2.0,5.0,False,False,True,STB
2021-07-08,2021-07-12,2021-07-13,31062.0,28742.4,-0.07467645354452379,5,SELL_V4,MA50,4.0,2.0,True,False,False,STB
2021-08-05,2021-08-05,2021-08-06,30661.2,30938.000000000004,0.009027696241504124,1,MARKET_DD,,5.0,1.0,False,True,False,STB
2021-11-04,2021-11-19,2021-11-22,27955.8,27944.000000000004,-0.00042209487834354853,18,MARKET_DD,,5.0,2.0,False,True,False,STB
2021-11-23,2021-11-26,2021-11-29,29007.9,30039.800000000003,0.03557306802629623,6,MARKET_DD,,5.0,2.0,False,True,False,STB
2021-12-29,2021-12-29,2021-12-30,30561.0,29540.800000000003,-0.03338241549687504,1,MARKET_DD,,7.0,3.0,False,True,True,STB
2022-01-13,2022-01-13,2022-01-14,35470.8,33732.4,-0.04900932598080676,1,MARKET_DD,,5.0,2.0,False,True,False,STB
