trades,win_rate,avg_ret,expectancy,median_ret,avg_win,avg_loss,profit_factor,max_drawdown,avg_hold_days,tail5,median_hold_bars,skipped_due_to_regime,symbol
1,0.0,-0.022784619440364473,-0.022784619440364473,-0.022784619440364473,,-0.022784619440364473,,0.0,39.0,-0.022784619440364473,29.0,0,MBS
2,0.0,-0.02855451787392782,-0.02855451787392782,-0.02855451787392782,,-0.02855451787392782,,-0.03923537540304001,54.5,-0.03816728965012879,37.5,2,VRE
1,0.0,-0.029127864145525817,-0.029127864145525817,-0.029127864145525817,,-0.029127864145525817,,0.0,34.0,-0.029127864145525817,24.0,0,HDG
2,0.0,-0.03593458153195106,-0.03593458153195106,-0.03593458153195106,,-0.03593458153195106,,-0.03835584283147109,59.0,-0.038113716701519085,43.0,0,DBC
1,0.0,-0.03620790763486481,-0.03620790763486481,-0.03620790763486481,,-0.03620790763486481,,0.0,49.0,-0.03620790763486481,35.0,0,EIB
2,0.0,-0.08490545527046212,-0.08490545527046212,-0.08490545527046212,,-0.08490545527046212,,-0.11949294182718895,35.0,-0.11603419317151627,25.0,1,HAH
2,0.0,-0.08587511990674584,-0.08587511990674584,-0.08587511990674584,,-0.08587511990674584,,-0.036926666620894055,56.0,-0.12992872786401247,39.0,1,CTG
1,0.0,-0.09645960069251402,-0.09645960069251402,-0.09645960069251402,,-0.09645960069251402,,0.0,28.0,-0.09645960069251402,20.0,0,HAG
1,0.0,-0.12849301397205548,-0.12849301397205548,-0.12849301397205548,,-0.12849301397205548,,0.0,29.0,-0.12849301397205548,21.0,1,EVF
1,0.0,-0.14425951590269226,-0.14425951590269226,-0.14425951590269226,,-0.14425951590269226,,0.0,61.0,-0.14425951590269226,41.0,0,CMG
2,0.0,-0.15084203228804832,-0.15084203228804832,-0.15084203228804832,,-0.15084203228804832,,-0.1420658011030429,25.5,-0.1587406403545532,18.5,1,VCB
4,0.0,-0.15369532818423218,-0.15369532818423218,-0.1307384992890263,,-0.15369532818423218,,-0.4097866049185559,27.75,-0.22341129471480656,20.0,0,VHM
1,0.0,-0.1556828870993644,-0.1556828870993644,-0.1556828870993644,,-0.1556828870993644,,0.0,29.0,-0.1556828870993644,21.0,5,KBC
0,,,,,,,,,,,,0,AAA
0,,,,,,,,,,,,0,ANV
0,,,,,,,,,,,,0,BAF
0,,,,,,,,,,,,1,BID
0,,,,,,,,,,,,0,BMP
0,,,,,,,,,,,,0,CEO
0,,,,,,,,,,,,0,CTI
0,,,,,,,,,,,,0,CTR
0,,,,,,,,,,,,0,DGW
0,,,,,,,,,,,,1,DXG
0,,,,,,,,,,,,0,E1VFVN30
0,,,,,,,,,,,,0,FCN
0,,,,,,,,,,,,0,FRT
0,,,,,,,,,,,,1,GAS
0,,,,,,,,,,,,0,GEE
0,,,,,,,,,,,,0,GEG
0,,,,,,,,,,,,0,GVR
0,,,,,,,,,,,,0,HHV
0,,,,,,,,,,,,0,HUT
0,,,,,,,,,,,,1,HVN
0,,,,,,,,,,,,0,IJC
0,,,,,,,,,,,,0,LDG
0,,,,,,,,,,,,1,LPB
0,,,,,,,,,,,,0,MSB
0,,,,,,,,,,,,0,NVL
0,,,,,,,,,,,,0,ORS
0,,,,,,,,,,,,0,PAN
0,,,,,,,,,,,,0,PHR
0,,,,,,,,,,,,0,POW
0,,,,,,,,,,,,1,QNS
0,,,,,,,,,,,,0,REE
0,,,,,,,,,,,,0,SAB
0,,,,,,,,,,,,1,SZC
0,,,,,,,,,,,,0,TCM
0,,,,,,,,,,,,2,TNG
0,,,,,,,,,,,,0,TPB
0,,,,,,,,,,,,1,VCG
0,,,,,,,,,,,,2,VGC
0,,,,,,,,,,,,0,VGI
0,,,,,,,,,,,,0,VGT
0,,,,,,,,,,,,0,VHC
0,,,,,,,,,,,,0,VIB
0,,,,,,,,,,,,6,VIC
0,,,,,,,,,,,,0,VPI
0,,,,,,,,,,,,0,VSC
0,,,,,,,,,,,,0,VTP
