version,trades,win_rate,avg_ret,median_ret,avg_win,avg_loss,profit_factor,expectancy,max_drawdown,avg_hold_days,median_hold_bars,tail5,cagr,trades_per_year,expectancy_r,pct_hit_1r,pct_hit_2r,payoff_ratio,loss_rate,top10_pct_pnl
W2_Institutional_Flow,654,0.2981651376146789,8.553969385205252e-05,-0.009095124140502231,0.058593661552906004,-0.02477085194561531,1.0049203025771019,8.553969385205252e-05,-0.9324599629897803,4.883076923076923,1.0,-0.06653644064268156,-0.1376035235791233,50.67320746711922,0.003738566770603293,0.03363914373088685,0.016819571865443424,2.365427789143024,0.7018348623853211,100.5091286023503
