version,trades,win_rate,avg_ret,median_ret,avg_win,avg_loss,profit_factor,expectancy,max_drawdown,avg_hold_days,median_hold_bars,tail5,cagr,trades_per_year,expectancy_r,pct_hit_1r,pct_hit_2r,payoff_ratio,loss_rate,top10_pct_pnl
M4,75,0.18666666666666668,-0.003614883750216591,-0.014374441260983972,0.081854969482027,-0.02323091563958397,0.8086804123418716,-0.003614883750216591,-0.5587416791845708,12.64864864864865,1.0,-0.05328257401094165,-0.03073878976684974,5.857119948685054,-0.049635290177582024,0.08,0.04,3.5235360823467263,0.8133333333333334,-4.191651655999649
