sector_code_l4,sector_name_l4,sector_p20,sector_code_l3,symbol,name,stock_p20,adv50_bn
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,IJC,CTCP Phát triển Hạ tầng Kỹ thuật,0.3395353417977571,26.56160942
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,NTL,CTCP Phát triển đô thị Từ Liêm,0.33202377194408894,8.8709438
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,DIG,Tổng CTCP Đầu tư Phát triển Xây dựng,0.31321757841412995,163.1367092
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,0.2971117649924009,2.1348242
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,0.27812151882363567,115.6989796
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,AAV,CTCP AAV Group,0.26924610328783893,5.861472
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,EVG,CTCP Tập đoàn Everland,0.2675863493096762,4.48210252
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,SZC,CTCP Sonadezi Châu Đức,0.26662278914393694,25.9837442
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,KBC,Tổng Công ty Phát triển Đô Thị Kinh Bắc - CTCP,0.2517125247043418,123.03365
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,QCG,CTCP Quốc Cường - Gia Lai,0.23686417541915028,6.5593573
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,PDR,CTCP Phát triển Bất động sản Phát Đạt,0.229790237122454,163.2249008
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,SCR,CTCP Địa ốc Sài Gòn Thương Tín,0.2263044675293378,13.87780866
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,0.21314854290411922,44.117785
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,TDC,CTCP Kinh doanh và Phát triển Bình Dương,0.20345007478204563,2.068322
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,DLG,CTCP Tập đoàn Đức Long Gia Lai,0.19259901619692202,4.49654794
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,VC3,CTCP Tập đoàn Nam Mê Kông,0.1905164405660814,31.6626584
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,HQC,CTCP Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,0.18012081118441564,8.55042656
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,0.17501899358043027,55.6018499
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,TAL,CTCP Đầu tư Bất động sản Taseco,0.17331698995017417,14.5590533
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,KOS,CTCP Kosy,0.17232977498832172,15.3347633
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,D2D,CTCP Phát triển Đô thị Công nghiệp Số 2,0.1722180548797217,2.5614436
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,LHG,CTCP Long Hậu,0.17121760579257286,2.4750142
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,NLG,CTCP Đầu tư Nam Long,0.15756655880724732,100.7638615
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,IDC,Tổng công ty IDICO - CTCP,0.14876210876673845,128.3345036
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,LDG,CTCP Đầu tư LDG,0.1360056555776208,3.62696732
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,PXL,CTCP Đầu tư khu công nghiệp Dầu khí Long Sơn,0.13512946131773346,2.131714
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,HDG,CTCP Tập đoàn Hà Đô,0.13471791710889375,79.7322592
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,ASM,CTCP Tập Đoàn Sao Mai,0.13156710544546268,2.28769934
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,SGR,Tổng CTCP Địa ốc Sài Gòn,0.08791307587781366,2.1107938
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,0.08579972653627219,5.3747547
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,FIT,CTCP Tập đoàn F.I.T,0.0808194211523833,2.23455686
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,TIG,CTCP Tập đoàn Đầu tư Thăng Long,0.07983934803134829,5.549816
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,KHG,CTCP Tập đoàn Khải Hoàn Land,0.06370865294729099,52.0284812
8633,Các công ty đầu cơ và phát triển bất động sản,0.2531222950414245,8630,DRH,CTCP DRH Holdings,0.056233003200184185,2.14556574
2737,Các thiết bị điện tử,0.2494334123804083,2730,GEX,CTCP Tập đoàn GELEX,0.29986296717531713,339.1354882
2737,Các thiết bị điện tử,0.2494334123804083,2730,GEE,CTCP Điện lực Gelex,0.13570582010542526,161.0701466
8777,Dịch vụ đầu tư,0.248658371104818,8770,PVI,CTCP PVI,0.11624625674477473,4.8435354
0577,Ống dẫn dầu khí,0.2298510771275712,0570,PVS,Tổng CTCP Dịch vụ Kỹ thuật Dầu khí Việt Nam,0.22414267747833533,354.482654
0577,Ống dẫn dầu khí,0.2298510771275712,0570,PVD,Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí,0.20775311909272187,247.7942709
0577,Ống dẫn dầu khí,0.2298510771275712,0570,PVC,Tổng Công ty Hóa chất và Dịch vụ dầu khí - CTCP,0.16376844585633998,57.048638
0577,Ống dẫn dầu khí,0.2298510771275712,0570,PVB,CTCP Bọc ống Dầu khí Việt Nam,0.08073125471978554,10.4786882
8575,Bảo hiểm nhân thọ,0.2264474106985836,8570,BVH,Tập đoàn Bảo Việt,0.3402975909932191,57.7710984
0533,Thăm dò và sản xuất dầu khí,0.2262535122926952,0530,OIL,Tổng Công ty Dầu Việt Nam - CTCP,0.24174294827784126,122.7779536
0533,Thăm dò và sản xuất dầu khí,0.2262535122926952,0530,BSR,CTCP Lọc - Hóa dầu Bình Sơn,0.21560238363701187,547.2452807
0533,Thăm dò và sản xuất dầu khí,0.2262535122926952,0530,PLX,Tập đoàn Xăng dầu Việt Nam,0.1219660843990204,299.8376628
1775,Khai khoáng chung,0.2239392258815514,1770,MSR,CTCP MaSan High - Tech Materials,0.38631123750753954,126.3002074
1775,Khai khoáng chung,0.2239392258815514,1770,PAT,CTCP Phốt Pho Apatit Việt Nam,0.3481176102480208,4.414136
1775,Khai khoáng chung,0.2239392258815514,1770,TVD,CTCP Than Vàng Danh - Vinacomin,0.3270388363253488,3.0512366
1775,Khai khoáng chung,0.2239392258815514,1770,NBC,CTCP Than núi Béo - Vinacomin,0.3160776251703661,2.8241606
1775,Khai khoáng chung,0.2239392258815514,1770,KSB,CTCP Khoáng sản và Xây dựng Bình Dương,0.18411717150242207,22.2208444
1775,Khai khoáng chung,0.2239392258815514,1770,AAH,CTCP Hợp Nhất,0.11743839849602883,2.9453948
1775,Khai khoáng chung,0.2239392258815514,1770,KSV,Tổng Công ty Khoáng sản TKV - CTCP,0.07319922691927301,7.1214054
2799,"Dịch vụ xử lý nước thải, rác thải",0.220944613349333,2790,TV1,CTCP Tư vấn Xây dựng Điện 1,0.328200721340412,4.7290298
2799,"Dịch vụ xử lý nước thải, rác thải",0.220944613349333,2790,TV2,CTCP Tư vấn Xây dựng Điện 2,0.2663921907859209,27.6026265
0587,Nhiên liệu thay thế,0.2209069094725227,0580,PPT,CTCP Petro Times,0.22525459173715434,3.2943702
1753,Nhôm,0.2197713549826401,1750,HSG,CTCP Tập đoàn Hoa Sen,0.3846671025647723,62.1134295
1753,Nhôm,0.2197713549826401,1750,HPG,CTCP Tập đoàn Hòa Phát,0.29015182945016865,1196.8598367
1753,Nhôm,0.2197713549826401,1750,SMC,CTCP Đầu tư Thương mại SMC,0.27687840373944306,4.2191598
1753,Nhôm,0.2197713549826401,1750,TVN,Tổng Công ty Thép Việt Nam - CTCP,0.1950120891647604,6.6803286
1753,Nhôm,0.2197713549826401,1750,NKG,CTCP Thép Nam Kim,0.1595677288628731,77.2291123
1753,Nhôm,0.2197713549826401,1750,VGS,CTCP Ống thép Việt - Đức VG PIPE,0.14392572030248088,12.3655018
1753,Nhôm,0.2197713549826401,1750,POM,CTCP Thép POMINA,0.1354514714919946,2.8401334
6535,Viễn thông cố định,0.2044920393908309,6530,VGI,Tổng CTCP Đầu tư Quốc tế Viettel,0.12815315633545196,87.9965052
6535,Viễn thông cố định,0.2044920393908309,6530,FOX,CTCP Viễn thông FPT,0.08085426628440852,27.2583868
7573,Phân phối khí đốt,0.1984445790694081,7570,BWE,CTCP - Tổng Công Ty Nước - Môi Trường Bình Dương,0.16497201319801608,10.0169609
7573,Phân phối khí đốt,0.1984445790694081,7570,PGC,Tổng Công ty Gas Petrolimex - CTCP,0.08775753174391913,2.8929169
7573,Phân phối khí đốt,0.1984445790694081,7570,GAS,Tổng Công ty khí Việt Nam - CTCP,0.028428142207160025,244.4342144
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,BFC,CTCP Phân bón Bình Điền,0.8388548528836592,19.1124146
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,BMP,CTCP Nhựa Bình Minh,0.6507076985188592,30.0040792
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,DRI,CTCP Đầu tư Cao su Đắk Lắk,0.551180912760856,16.0214876
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,PCH,CTCP Picomat Holding,0.47761538200629305,2.2868828
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,DCM,CTCP - Tổng Công ty Phân bón Dầu khí Cà Mau,0.47357088035766176,266.6737764
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,AAA,CTCP Nhựa An Phát Xanh,0.4243126963457068,8.72041828
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,0.33026320893234684,177.6800513
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,0.31848604682640147,23.3796166
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,DPR,CTCP Cao su Đồng Phú,0.26633901926211384,30.649916
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,DGC,CTCP Tập đoàn Hóa chất Đức Giang,0.2504044279273007,338.5150568
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,TRC,CTCP Cao su Tây Ninh,0.2442366552909072,4.5464548
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,CSV,CTCP Hóa chất Cơ bản miền Nam,0.24030666385462862,29.2806728
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,PHR,CTCP Cao su Phước Hòa,0.23296112880517367,25.0782492
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,DDV,CTCP DAP - VINACHEM,0.22525682065917912,55.7188802
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,TDP,CTCP Thuận Đức,0.184673682851348,8.6066337
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,0.18072142177931622,296.5872816
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,0.1519210508459255,18.2603832
1357,Hóa chất chuyên dụng - Phân bón,0.1983126409076305,1350,LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,0.059123973063094956,22.1874082
9533,Dịch vụ điện toán,0.1975405920525544,9530,ELC,CTCP Công nghệ - Viễn thông ELCOM,0.21191506417287845,14.4599498
9533,Dịch vụ điện toán,0.1975405920525544,9530,FPT,CTCP FPT,0.18722184821735016,1004.0070904
9533,Dịch vụ điện toán,0.1975405920525544,9530,CMG,CTCP Tập đoàn Công nghệ CMC,0.04076512729455799,10.5435532
7537,Sản xuất và cung cấp điện bằng năng lượng thay thế,0.1925193956981022,7530,REE,CTCP Cơ điện lạnh,0.14792040638158588,85.0623228
7537,Sản xuất và cung cấp điện bằng năng lượng thay thế,0.1925193956981022,7530,QTP,CTCP Nhiệt điện Quảng Ninh,0.13664784085676915,12.38161
7537,Sản xuất và cung cấp điện bằng năng lượng thay thế,0.1925193956981022,7530,PPC,CTCP Nhiệt điện Phả Lại,0.1206165806082933,6.6506106
7537,Sản xuất và cung cấp điện bằng năng lượng thay thế,0.1925193956981022,7530,GEG,CTCP Điện Gia Lai,0.10768902778354458,28.0102345
7537,Sản xuất và cung cấp điện bằng năng lượng thay thế,0.1925193956981022,7530,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,0.10343259764584037,237.2731205
7537,Sản xuất và cung cấp điện bằng năng lượng thay thế,0.1925193956981022,7530,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,0.09155341444859308,7.7324317
7537,Sản xuất và cung cấp điện bằng năng lượng thay thế,0.1925193956981022,7530,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,0.07615947973670018,33.0497602
3767,Sản phẩm cá nhân,0.187341278729379,3760,MSH,CTCP May Sông Hồng,0.4706758887768449,17.4036008
3767,Sản phẩm cá nhân,0.187341278729379,3760,TNG,CTCP Đầu tư và Thương mại TNG,0.3611084451133727,56.5521892
3767,Sản phẩm cá nhân,0.187341278729379,3760,PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,0.15767691674307133,170.646296
3767,Sản phẩm cá nhân,0.187341278729379,3760,GIL,CTCP Sản xuất kinh doanh Xuất nhập khẩu Bình Thạnh,0.1268412660045473,4.032709
3767,Sản phẩm cá nhân,0.187341278729379,3760,VGT,Tập đoàn Dệt may Việt Nam,0.10517169688682015,26.0386222
3767,Sản phẩm cá nhân,0.187341278729379,3760,TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,0.0822697068468349,31.2600178
2771,Dịch vụ bưu chính,0.1869409223228344,2770,DXP,CTCP Cảng Đoạn Xá,0.6887394916660201,8.1160378
2771,Dịch vụ bưu chính,0.1869409223228344,2770,PVP,CTCP Vận tải Dầu khí Thái Bình Dương,0.6417465958270989,17.426085
2771,Dịch vụ bưu chính,0.1869409223228344,2770,TCO,CTCP Janus Group,0.5760101307678935,5.59752786
2771,Dịch vụ bưu chính,0.1869409223228344,2770,TOS,CTCP Dịch vụ biển Tân Cảng,0.5384402504880119,7.2477488
2771,Dịch vụ bưu chính,0.1869409223228344,2770,PVT,Tổng CTCP Vận tải Dầu khí,0.4367944060364746,264.6718606
2771,Dịch vụ bưu chính,0.1869409223228344,2770,VTO,CTCP Vận tải Xăng dầu Vitaco,0.3428800452031343,5.7455276
2771,Dịch vụ bưu chính,0.1869409223228344,2770,ILS,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,0.2745457459714387,2.286764
2771,Dịch vụ bưu chính,0.1869409223228344,2770,VVS,CTCP Đầu tư phát triển máy Việt Nam,0.25139347170944376,29.2917044
2771,Dịch vụ bưu chính,0.1869409223228344,2770,PHP,CTCP Cảng Hải Phòng,0.2409034145161895,7.5290582
2771,Dịch vụ bưu chính,0.1869409223228344,2770,GMD,CTCP Gemadept,0.22611107780818052,164.9133402
2771,Dịch vụ bưu chính,0.1869409223228344,2770,HAH,CTCP Vận tải và Xếp dỡ Hải An,0.20678454652881273,134.5716868
2771,Dịch vụ bưu chính,0.1869409223228344,2770,SGP,CTCP Cảng Sài Gòn,0.19442451093776314,2.993492
2771,Dịch vụ bưu chính,0.1869409223228344,2770,ACV,Tổng Công ty Cảng hàng không Việt Nam - CTCP,0.16392793751768275,58.0257082
2771,Dịch vụ bưu chính,0.1869409223228344,2770,GSP,CTCP Vận tải Sản phẩm khí Quốc tế,0.1607791718159469,2.4250672
2771,Dịch vụ bưu chính,0.1869409223228344,2770,VIP,CTCP Vận tải Xăng dầu VIPCO,0.15161531229957947,4.0390377
2771,Dịch vụ bưu chính,0.1869409223228344,2770,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,0.12995124872817426,13.5644674
2771,Dịch vụ bưu chính,0.1869409223228344,2770,VOS,CTCP Vận tải Biển Việt Nam,0.12140980261980999,34.1333894
2771,Dịch vụ bưu chính,0.1869409223228344,2770,VSC,CTCP Container Việt Nam,0.1079037199925525,202.1068724
2771,Dịch vụ bưu chính,0.1869409223228344,2770,VTP,Tổng CTCP Bưu chính Viettel,0.08438220176083305,47.199827
3535,Chưng cất và bán rượu,0.1827058559640512,3530,NAF,CTCP Nafoods Group,0.4647285060512987,35.4506878
3535,Chưng cất và bán rượu,0.1827058559640512,3530,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,0.24087462407713273,40.6853109
1733,"Trồng rừng, khai thác gỗ và kinh doanh lâm sản",0.1527883996743029,1730,MZG,CTCP MiZa,0.3956858510143073,7.2374686
1733,"Trồng rừng, khai thác gỗ và kinh doanh lâm sản",0.1527883996743029,1730,HHP,CTCP HHP Global,0.2990649175600746,14.4361961
1733,"Trồng rừng, khai thác gỗ và kinh doanh lâm sản",0.1527883996743029,1730,DHC,CTCP Đông Hải Bến Tre,0.25052203276848806,17.8850858
5755,Dịch vụ giải trí,0.1511620653360275,5750,HVN,Tổng Công ty Hàng không Việt Nam - CTCP,0.41223017738669543,34.2155311
5755,Dịch vụ giải trí,0.1511620653360275,5750,VJC,CTCP Hàng không VIETJET,0.33628495646119577,216.8693334
5755,Dịch vụ giải trí,0.1511620653360275,5750,YEG,CTCP Tập đoàn Yeah1,0.05686339199705565,14.38625456
