n,hit_rate,avg_ret20,median_ret20,avg_mdd20,median_mdd20,payoff_ratio,avg_picks_per_trading_day,turnover_proxy,score_name,coverage_vs_baseline,monthly_win_rate_vs_baseline
14700,0.22346938775510203,0.008791383533238085,-0.0012685176258877,-0.07917547089897004,-0.0547824192845732,1.2546919244073693,20.0,0.2678474114441417,B0_baseline_p20,1.0,0.0
14700,0.23523809523809525,0.00832283782453198,-0.004662029993479651,-0.08528959228035245,-0.06200190398476805,1.2621646336860957,20.0,0.23385558583106267,B1_p_now_only,1.0,0.6190476190476191
14060,0.1895448079658606,0.0011507999782160595,-0.0033785326211021004,-0.07223702643419869,-0.0492582623759303,1.1536946233802885,20.0,0.3131766381766382,B2_p_hist_only,1.0,0.19047619047619047
14680,0.22336512261580382,0.008703753497242324,-0.00110329198473275,-0.07907332269707176,-0.0545454545454545,1.2467954818859068,20.0,0.2343792633015007,E1_p20_persistence,1.0,0.2857142857142857
14680,0.21485013623978202,0.0061576748712386,-0.0034306225726727,-0.07709982898055955,-0.053851752323368,1.2286759499537176,20.0,0.49113233287858116,E2_p20_accel,1.0,0.23809523809523808
13720,0.20524781341107873,0.0014670903107558328,-0.005340463458110499,-0.07695004941408098,-0.0532150776053215,1.1707782960110193,20.0,0.29766423357664235,E3_p20_extension_penalty,1.0,0.2857142857142857
13720,0.20233236151603498,0.0017064309030958807,-0.00468019859813075,-0.07529023088185996,-0.0522820707822195,1.160098046455488,20.0,0.4202919708029197,F1_baseline_plus_fixed,1.0,0.19047619047619047
