date,symbol,name,exchange,icbCode,industryCode,lead_prob_20d,lead_prob_from_current_action,lead_prob_from_historical_analogs,expected_return_20d_from_analogs,expected_drawdown_20d_from_analogs,close_vs_ma20,close_vs_ma50,dist_to_52w_high,rs20,rs60,vol_thrust20,accum20,median_traded_value_20d
2026-04-29,HTT,CTCP Thương mại Hà Tây,UPCOM,35101010,8630,0.7818553098546057,0.7818553098546057,,,,0.12676056338028174,0.11888111888111896,-0.11111111111111105,0.12350672099013393,-0.0128926522807975,,2.0,0.0
2026-04-29,VIC,Tập đoàn Vingroup - CTCP,HSX,35101010,8630,0.7093994660198221,0.9687989320396442,0.45,0.0867654578500429,-0.08969786624472334,0.22324159021406742,0.34799753077087825,-0.23269989243456435,0.47792267540608835,0.40432589076556,1.410477049460059,1.0,647650795.0
2026-04-29,VHM,CTCP Vinhomes,HSX,35101010,8630,0.660568068073962,0.9711361361479239,0.35,0.06332436778716204,-0.05825866333113985,0.10547436965245716,0.28752336943102064,-0.0635022450288647,0.31021321837624294,0.30717968044976307,1.1926196995675205,3.0,807695920.0
2026-04-29,FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,HSX,35101010,8630,0.5805317364836375,0.8110634729672751,0.35,0.05462947651184398,-0.04129630020103209,0.059751972942502674,0.06058896536161562,-0.06467661691542292,-0.023689022747396704,0.15480921107323975,6.0,1.0,3530.0
2026-04-29,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,HSX,35101010,8630,0.5647016991678253,0.9794033983356506,0.15,-0.049306935125411636,-0.108799386912753,0.2058823529411764,0.427179058758006,-0.023809523809523836,0.3415007411042952,0.7853529617542903,0.9358229649359653,3.0,477493825.0
2026-04-29,PXA,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,UPCOM,35101010,8630,0.5566342464038173,0.5566342464038173,,,,0.040462427745664886,0.0714285714285714,-0.18181818181818188,0.017737490220903096,-0.0128926522807975,,1.0,0.0
2026-04-29,LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,HSX,35101010,8630,0.5351154176953504,0.8202308353907009,0.25,0.03359504734578524,-0.06016094081823078,0.11594074336911198,0.12305384945007858,-0.06952662721893488,0.16344456092797377,-0.026999235352897832,0.9617067833698031,3.0,549283.0
2026-04-29,KSF,CTCP Tập đoàn Sunshine,HNX,35101015,8630,0.5280301984049285,0.8060603968098569,0.25,0.05916009038460139,-0.01823429758521043,0.04801503673748364,0.10800655169091411,-0.0944881889763779,0.016058613542026423,0.27382063443248916,1.0141643059490084,2.0,2949375.0
2026-04-29,PVR,CTCP Đầu tư PVR Hà Nội,UPCOM,35101015,8630,0.5202411609509973,0.5202411609509973,,,,0.08910891089108919,0.005484460694698434,-0.15384615384615385,-0.007262509779096815,-0.0128926522807975,,0.0,0.0
2026-04-29,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,HSX,35101015,8630,0.5078182098676898,0.6156364197353795,0.4,0.10991870903471009,-0.02511480868155518,0.06155870741336433,0.1343749999999999,-0.32902033271719044,-0.0641590615032348,0.23025803265070932,1.176060508638048,0.0,197955500.0
2026-04-29,NRC,CTCP Tập đoàn NRC,HNX,35101010,8630,0.4969515449669557,0.6939030899339115,0.3,-0.006710470987543959,-0.09333130234169869,0.06796116504854366,0.10441767068273089,-0.1428571428571429,0.011381558017513171,0.12503838220196117,0.45845897222044013,4.0,9609930.0
2026-04-29,LSG,CTCP Bất động sản Sài Gòn Vi Na,UPCOM,35101015,8630,0.4826220568930977,0.5652441137861953,0.4,0.13321602069140845,-0.043366499029295694,0.023188405797101463,0.011925237931429855,-0.11750000000000005,-0.06596457467585215,0.05680431741617209,1.4477611940298507,2.0,928000.0
2026-04-29,EFI,CTCP Đầu tư Tài chính Giáo dục,UPCOM,35101010,8630,0.4803676632973045,0.960735326594609,0.0,-0.07490805783768675,-0.1453786490073034,0.2571428571428571,0.5306122448979591,-0.2142857142857144,0.6295795954840611,0.5585359191477737,0.298989898989899,2.0,70130.0
2026-04-29,TDH,CTCP Phát triển Nhà Thủ Đức,HSX,35101010,8630,0.47731186481583143,0.9046237296316628,0.05,0.01580883947380975,-0.09448078873205124,0.16552526166171333,0.19085340092944647,-0.22905982905982902,0.08585918334259612,0.10068759463278276,9.101123595505618,5.0,167151.0
2026-04-29,D11,CTCP Địa ốc 11,HNX,35101010,8630,0.46628032709340717,0.6325606541868143,0.3,0.07173028218688876,-0.06551203663071106,0.06835672249886837,0.08836008116583671,-0.09923664122137399,-0.004458771461339772,0.12172273233458708,0.3333333333333333,0.0,3150.0
2026-04-29,STL,CTCP Sông Đà - Thăng Long,UPCOM,35101010,8630,0.45983433192696344,0.45983433192696344,,,,0.0,0.0,0.0,-0.1072625097790969,-0.0128926522807975,,0.0,0.0
