test_month,base_n,base_hit_rate,base_avg_ret20,v22_n,v22_hit_rate,v22_avg_ret20,cfg_w_sum,cfg_w_accel,cfg_w_vw,cfg_w_crowd,cfg_w_pen_ma,cfg_w_pen_slope,cfg_w_pen_breadth,cfg_w_pen_dist,cfg_min_breadth60,cfg_min_breadth_top20,cfg_dist_soft_cap
2023-10,440,0.10454545454545454,-0.034284524191566516,440,0.10909090909090909,-0.033283500384222744,1.7870252674193865,1.4811347929403325,1.351019042292634,0.23331522934007987,1.9367123914894464,1.6356747820952056,1.861906810110703,1.1917348482091417,0.22075046989543126,0.4580664505841431,7.3303939749557845
2023-11,440,0.175,0.025128129847426548,440,0.2,0.02451324833930534,1.3405250522213967,1.4113979485110986,0.7608007556333869,0.127769467059264,0.5061037316683963,1.7745265927560325,1.9372981535604539,0.3188539217005605,0.1566967806441367,0.6147392855698725,3.8726941786472917
2023-12,420,0.10238095238095238,0.014804266419028957,420,0.12380952380952381,0.013129245563452014,1.9814282511382477,0.3258944062470559,1.1312683620192197,0.11016673986563175,1.3250742821702808,1.977724632140237,1.5943187493974034,1.1253412189671306,0.13411099230140866,0.5211089904704054,5.147268106659881
2024-01,440,0.30227272727272725,0.030253272321800743,440,0.29318181818181815,0.03525348592636488,1.9384575759367957,0.4854536939393302,0.47439287940473734,0.14996314052732804,0.7525030158900032,0.4119405560539955,0.4717543845495663,0.34911151730165113,0.1664485629937999,0.6347469954294549,4.959540448817813
2024-02,320,0.36875,0.06505149463121615,320,0.346875,0.06091219619072252,1.8568022303669263,0.6940220132836421,0.45037642101499126,1.0406654848038939,1.4846553559433022,0.8705793509151758,1.665348252440938,1.0389893270508823,0.20250647793258078,0.5421585110737692,4.710643437964474
2024-03,420,0.0880952380952381,-0.05604988139998865,420,0.18095238095238095,-0.006617685975781397,1.8482659204806722,0.4387383607896401,0.5480750102037929,0.8521344777694315,0.612409426939428,0.4039521192547065,0.6175092736224492,1.1417274484779714,0.18454041906745464,0.4648354889873455,6.946384125252155
2024-04,380,0.3078947368421053,0.05982697207228744,380,0.3236842105263158,0.06280637801565402,1.9182401159648048,0.33751870881600354,0.4384865237290765,1.0663631820438801,0.48881593141433066,1.3464680835527836,1.9591115319664942,0.27009159730938315,0.2266266011045618,0.6230538318955642,7.395576333931389
2024-05,440,0.3568181818181818,0.07059027420328293,440,0.3409090909090909,0.07326115330247689,1.8856684221966962,0.39595490982497705,0.5445608576704313,0.7647494965383015,0.5663121885778097,1.0780331773146925,1.3962642117316397,1.12741292014854,0.23919846656347407,0.6434839989810356,5.7352614302642735
2024-06,400,0.2125,-0.037522964603149606,400,0.1375,-0.03695769438042075,1.8011038459444235,0.6561945344646432,0.5299375798414385,0.8460275725868467,0.43647396640545255,0.4940562816751968,1.9608925403969644,0.6781403353168335,0.038663116338388176,0.6819112386960274,4.805304913739406
2024-07,460,0.09130434782608696,-0.06889583768909546,460,0.06739130434782609,-0.09195508548659186,1.3913532945138058,0.26971913013523025,0.5955157395900076,0.2791424851412616,0.7553251402044399,1.1284080648960335,0.7964326256558115,0.9714317073942097,0.10254262994952923,0.4300139481987656,4.215128254531367
