test_month,base_n,base_hit_rate,base_avg_ret20,v22_n,v22_hit_rate,v22_avg_ret20,cfg_w_sum,cfg_w_accel,cfg_w_vw,cfg_w_crowd,cfg_w_pen_ma,cfg_w_pen_slope,cfg_w_pen_breadth,cfg_w_pen_dist,cfg_min_breadth60,cfg_min_breadth_top20,cfg_dist_soft_cap
2024-08,440,0.13863636363636364,0.08673959613636215,440,0.1159090909090909,0.019960786456041185,1.4693446794064726,0.23177692721317994,0.5231931362060955,0.6159753689209203,1.6430939770952009,1.2381754996980427,1.315269346036569,0.20211809291563593,0.11127329129776493,0.4813827716705461,3.2185523570240813
2024-09,380,0.09736842105263158,-0.02606302505459408,380,0.07894736842105263,-0.028066736044200437,1.533238660513651,0.4729804202461636,0.5933012920713676,0.2279734300484873,1.4039861443786446,0.563220884273635,0.5099026882958944,1.003780931757486,0.08672358232757864,0.6110962434108439,3.5677132156443827
2024-10,460,0.22826086956521738,0.023822078252522663,460,0.1565217391304348,-0.0013952267355082626,1.8637120832681178,0.9327743772803816,0.6293836983534793,0.20644928498233678,0.9041847930409612,1.2987469384638994,1.0665246255815986,1.1741573398356557,0.12013175311001255,0.4248224163922825,5.6631660294188055
2024-11,420,0.3357142857142857,0.05203893056122313,420,0.29523809523809524,0.038490755676388495,1.633007342386969,1.341254038388168,0.4789615741061406,0.1069981090087355,0.5050617805276005,0.5129020176969905,0.8534983663739126,0.6640094927491427,0.17340613791159964,0.6823761437453292,6.927874171055935
2024-12,440,0.16590909090909092,0.009433523265133099,440,0.1590909090909091,0.010524515334146448,1.6366976311827688,0.8727868767288816,0.450676250486275,0.25117147866470024,1.3870221617326643,0.6280371882942417,1.967918412977434,1.1314449111848104,0.14581740929097486,0.49803031355212096,3.526490328390657
2025-01,340,0.3088235294117647,0.06239031319002925,340,0.29411764705882354,0.05814917906963878,1.7711128921191823,1.0905753289021085,0.6897220023353088,0.1409101674035241,0.8916270548835119,1.6359384448518293,0.6689456369718899,0.5008755743558259,0.1448826328887349,0.5567128093905023,4.5824870407170355
2025-02,400,0.21,-0.0050904311803729296,400,0.135,-0.02303776004823983,1.9535864529880551,0.4024900545233032,0.7004474583911227,0.17817431763582467,0.39482243612095597,1.5964758726382544,1.0247918137104186,1.119654957391901,0.1741512029158159,0.4834664368804875,6.509735167886915
2025-03,420,0.06428571428571428,-0.08296599812615477,420,0.06190476190476191,-0.09918213850176745,1.9659696410114103,0.39480406660002576,0.5102777789474426,0.24648859343924723,1.2439329809729613,1.4013407861881235,0.3550044211179461,0.1384416119000457,0.23214487067414635,0.5354366369001249,7.340220016370555
2025-04,400,0.41,0.07837311989426328,400,0.4425,0.07694930563619445,1.7893283155348596,0.8418735506597121,0.4407140973221614,0.19798156058417707,1.1505145681701376,0.43039374202120667,1.9089832063032617,1.136831657420779,0.22762201584343358,0.4851776998849242,6.990108814628588
2025-05,400,0.265,0.02932366771472236,400,0.295,0.03263010417388297,1.784858132225044,0.3087209946882311,0.7191560691678593,0.15362466942265535,0.37669164176710623,0.54714795390578,1.1040096485638675,0.9209771811522697,0.03281198259264099,0.6212925770815897,5.956487033181894
2025-06,420,0.3047619047619048,0.036214177723333754,420,0.3476190476190476,0.05187966077986338,1.6603601550251648,0.588621135529984,0.4242642159620512,0.2075913263469478,0.4219270665528963,1.1152875777366957,0.9172461225630621,0.16261428562382563,0.07998462944618873,0.5591665830481343,6.761407685028246
2025-07,460,0.41956521739130437,0.1035279836277095,460,0.4608695652173913,0.08543635706103489,1.983107597922956,0.38289351521132553,0.42199956275362677,0.137972012242039,1.7441460058987215,1.0926116192040987,1.0204840807812858,1.131988474482474,0.14323457508254117,0.6608129492046487,6.216740031095641
2025-08,420,0.1976190476190476,-0.0007220983380691115,420,0.1880952380952381,-0.010948495653719671,1.4315590724396705,0.7774057414865916,1.3111390943903751,0.12665607370010862,1.734347849229527,1.582811736772172,1.0797876870053589,0.22018034365050126,0.12433678466430269,0.48100423745413484,4.263461148874525
2025-09,400,0.16,-0.03159904304632343,400,0.1775,-0.020487794686943915,1.7962661485087337,0.5202390250470746,0.49883748757276086,0.23366197067104205,1.543643231973846,0.8529946193652658,1.1560000789647233,0.2746948089685343,0.23141441717429034,0.44567087825105206,6.5316057725916
2025-10,460,0.15217391304347827,-0.04615356661916688,460,0.13260869565217392,-0.04605999035543225,1.4946176027241567,0.3978678405489975,0.7245820490680122,0.17043671323138918,1.9745903725406975,1.1937582556588051,0.6445212296988063,0.9696472518562401,0.15718615917085121,0.617431509479808,7.559265432370902
2025-11,400,0.15,-0.018666444282855597,400,0.185,0.00215567605775545,1.6460613243338658,0.6788852174062471,0.5477193914945757,0.19792886710402627,0.7466407823296548,1.0497472431053163,1.9852773322518764,0.932174569930103,0.08342166369841186,0.5044411437417919,7.929314430212721
2025-12,460,0.1282608695652174,-0.0418530280953873,460,0.12608695652173912,-0.03225923348813622,1.8547582333230146,0.2953186411233532,0.5123524699453386,0.2745439217432725,0.505466103120689,1.165911457813635,0.5430774415421827,1.1284538877952217,0.24214051032988118,0.45597402522813824,3.7263223913129253
2026-01,400,0.2925,0.037706968137381176,400,0.24,0.02815485011643612,1.9758648187328602,0.9313076789597936,0.6496504265882046,0.22480397097942226,1.7182172255864947,1.0569447055432606,0.4014772718941964,0.4105877320827024,0.0959078270654904,0.4591421530904983,6.279526782719627
2026-02,300,0.13666666666666666,-0.04204000172894216,300,0.18,-0.033510848978191246,1.8131154917540153,0.33069250453897947,0.41302710683850813,0.23708043231071832,1.8955509587727675,1.3295210248980678,0.9627760789741322,0.2718044935512115,0.23330730468300995,0.6605358591509621,4.022614746295657
2026-03,440,0.16363636363636364,-0.029669566473893526,440,0.1590909090909091,-0.036065657381836466,1.9547415721717056,0.31436176646564495,0.42843684203204363,0.6712174001283759,1.7995895222711145,0.9912818935497194,1.412742561238318,0.4525869113941271,0.04741187953851264,0.5044739087208203,6.915326250553427
