symbol,date,stock_p20,adv50_vnd,label_wave_20d
ANV,2025-07-04,0.5863023513698513,42454069800.0,0.0
ANV,2025-07-22,0.6955009913182634,63189866600.0,1.0
ANV,2025-07-23,0.6746102137330422,64742472600.0,1.0
ANV,2025-07-25,0.7180692930454484,70724285800.0,0.0
APG,2025-03-21,0.5773823420263148,4706204120.0,0.0
APG,2025-03-24,0.596585582279486,4734288660.0,0.0
APG,2025-03-25,0.5819031082109495,4771511560.0,0.0
APG,2025-03-26,0.6030804069978685,4719363860.0,0.0
APG,2025-03-27,0.56972264742376,4751455560.0,0.0
APG,2025-03-31,0.5485432544600388,4506223140.0,0.0
APG,2025-05-06,0.652077945634845,5868737240.0,0.0
APG,2025-05-07,0.7615267328265751,5881236300.0,1.0
APG,2025-05-08,0.8163067237843125,5907803900.0,0.0
APG,2025-05-09,0.7939197958667462,5833858460.0,0.0
APG,2025-05-12,0.7690824262489581,5822966480.0,0.0
APG,2025-05-13,0.7948192501304194,5860799200.0,0.0
APG,2025-05-14,0.7764470095903453,5879956020.0,0.0
APG,2025-05-15,0.7932409197936561,5880123620.0,0.0
APG,2025-05-16,0.9048952947820892,6403332220.0,0.0
APG,2025-05-19,0.8084644423979682,6539945220.0,0.0
APG,2025-05-20,0.6757633431156324,6932492260.0,0.0
APG,2025-05-21,0.6728751843590817,7047648020.0,0.0
APG,2025-05-22,0.6205582494251167,7109626760.0,0.0
APG,2025-06-20,0.578348067488422,10095204980.0,0.0
APG,2025-06-24,0.55733686698735,10473408220.0,0.0
APG,2025-06-27,0.6778314660830845,10531809100.0,0.0
APG,2025-06-30,0.6731272454896926,10968964100.0,0.0
API,2025-05-14,0.6524072839613494,2732804200.0,0.0
API,2025-05-15,0.7003687148170976,2942295800.0,0.0
API,2025-05-16,0.7247046323337125,3063470600.0,0.0
API,2025-05-19,0.6228480849697281,3160899000.0,0.0
API,2025-05-22,0.6235151911192607,3561125600.0,0.0
API,2025-05-23,0.5956497115564252,3623272600.0,0.0
API,2025-05-27,0.6001076822192262,3828814600.0,0.0
API,2025-05-29,0.6053650738793337,3973354400.0,0.0
API,2025-05-30,0.5788424517583151,3992973800.0,0.0
API,2025-06-02,0.6662457906510814,4144865000.0,0.0
API,2025-07-11,0.6267916263745938,5794860600.0,1.0
API,2025-07-14,0.6943791989038923,6149711000.0,0.0
API,2025-07-15,0.7856269822520108,6389746400.0,1.0
API,2025-07-16,0.6585384414085265,6671807600.0,0.0
API,2025-07-17,0.708360833861277,6900293600.0,0.0
API,2025-07-18,0.7081713894246203,7159042600.0,0.0
API,2025-07-28,0.7376941121778163,7285628800.0,0.0
API,2025-07-31,0.7939130674682464,8240617200.0,0.0
APS,2025-07-01,0.6084318820163387,3640943000.0,1.0
APS,2025-07-09,0.6499780136202264,4459373600.0,1.0
APS,2025-07-14,0.7670817390961329,5087578800.0,1.0
APS,2025-07-15,0.6463729028907313,5835930200.0,1.0
APS,2025-07-16,0.7468332717883106,6407830200.0,1.0
APS,2025-07-17,0.7469236986358284,7380518200.0,0.0
APS,2025-07-18,0.7713895993602014,7972619600.0,0.0
APS,2025-07-22,0.7182985060583523,8846825800.0,1.0
APS,2025-07-23,0.6622043984888095,9055817800.0,1.0
APS,2025-07-24,0.7394718766613237,9355429400.0,1.0
APS,2025-07-25,0.8460246110546511,10378658000.0,0.0
APS,2025-07-28,0.7442757049242817,10805345200.0,0.0
APS,2025-07-29,0.7462104941614511,12462930800.0,0.0
BAF,2025-03-14,0.6114117929535541,104588568600.0,0.0
BAF,2025-03-17,0.7862628359304886,100813638700.0,0.0
BAF,2025-03-18,0.7160248762249204,100444828700.0,0.0
BAF,2025-03-19,0.8117107354420501,98554628700.0,0.0
BAF,2025-03-20,0.6962275073138116,100517778300.0,0.0
BAF,2025-03-21,0.687164967204929,99176728800.0,0.0
BAF,2025-03-24,0.6119498644281092,99188021000.0,0.0
BAF,2025-03-25,0.6302558523749404,100083800800.0,0.0
BAF,2025-03-26,0.6864498973527142,100861428600.0,0.0
BAF,2025-04-09,0.4376109744600702,116564775000.0,1.0
BAF,2025-04-11,0.5503103673998264,117829246400.0,1.0
BAF,2025-04-17,0.5550310605616067,119247685800.0,1.0
BAF,2025-04-18,0.5652467128420484,121069856900.0,1.0
BAF,2025-04-29,0.5787056163821915,125122476400.0,0.0
BAF,2025-05-20,0.6148145097698612,129942533800.0,0.0
BCM,2025-03-10,0.6866123818970197,28249632600.0,0.0
BCM,2025-03-11,0.6370531574875222,28854908200.0,0.0
BCM,2025-03-12,0.6490597609664848,29995806800.0,0.0
BCM,2025-03-14,0.5967880810117624,30774237600.0,0.0
BCM,2025-03-17,0.6427508415706498,32577374400.0,0.0
BCM,2025-03-18,0.6282938888898351,33458776400.0,0.0
BCM,2025-03-19,0.63148226961774,33910272600.0,0.0
BCM,2025-03-20,0.5929717522119842,35081510400.0,0.0
BCM,2025-07-02,0.5944094666667872,34101815000.0,0.0
BFC,2025-04-15,0.5851822703995339,22348362100.0,1.0
BFC,2025-05-05,0.6762750387361193,21401885700.0,1.0
BFC,2025-05-06,0.6232025078642986,22174446100.0,1.0
BFC,2025-05-13,0.5990920830525082,23434236100.0,0.0
BFC,2025-05-22,0.5588754943808898,27399447400.0,0.0
BFC,2025-05-26,0.6234754018772133,29099115700.0,0.0
BFC,2025-06-13,0.615545968163098,39792934900.0,0.0
BIC,2025-04-16,0.5425917313351468,2546329400.0,0.0
BIC,2025-04-18,0.5702795550534123,2492164100.0,0.0
BIC,2025-04-21,0.6483614467400856,2424760700.0,0.0
BIC,2025-04-22,0.6384836853202178,2389804700.0,0.0
BIC,2025-04-23,0.5846422734417216,2344204200.0,0.0
BIC,2025-04-24,0.5896443152911052,2212362500.0,0.0
BIC,2025-04-25,0.5991710867603661,2172437700.0,0.0
BIC,2025-04-28,0.6458482495564143,2146205500.0,0.0
BIC,2025-04-29,0.5546112630756043,2060840400.0,0.0
BIC,2025-06-09,0.5916275775571432,2069643200.0,0.0
BIC,2025-06-10,0.6011814066890455,2086985600.0,0.0
BIC,2025-06-12,0.58098757936354,2172410800.0,0.0
BKC,2025-03-06,0.6560631147385018,2028803800.0,0.0
BKC,2025-03-07,0.7128446022566055,2102044000.0,1.0
BKC,2025-03-10,0.6463602663258153,2148042600.0,0.0
BKC,2025-03-11,0.6826656670059769,2284691000.0,0.0
BKC,2025-03-12,0.6590330248219538,2429006600.0,0.0
BKC,2025-03-13,0.6560280174586541,2492204000.0,0.0
BKC,2025-03-14,0.6892109094882657,2509079200.0,0.0
BKC,2025-03-17,0.6627020544867976,2557423200.0,0.0
BKC,2025-03-18,0.7177488173912699,2657053200.0,0.0
BKC,2025-03-19,0.5627010186112849,2717095200.0,0.0
BKC,2025-04-02,0.7926936469599866,3258594200.0,0.0
BKC,2025-04-03,0.7358250976885976,3509735400.0,0.0
BKC,2025-04-04,0.6404831166967384,3688474600.0,0.0
BKC,2025-04-08,0.7276882230182032,3715287400.0,0.0
BKC,2025-04-09,0.6234666957643871,3702296600.0,0.0
BKC,2025-04-10,0.7000092555523769,3891524600.0,0.0
BKC,2025-04-11,0.7246182318162215,4036146400.0,0.0
BKC,2025-04-14,0.6707262899773356,4079937400.0,0.0
BKC,2025-04-15,0.5681159598756917,4170522800.0,0.0
BKC,2025-04-17,0.5664651841899173,4189027800.0,0.0
BMI,2025-04-29,0.6787082573872365,3718134100.0,0.0
BMI,2025-05-05,0.6505626739006778,3610439600.0,0.0
BMI,2025-05-06,0.5949545515512819,3617761800.0,0.0
BMP,2025-04-10,0.559508827819428,26183016400.0,1.0
BMP,2025-04-11,0.5703000492484478,26359562000.0,1.0
BMP,2025-04-14,0.6029003746418513,26130016400.0,1.0
BMP,2025-04-15,0.542545908926698,26461086400.0,1.0
BMP,2025-04-16,0.7459780703134673,27585436800.0,1.0
BMP,2025-04-18,0.6913615250522751,30868111200.0,1.0
BMP,2025-05-19,0.5892965397517318,37153005000.0,0.0
BMP,2025-05-26,0.5876583744088428,36798583400.0,0.0
BMS,2025-03-03,0.7410335460146444,3576154400.0,0.0
BMS,2025-03-04,0.6122351113468001,3659240400.0,0.0
BMS,2025-03-06,0.6666194219943293,3819662000.0,0.0
BMS,2025-03-07,0.6502786664091954,3896977000.0,0.0
BMS,2025-04-10,0.6667730492729459,4134919000.0,0.0
BMS,2025-04-11,0.5626926100974963,4133405000.0,0.0
BMS,2025-04-15,0.5432843343351412,3933318800.0,0.0
BOT,2025-03-28,0.5556914726208892,10046008800.0,0.0
BSI,2025-03-06,0.7287278100595476,23359785800.0,0.0
BSI,2025-03-07,0.679746674650396,23895565000.0,0.0
BSI,2025-03-10,0.6820318354926488,24912573000.0,0.0
BSI,2025-03-11,0.6684290740443758,25998713400.0,0.0
BSI,2025-03-12,0.6519876474561157,26833523400.0,0.0
BSI,2025-03-13,0.6205933402352204,27623275200.0,0.0
BSI,2025-03-17,0.6476412231391478,28485908400.0,0.0
BSI,2025-03-18,0.6511354686342659,28808109200.0,0.0
BSI,2025-03-19,0.6472076858030253,29574033200.0,0.0
BSI,2025-03-20,0.7004821517728983,30514511500.0,0.0
BSI,2025-03-21,0.7069721928278103,30918715900.0,0.0
BSI,2025-03-24,0.7033465312474476,31625777900.0,0.0
BSI,2025-03-25,0.6010166923923461,32655112100.0,0.0
BSI,2025-03-28,0.7190016342573822,36658211100.0,0.0
BSI,2025-03-31,0.551557392504977,37823839700.0,0.0
BSI,2025-04-01,0.5878568086015349,39049263900.0,0.0
BSI,2025-04-03,0.5677920349716232,42005421500.0,0.0
BSI,2025-04-04,0.6446692707898498,44750555300.0,0.0
BSI,2025-04-08,0.4572013703585605,45769531100.0,0.0
BSI,2025-04-11,0.5877517872136797,49942125100.0,0.0
BSI,2025-04-14,0.5504120877050542,50843776400.0,0.0
BSR,2025-06-16,0.6073881550655289,58135996100.0,0.0
C4G,2025-06-04,0.6585919793018786,7246942200.0,0.0
C4G,2025-06-05,0.680814759463302,7627521200.0,0.0
C4G,2025-06-06,0.7279626119637411,7772219600.0,0.0
C4G,2025-07-04,0.5610005276520027,8604920000.0,1.0
C69,2025-07-31,0.7191818404051175,3649042400.0,0.0
CEO,2025-05-29,0.6087255525564659,111819990800.0,1.0
CEO,2025-05-30,0.7100152510707856,117357878000.0,1.0
CEO,2025-06-02,0.6697559867244889,125151706000.0,0.0
CEO,2025-06-03,0.6209013556354519,133853741200.0,0.0
CEO,2025-06-06,0.6689746593894783,159204610600.0,0.0
CEO,2025-06-13,0.6324089890789445,195217115800.0,0.0
CEO,2025-07-17,0.6567203248298166,327662928200.0,1.0
CEO,2025-07-18,0.6875276743336947,340361123000.0,1.0
CEO,2025-07-21,0.7274232013687707,352043678000.0,1.0
CEO,2025-07-22,0.7060564937515001,361094763400.0,1.0
CEO,2025-07-23,0.724036601115419,370959255400.0,1.0
CEO,2025-07-24,0.6945244871230343,376112255800.0,1.0
CEO,2025-07-25,0.7315841315158018,386632933400.0,0.0
CEO,2025-07-29,0.7301392386043654,427600215600.0,1.0
CIG,2025-03-31,0.6646679005931717,2892421640.0,0.0
CIG,2025-04-01,0.6468527456889955,2909933200.0,0.0
CIG,2025-04-02,0.724953522267349,2902223140.0,0.0
CII,2025-05-19,0.5786465975034827,134208975200.0,0.0
CII,2025-05-20,0.6044035592473835,139486961600.0,0.0
CII,2025-05-21,0.6846805427941314,148583182800.0,0.0
CII,2025-05-22,0.719466135653151,156613181000.0,0.0
CII,2025-05-23,0.7553792048385606,159184097300.0,0.0
CII,2025-05-26,0.7775452785504335,165791920100.0,0.0
CII,2025-05-27,0.7482464800236586,171397308000.0,0.0
CII,2025-05-28,0.6656430041614239,177779418000.0,0.0
CII,2025-05-29,0.6726453362841687,183385962500.0,0.0
CII,2025-05-30,0.5798082912818002,187378317300.0,0.0
CII,2025-06-02,0.7108714376560915,189388694400.0,0.0
CII,2025-06-03,0.6219965511256714,194287773100.0,0.0
CII,2025-06-04,0.6426256232662124,198158973100.0,0.0
CII,2025-06-05,0.6178193957684508,203210295000.0,0.0
CLX,2025-03-03,0.6613342806819547,8836931200.0,0.0
CNG,2025-06-24,0.6098178847393885,2256774900.0,0.0
CRC,2025-04-08,0.5597772770663003,2235379420.0,1.0
CRC,2025-04-10,0.5336470359281064,2356621240.0,1.0
CRC,2025-04-11,0.5518792823275201,2421376540.0,1.0
CRC,2025-04-14,0.571689831303154,2456273940.0,1.0
CRC,2025-04-15,0.5859177421475923,2467699320.0,1.0
CRC,2025-04-16,0.58083226013137,2451229380.0,1.0
CRC,2025-06-11,0.7164365144391611,6307960720.0,0.0
CRC,2025-06-12,0.6579769229706721,6426910840.0,0.0
CRC,2025-07-08,0.6065798799028601,8661427400.0,1.0
CRC,2025-07-11,0.7487484247047028,9158049940.0,1.0
CRC,2025-07-14,0.7015729061348752,9558056140.0,1.0
CRC,2025-07-15,0.6653557144908904,9805635020.0,1.0
CRC,2025-07-16,0.6934904922810381,9823582460.0,1.0
CRC,2025-07-29,0.7761882244601128,11338911780.0,0.0
CRC,2025-07-30,0.6834230086035746,11677561080.0,0.0
CRC,2025-07-31,0.7533059834167499,11791445680.0,0.0
CRE,2025-06-04,0.6216870567376073,2241620260.0,0.0
CRE,2025-07-03,0.5678808586380271,2290387420.0,0.0
CTD,2025-03-05,0.6633161250312746,96267329800.0,0.0
CTF,2025-04-23,0.6009423017431439,5213354800.0,0.0
CTF,2025-04-24,0.5891855438506743,5297330800.0,0.0
CTF,2025-04-25,0.5949862845066343,5301358000.0,0.0
CTG,2025-03-04,0.6409487621861283,264875875500.0,0.0
CTG,2025-03-05,0.6545486955395081,268826368400.0,0.0
CTG,2025-03-07,0.714683855011761,276030208700.0,0.0
CTG,2025-03-10,0.6797105453419536,281338237100.0,0.0
CTG,2025-03-11,0.6417362583127726,285008629100.0,0.0
CTG,2025-03-12,0.6763019482180336,290934889200.0,0.0
CTG,2025-03-13,0.6297955518643735,278385199800.0,0.0
CTG,2025-03-14,0.6302239491958825,281270409600.0,0.0
CTI,2025-03-13,0.6425091892730888,22679765200.0,0.0
CTI,2025-06-06,0.7292939677057115,29373478500.0,1.0
CTI,2025-06-09,0.6793541091432458,30093305200.0,1.0
CTI,2025-06-11,0.6505080229241287,32248918900.0,0.0
CTI,2025-06-12,0.6791144011163424,33761005700.0,0.0
CTI,2025-06-23,0.627991972783056,38822480700.0,0.0
CTI,2025-07-09,0.5832809330333664,44448874600.0,1.0
CTP,2025-03-03,0.6991813251497557,5022888200.0,0.0
CTP,2025-03-04,0.6694469606699569,5006227000.0,0.0
CTP,2025-03-05,0.6189888124205509,4992249000.0,0.0
CTP,2025-03-06,0.6474058379810115,4956677800.0,0.0
CTP,2025-03-07,0.7212597996225343,4876505800.0,0.0
CTP,2025-03-11,0.6665265724236544,4730884600.0,0.0
CTP,2025-03-12,0.7275811830337231,4775689800.0,0.0
CTP,2025-03-13,0.7651451095187369,4745943800.0,0.0
CTP,2025-03-14,0.637729610590499,4677733600.0,0.0
CTS,2025-03-03,0.667446698049002,25116725000.0,0.0
CTS,2025-07-23,0.6996188935642215,73824558300.0,1.0
CTS,2025-07-24,0.6740117978921011,75877566600.0,1.0
CTS,2025-07-25,0.7411908286572209,80224403200.0,0.0
CTS,2025-07-30,0.6849517115919194,93733157800.0,0.0
CTS,2025-07-31,0.6797754998496873,94771980200.0,0.0
D2D,2025-03-26,0.5490749579212418,3401119200.0,0.0
D2D,2025-05-09,0.6327408488004889,5122658500.0,0.0
D2D,2025-05-12,0.6589462218957438,5623532700.0,0.0
D2D,2025-05-13,0.6004609198475681,5888330100.0,0.0
D2D,2025-05-15,0.6107271191776011,6474924900.0,0.0
D2D,2025-05-16,0.6214387230866172,7067948900.0,0.0
D2D,2025-05-19,0.638261280088996,8156560700.0,0.0
D2D,2025-05-20,0.5994508834954716,8731830900.0,0.0
DBC,2025-03-03,0.6693580529989701,138226879800.0,0.0
DBC,2025-07-04,0.5637031155281282,268800960700.0,0.0
DBC,2025-07-07,0.6181633669642613,269304848700.0,0.0
DBC,2025-07-08,0.5875562726352414,270759105900.0,0.0
DC4,2025-03-20,0.5833354960940431,10318803500.0,0.0
DC4,2025-04-02,0.6411839486626519,10936138400.0,0.0
DC4,2025-05-05,0.5623043179696451,13157767900.0,0.0
DC4,2025-05-13,0.5512049031298348,10810607000.0,0.0
DC4,2025-06-12,0.7562661156461077,14731153200.0,0.0
DCL,2025-06-16,0.6509058870341933,14828757800.0,0.0
DCL,2025-06-17,0.7029908206820631,16544852200.0,0.0
DCL,2025-06-18,0.602963784423592,17663878200.0,0.0
DDV,2025-04-21,0.599672142831196,39710371400.0,1.0
DDV,2025-04-22,0.6357848617446081,40788269400.0,1.0
DDV,2025-04-23,0.7066407108091339,42118540400.0,1.0
DDV,2025-04-24,0.7108855744496763,42786345800.0,1.0
DDV,2025-04-25,0.6390481977671687,42953535800.0,1.0
DDV,2025-04-28,0.682107816105264,42916382000.0,1.0
DDV,2025-04-29,0.6873179789853554,43279790000.0,1.0
DDV,2025-05-05,0.73282117093066,44341125000.0,1.0
DDV,2025-05-06,0.7055649028462501,44903201000.0,1.0
DDV,2025-05-07,0.6834781561752932,45546730600.0,1.0
DDV,2025-05-08,0.7036802239356632,46719009800.0,1.0
DDV,2025-05-09,0.5711896756171873,47174161400.0,1.0
DDV,2025-05-12,0.5760222691687737,46894460400.0,0.0
DDV,2025-05-13,0.6176886888903769,46208982000.0,0.0
DDV,2025-05-14,0.7249915441825973,46733694000.0,1.0
DDV,2025-05-15,0.6294906691294098,47969109600.0,1.0
DDV,2025-05-16,0.648434813415259,48169501800.0,1.0
DDV,2025-05-19,0.6224747430101942,48136317400.0,1.0
DDV,2025-05-20,0.6576511377712391,48082162800.0,1.0
DDV,2025-05-21,0.6720557867750938,48684068200.0,1.0
DDV,2025-05-22,0.6430110123711666,49182855400.0,1.0
DDV,2025-05-23,0.6618102264916789,50571421000.0,1.0
DDV,2025-05-26,0.6534623039425919,52749574400.0,1.0
DDV,2025-05-27,0.7079204462369895,53140731200.0,1.0
DDV,2025-05-28,0.6603387859306349,53774674800.0,1.0
DDV,2025-05-29,0.6769165877295263,54393969000.0,1.0
DDV,2025-05-30,0.6722734371692765,55094147400.0,1.0
DDV,2025-06-02,0.683691690566762,56914517200.0,0.0
DDV,2025-06-03,0.6236005840079315,57296387200.0,0.0
DDV,2025-06-04,0.6993726587045774,57661525600.0,0.0
DDV,2025-06-05,0.6882103964265212,58526867200.0,1.0
DDV,2025-06-06,0.6426545378129547,58923416200.0,1.0
DDV,2025-06-11,0.6080180505841092,59486198000.0,1.0
DDV,2025-06-12,0.7225088461149058,60179723400.0,1.0
DDV,2025-06-13,0.5994802278354224,62487230600.0,0.0
DDV,2025-06-18,0.5752228966241634,64423956600.0,0.0
DDV,2025-06-19,0.6183051384137228,64769159800.0,0.0
DDV,2025-06-20,0.591872503964722,64137187800.0,0.0
DDV,2025-06-23,0.6356379438758009,64652573200.0,0.0
DDV,2025-06-24,0.7151072412036313,66368869600.0,1.0
DDV,2025-06-25,0.6982584012369956,65875930400.0,1.0
DDV,2025-06-26,0.6915323997498455,65645742000.0,1.0
DDV,2025-06-27,0.6440930904447401,65424355600.0,1.0
DDV,2025-06-30,0.7054684753766363,65417981600.0,1.0
DDV,2025-07-01,0.7495948108831538,65590974600.0,1.0
DDV,2025-07-02,0.6316216105084849,65998945400.0,1.0
DDV,2025-07-03,0.6124001143826614,65246208800.0,1.0
DDV,2025-07-08,0.5867587595827529,64023992200.0,1.0
DDV,2025-07-09,0.6877454770200158,63817479600.0,1.0
DDV,2025-07-10,0.7337034970436258,64550136400.0,1.0
DDV,2025-07-11,0.641220943107969,64792996000.0,1.0
DDV,2025-07-14,0.6821840625388363,63918387600.0,1.0
DDV,2025-07-15,0.7161757631215262,63483798000.0,1.0
DDV,2025-07-16,0.7584694363462222,64398880400.0,1.0
DDV,2025-07-17,0.7068369205468452,64047750200.0,1.0
DDV,2025-07-21,0.6593766063072033,64126782200.0,1.0
DDV,2025-07-22,0.6770072507840141,64339022200.0,1.0
DDV,2025-07-23,0.6819993486268631,64426929800.0,0.0
DDV,2025-07-24,0.6581125927326972,63119187400.0,0.0
DDV,2025-07-29,0.749374559851901,64998348600.0,0.0
DDV,2025-07-30,0.6697335271735528,64935435200.0,0.0
DGC,2025-07-03,0.5640676243975992,179459380800.0,0.0
DGW,2025-06-18,0.5711848785852391,69418304300.0,0.0
DGW,2025-06-19,0.6063456528922488,72955545400.0,0.0
DGW,2025-06-20,0.5962752290243103,74922608600.0,0.0
DGW,2025-06-23,0.5567829245809697,76504434100.0,0.0
DGW,2025-06-24,0.5856672653544046,78434243100.0,1.0
DGW,2025-06-25,0.5808010415742488,78672069300.0,1.0
DGW,2025-06-26,0.6252607361580529,80972529300.0,0.0
DGW,2025-06-27,0.5807644274516908,82203690100.0,0.0
DGW,2025-06-30,0.5754912903782436,84796600500.0,0.0
DGW,2025-07-01,0.5413765451839267,85426562900.0,0.0
DGW,2025-07-10,0.6664974241280568,100392558500.0,0.0
DGW,2025-07-11,0.6016290496546399,102410575800.0,0.0
DHG,2025-05-08,0.5933692325503381,2202840400.0,0.0
DHG,2025-05-21,0.575498190205592,2992057200.0,0.0
DIG,2025-07-25,0.7884894857293108,361962534700.0,0.0
DIG,2025-07-28,0.8343110954808657,371597347100.0,0.0
DIG,2025-07-29,0.747830474336717,396938208000.0,0.0
DIG,2025-07-30,0.6824778942830627,407441491800.0,0.0
DIG,2025-07-31,0.6764120542536446,420880754700.0,0.0
DL1,2025-03-27,0.6073066142165608,4062859200.0,0.0
DL1,2025-03-31,0.6108703569864242,4783524400.0,0.0
DL1,2025-04-01,0.6148823307587281,5018629000.0,0.0
DL1,2025-04-02,0.5956419060536832,5697152800.0,0.0
DL1,2025-04-08,0.4567545744960962,7184932400.0,0.0
DL1,2025-05-07,0.7018727005087736,10160796800.0,1.0
DL1,2025-05-08,0.6191208483480464,10627620800.0,1.0
DL1,2025-05-09,0.5697529829265441,11788792600.0,0.0
DL1,2025-05-12,0.616398019347211,12179482000.0,0.0
DLG,2025-03-20,0.5581335528381821,2587122320.0,0.0
DLG,2025-03-28,0.5943117040468571,3345831600.0,0.0
DLG,2025-03-31,0.5859254700634959,3438305920.0,0.0
DLG,2025-04-01,0.6296118247458696,3548590080.0,0.0
DLG,2025-04-03,0.7371179292057808,3774318860.0,0.0
DLG,2025-04-11,0.6964223246004081,4384294420.0,1.0
DLG,2025-04-14,0.5982846101695511,4406007260.0,1.0
DLG,2025-04-15,0.6635845640680496,4400287900.0,1.0
DLG,2025-04-16,0.6317990727470679,4263972600.0,1.0
DLG,2025-04-17,0.6738504117026393,4272968120.0,1.0
DLG,2025-04-21,0.6194845199854813,4249080740.0,1.0
DLG,2025-04-22,0.6506104652002422,4325576340.0,1.0
DLG,2025-04-24,0.5574698913354847,4328290380.0,1.0
DLG,2025-04-25,0.5711836627930167,4331657720.0,1.0
DLG,2025-05-07,0.6158173454715543,4388160360.0,1.0
DLG,2025-05-08,0.6430367231430599,4516680340.0,0.0
DLG,2025-05-09,0.624587501118261,4638770440.0,0.0
DLG,2025-05-28,0.5977382296663651,5117270160.0,0.0
DLG,2025-06-06,0.6300500310998772,5101675320.0,1.0
DLG,2025-06-09,0.5893300286781537,5129554280.0,1.0
DLG,2025-06-10,0.6132075936929107,5105644180.0,1.0
DLG,2025-06-11,0.6342616444134115,5198062380.0,1.0
DLG,2025-06-12,0.6012710343202137,4829113380.0,1.0
DLG,2025-07-04,0.6934629730805271,4500609580.0,1.0
DLG,2025-07-07,0.6131484208622253,5337569960.0,1.0
DLG,2025-07-08,0.6547258832259135,5748277880.0,1.0
DLG,2025-07-09,0.6035616762255345,6112673480.0,1.0
DLG,2025-07-10,0.6064172780156234,6346924540.0,1.0
DLG,2025-07-14,0.6255212462494308,7044559060.0,1.0
DPG,2025-04-02,0.6617288828632041,28635775900.0,0.0
DPG,2025-04-08,0.4566740848945709,31540663800.0,1.0
DPG,2025-05-19,0.7242885971821935,41946585800.0,0.0
DPG,2025-05-20,0.6693954852152761,42091104000.0,0.0
DPG,2025-05-21,0.5834121919544892,43767526100.0,0.0
DPG,2025-05-22,0.5576171203507599,45725308900.0,0.0
DPG,2025-05-30,0.5911545695010922,55511772700.0,0.0
DPG,2025-06-02,0.6372243599690476,56535033700.0,0.0
DPR,2025-03-13,0.6330514067383495,32142741800.0,0.0
DPR,2025-03-14,0.6329847217355871,33274624300.0,0.0
DRH,2025-06-09,0.6921973828866826,2006761800.0,0.0
DRH,2025-06-10,0.6060446549477672,2060854300.0,1.0
DRH,2025-06-11,0.6263734091982941,2135373800.0,1.0
DRH,2025-06-13,0.6483694134772742,2247805180.0,1.0
DRH,2025-06-16,0.6370520013314391,2290743680.0,1.0
DRH,2025-06-17,0.6723310042828952,2342258240.0,1.0
DRH,2025-06-18,0.7219935856515398,2392227040.0,1.0
DRH,2025-06-19,0.7405809195217299,2524741040.0,0.0
DRH,2025-06-20,0.7263506921918024,2568110080.0,1.0
DRH,2025-06-23,0.6124033678696679,2632097080.0,1.0
DRH,2025-06-24,0.6090978350645899,2574009040.0,1.0
DRH,2025-06-25,0.6201868241181316,2492695860.0,1.0
DRH,2025-06-26,0.6716468479932605,2439098060.0,1.0
DRH,2025-06-27,0.7565558407240915,2406680060.0,1.0
DRH,2025-06-30,0.6707024111806861,2427526360.0,1.0
DRH,2025-07-01,0.609485963920134,2471409640.0,1.0
DRH,2025-07-02,0.7401510432156284,2485673960.0,1.0
