event_start,event_date,event_close,ma20_event,ma50_event,ma200_event,event_close_vs_ma20,event_close_vs_ma50,event_close_vs_ma200,trend_state,extension_bucket,ret_5d,ret_10d,ret_20d,max_drawdown_20d,max_upside_20d,outcome_A,outcome_B,outcome_C,outcome_A_strict,outcome_B_strict,outcome_C_strict
2013-10-11,2013-10-22,500.57,495.52799999999996,488.7414,486.62835,0.010175005246928492,0.024202164989501673,0.02864948168350656,above_ma50,not_extended,-0.00697205186087857,-0.001558223625067412,0.008270571548434802,-0.013105060231336285,0.014103921529456498,False,False,True,False,False,True
2013-11-22,2013-12-03,511.62,504.0305,499.62200000000007,492.4832,0.015057620520980253,0.024014154700953805,0.03885777220420916,above_ma50,not_extended,-3.909151323244764e-05,-0.011629725186661943,-0.013662483874750775,-0.02370900277549748,0.004905984910675842,False,True,False,False,False,False
2013-12-31,2014-01-10,518.94,507.2665,505.71939999999995,496.3951,0.023012558487501167,0.02614216500296429,0.04541724928388713,above_ma50,not_extended,0.04750067445176698,0.07948895826107072,0.10718002081165423,-0.00030832080780063276,0.11535052221836795,False,False,True,False,False,True
2014-03-04,2014-03-13,595.22,579.73,550.6632,510.45185,0.026719334862780997,0.0809147951052478,0.1660649285530067,above_ma50,not_extended,0.008467457410705315,-0.008534659453647508,0.008988273243506706,-0.03497866335136601,0.023923927287389457,False,False,True,False,False,True
2014-05-23,2014-06-03,558.76,541.5695,567.6103999999999,529.6426,0.031742001719077706,-0.015592385199425407,0.05497556276628801,below_ma50,moderately_extended,0.014550075166440024,0.024142744648865344,0.03455866561672294,-0.018415777793685972,0.04205741284272313,False,True,False,False,True,False
2014-06-20,2014-07-01,578.07,568.842,557.8274,537.4730999999999,0.016222430833166435,0.03628828558797936,0.07553289643704986,above_ma50,not_extended,0.023180583666337906,0.019444011970868313,0.024512602280000628,-0.002058574221115217,0.047935371148822625,False,False,True,False,False,False
2014-07-11,2014-07-22,597.98,586.457,567.864,545.8314,0.01964849937847113,0.05303382500035214,0.09553975824769334,above_ma50,not_extended,-0.009598983243586767,0.016304893140238752,0.01113749623733229,-0.020452189036422652,0.021572627847085135,False,False,True,False,False,False
2014-08-11,2014-08-20,606.7,601.1145,589.5124,556.6551,0.0092919069495081,0.02915562081476164,0.08990288600607466,above_ma50,not_extended,0.03637712213614619,0.052661941651557465,0.010862040547222618,0.003098730838964947,0.06240316466128215,False,False,True,False,False,False
2014-08-21,2014-09-03,640.75,614.314,598.8978000000001,561.8368,0.04303336730076146,0.06988203997409892,0.14045573376468035,above_ma50,moderately_extended,-0.018650019508388627,-0.023550526726492493,-0.04912992586812337,-0.07272727272727275,0.00332422941864996,True,True,True,True,True,True
2014-09-24,2014-10-03,611.55,616.8929999999999,613.3048,574.318,-0.008661145449859187,-0.0028612200654553055,0.06482819622578417,below_ma50,not_extended,0.010089117815387239,-0.04295642220587026,-0.01751287711552596,-0.05520398986182651,0.026064917014144484,True,True,True,False,True,True
2014-12-26,2015-01-08,553.47,540.4905,568.9828,583.65025,0.02401429812364886,-0.02726409304464028,-0.05170947840765938,below_ma50,not_extended,0.0438506152094964,0.038068910690732816,0.02475292247095595,-0.00046976349214955526,0.0601477948217608,False,True,True,False,False,True
2015-02-04,2015-02-13,587.24,575.2574999999999,561.066,582.52475,0.020829802305923906,0.04665048318736109,0.00809450585575977,above_ma50,not_extended,0.005943055650160067,0.002043457530141124,-0.027842108848171176,-0.04286152169470736,0.02581568013078117,False,True,True,False,True,True
2015-03-17,2015-03-26,556.16,582.8195,579.111,587.28305,-0.045742292425013154,-0.03963143507893996,-0.05299497405893128,below_ma50,not_extended,-0.016739787111622495,-0.010140966628308323,0.009152042577675656,-0.03468426352128873,0.029847525891829818,False,True,True,False,True,False
2015-04-02,2015-04-13,559.54,557.4635,573.2468,586.11,0.0037249075500009887,-0.023910818167672376,-0.04533278736073443,below_ma50,not_extended,0.009829502805876356,0.005111341459055785,-0.039496729456338975,-0.05475926654037244,0.023626550380669853,True,True,True,False,True,True
2015-05-19,2015-05-28,572.97,551.8425,556.87,581.3793000000001,0.03828538033949913,0.028911595165837634,-0.014464395275167186,above_ma50,moderately_extended,-0.006946262457022234,0.014101959962999677,0.026214286960922983,-0.009005707105084193,0.038640766532279214,False,False,True,False,False,False
2015-06-03,2015-06-12,582.73,566.0944999999999,558.461,579.75045,0.029386436363540103,0.043456928952961826,0.005139366429124825,above_ma50,not_extended,0.0033806394041837606,-0.0016817393990355978,0.076450500231668,-0.011755015187136397,0.09325073361591141,False,False,True,False,False,False
2015-10-05,2015-10-14,589.98,574.027,573.0346000000001,575.9614,0.027791375666998297,0.029571338275210524,0.02433947830531702,above_ma50,not_extended,0.00044069290484416435,0.010610529170480332,0.022966880233228126,-0.002915353062815762,0.047374487270754884,False,False,True,False,False,True
2015-12-21,2015-12-30,579.45,568.925,587.4974,580.1731500000001,0.01849980225864578,-0.013697762747545639,-0.0012464382400323437,below_ma50,not_extended,-0.024316161877642628,-0.04559496073863156,-0.06899646216239541,-0.11326257658124084,0.002364310984554363,True,True,True,True,True,True
2016-01-22,2016-02-02,536.45,544.9375,561.629,579.2156,-0.015575180639981534,-0.04483208666219152,-0.07383364674570225,below_ma50,not_extended,0.02162363687202884,0.04628576754590341,0.07132071954515795,-0.011594743219312198,0.08295274489700821,False,True,False,False,True,False
2016-02-03,2016-02-19,554.03,539.579,555.9526000000001,578.7665,0.02678199114494828,-0.0034582084875582897,-0.04274003419340955,below_ma50,not_extended,0.02180387343645651,0.03541324477013874,0.039330000180495706,0.002310344205187498,0.05324621410392938,False,False,False,False,False,False
2016-03-01,2016-03-10,575.91,562.14,556.1126,580.08985,0.02449567723342927,0.035599624968036814,-0.007205521696337147,above_ma50,not_extended,0.005816881109895755,-0.00911600770953791,-0.00748380823392536,-0.03752322411487907,0.013231234046986451,False,True,True,False,False,True
2016-04-01,2016-04-12,579.84,570.6659999999999,563.4208,579.20735,0.016075953359758755,0.029141984108502994,0.0010922685977656776,above_ma50,not_extended,-0.020367687637969145,0.024351545253863183,0.05342853200883013,-0.025075883002207644,0.0650524282560705,False,False,False,False,False,False
2016-04-28,2016-05-11,614.06,590.2560000000001,578.4458,576.6741999999999,0.0403282643463172,0.061568776193033026,0.06483002013962125,above_ma50,moderately_extended,0.013663159951796455,-0.0035338566263882765,0.022489658990978212,-0.017636713024785755,0.030322769761912616,False,False,False,False,False,False
2016-05-20,2016-05-31,618.44,611.496,590.0572,576.4123999999999,0.011355757028664204,0.04810177725142584,0.07291238009452972,above_ma50,not_extended,0.010041394476424381,0.011302632429984971,0.006079813724856109,-0.03356833322553543,0.024303085182070916,False,False,True,False,False,False
2016-06-27,2016-07-06,649.46,630.4925000000001,619.1986,584.679,0.03008362510259821,0.0488718805242776,0.11079754874042003,above_ma50,moderately_extended,0.03950974655867956,0.01662919964278009,-0.027484371631817273,-0.03356634742709341,0.049718227450497254,False,True,True,False,True,True
2016-09-19,2016-09-28,686.72,666.6985,658.4096000000001,605.55375,0.030030816028534746,0.042998157985545626,0.1340364088241548,above_ma50,moderately_extended,0.0004659832246038942,-0.0062179636533084,-0.01909075023299167,-0.02551258154706426,0.007936276794035413,False,False,False,False,False,False
2016-10-04,2016-10-13,685.23,677.9620000000001,665.9088,611.993,0.010720364858207265,0.029014784006458516,0.11966966942432333,above_ma50,not_extended,0.0016928622506311441,-0.0121565021963429,-0.010303109904703622,-0.04166484246165536,0.008216219371597777,False,True,True,False,True,True
2016-12-23,2017-01-04,674.7,664.7315,669.1784000000001,644.5151000000001,0.014996280453085209,0.008251312355568974,0.046833503202640125,above_ma50,not_extended,0.018467467022380113,0.012716763005780285,0.040521713354083166,-0.0020601748925449526,0.04950348302949448,False,False,False,False,False,False
2017-01-05,2017-01-16,677.94,672.7465,670.4873999999999,649.13635,0.007719846925996698,0.011115197690516165,0.04437226477919487,above_ma50,not_extended,0.013585273033011713,0.03259875505206944,0.04816060418326096,0.0013128005428209022,0.05917927840221826,False,False,False,False,False,False
2017-01-17,2017-02-02,703.18,682.41,672.7951999999999,653.77065,0.030436248003399724,0.045162034449710786,0.0755759684225652,above_ma50,moderately_extended,-0.00359794078329867,0.008774424756108123,0.006157740550072566,-0.00890241474444664,0.023322620097272484,False,False,True,False,False,False
2017-02-06,2017-02-15,711.57,694.8995,678.1496,659.1328,0.023989799963879843,0.04928175140116586,0.07955483325970136,above_ma50,not_extended,0.007968295459336305,-0.002880953384769014,0.0022063886897984997,-0.010062256699973404,0.01125679834731641,False,False,True,False,False,False
2017-03-01,2017-03-10,712.21,712.5975000000001,695.262,667.8594,-0.0005437852364063023,0.024376422125759856,0.06640709107336051,above_ma50,not_extended,-0.002344814029569986,0.013942516954269069,0.024796057342637567,-0.006430687578102057,0.028123727552266775,False,False,True,False,False,False
2017-04-17,2017-04-26,710.04,719.426,716.4091999999999,682.1991499999999,-0.013046512080464256,-0.00889044975971831,0.04081044369521725,below_ma50,not_extended,0.014027378739225993,0.021590332938989487,0.046997352261844316,0.0018872176215425362,0.053546279082868464,False,False,False,False,False,False
2017-04-27,2017-05-10,724.31,717.771,717.5418000000001,684.4094,0.00911014794412135,0.009432481842869489,0.058299316169532434,above_ma50,not_extended,0.003990004279935455,0.025444906186577576,0.040245198878933186,-0.002070936477475138,0.04226091038367552,False,False,False,False,False,False
2017-05-11,2017-05-22,744.1,721.6685,720.0526000000001,687.4677,0.03108283096740405,0.03339672685023287,0.08237812481953699,above_ma50,moderately_extended,0.0028893965864802418,-0.0008197822873270422,0.030546969493347786,-0.011705415938717989,0.03250907136137604,False,False,False,False,False,False
2017-06-05,2017-06-14,760.77,744.6825,730.0914,695.7279,0.021603166450131495,0.042020218290476974,0.09348784201409766,above_ma50,not_extended,0.008727999263903552,0.01087056534826547,0.017613733454263425,-0.003417590073215293,0.030271961302364758,False,False,False,False,False,False
2017-06-15,2017-06-26,772.52,755.2685,736.5524,699.6841000000001,0.022841545754920256,0.04883237092160719,0.10409826377360853,above_ma50,not_extended,0.008232796561901345,-0.0077150106146119946,-0.016543261015895983,-0.02420649303577893,0.014601563713560806,False,False,True,False,False,False
2017-07-28,2017-08-08,791.57,776.7915,768.296,715.29915,0.019025053698450645,0.0302930120682654,0.1066279052617356,above_ma50,not_extended,-0.025910532233409667,-0.03829099132104563,0.0025013580605630636,-0.04113344366259464,0.008855818184115183,False,True,False,False,True,False
2017-09-12,2017-09-21,803.93,793.1265000000001,781.935,732.4102500000001,0.01362140843862858,0.02812893654843429,0.09764984856506276,above_ma50,not_extended,0.001107061560086109,0.001617056211361767,0.031097234833878495,-0.011045737812993672,0.036868881619046556,False,False,False,False,False,False
2017-10-04,2017-10-13,820.95,807.198,792.5738,743.9852999999999,0.01703671218214131,0.035802596553153876,0.10344922137574497,above_ma50,not_extended,0.007174614775564914,0.023655521042694305,0.05756745234179905,-0.00734514891284499,0.07112491625555761,False,False,False,False,False,False
2017-11-03,2017-11-14,880.9,843.9959999999999,821.508,761.94935,0.04372532571244436,0.07229631360863187,0.1561135920648793,above_ma50,moderately_extended,0.0424565784992621,0.06846407083664441,0.052616642070609565,-0.004881371324781392,0.10659552730162325,False,False,False,False,False,False
2017-11-15,2017-11-24,935.57,876.992,839.2292,770.3094,0.06679422389257827,0.11479676827260077,0.21453795059491698,above_ma50,moderately_extended,0.026465149587951764,0.004906100024583804,0.01790352405485418,-0.04258366557285931,0.041931656637130166,False,False,False,False,False,False
2017-12-12,2017-12-21,946.06,943.836,891.5920000000001,792.2848999999999,0.0023563415678147237,0.06109072311101915,0.1940906610740658,above_ma50,not_extended,0.032408092509988995,0.070386656237448,0.12262435786313763,-0.0009301735619304807,0.15008561824831412,False,False,False,False,False,False
2017-12-22,2018-01-03,1005.67,954.1514999999999,915.7916,802.7836500000001,0.05399404601889746,0.09814285258785937,0.2527285527053271,above_ma50,moderately_extended,0.03225710223035394,0.02885638430101345,0.0988097487247308,-0.0007756023347619267,0.12372845963387591,False,False,False,False,False,False
2018-01-08,2018-01-17,1034.69,1004.668,955.4670000000001,818.6111999999999,0.029882508450552958,0.08291547484109851,0.26395778606498443,above_ma50,not_extended,0.07823599338932441,0.06799137906039476,0.06587480308111604,-0.05886787346934841,0.09221119369086384,True,True,True,False,False,True
2018-03-08,2018-03-19,1159.22,1116.8944999999999,1076.2376,885.42905,0.037895700981605884,0.07710416361591532,0.30921839530790196,above_ma50,moderately_extended,0.010351788271423912,0.03225444695571156,-0.009256224012698211,-0.01784820827798006,0.04496126705888437,False,False,False,False,False,False
2018-03-26,2018-04-04,1191.54,1159.062,1112.9715999999999,910.8888499999999,0.02802093416918172,0.07059335566154612,0.30810691117802147,above_ma50,not_extended,-0.020502878627658427,-0.04448864494687543,-0.10849824596740354,-0.15756919616630582,0.016617150913943224,True,True,True,True,True,True
2018-05-29,2018-06-07,1036.69,1007.7520000000001,1078.1622,972.6931999999999,0.02871539823289848,-0.03846564088408955,0.06579340741767314,below_ma50,not_extended,-0.020227840530920527,-0.06490850688248184,-0.13243110283691373,-0.1463311115183903,0.008594661856485386,True,True,True,True,True,True
2018-07-26,2018-08-06,960.23,933.0495000000001,960.7766,1006.0794999999999,0.02913082317711968,-0.0005689147716545495,-0.045572442336813235,below_ma50,not_extended,0.018547639628005763,0.009778907136831716,0.016360663591014735,-0.013684221488601711,0.04460389698301448,False,True,True,False,False,False
2018-08-16,2018-08-27,991.92,969.2859999999998,950.4121999999999,1016.6970499999999,0.023351209034278897,0.0436734713632676,-0.02437014054481612,above_ma50,not_extended,-0.016110170175014038,-0.006915880312928446,0.018973304298733895,-0.03671667069924989,0.023126865069763802,False,False,False,False,False,False
2018-09-05,2018-09-14,991.34,981.5165000000001,957.2188000000001,1023.17495,0.010008491961164045,0.03564618663987784,-0.031113887219385017,above_ma50,not_extended,0.01173159561805237,0.02601529243246503,-0.021445719934633956,-0.058496580386144026,0.033631246595517306,True,True,False,False,True,False
2018-09-17,2018-09-26,1009.61,989.247,971.9882000000001,1025.34735,0.020584343445064768,0.038706025443518755,-0.015348310989441782,above_ma50,not_extended,0.010687295094145233,-0.015501035053139267,-0.08605303037806677,-0.12308713265518367,0.014926555798773888,True,True,True,True,True,True
2018-10-26,2018-11-06,922.05,935.8975,972.1394,1022.8562999999999,-0.014795957890687883,-0.05152491504819168,-0.09855372646186955,below_ma50,not_extended,-0.01807927986551705,-0.0032861558483813225,0.03990022233067636,-0.03204815357084756,0.04210183829510328,False,True,False,False,True,False
2018-11-16,2018-11-27,923.12,916.092,951.7682,1010.7202500000001,0.007671718561018004,-0.030099976023573727,-0.08667111399024618,below_ma50,not_extended,0.03869486090649099,0.03408007626310772,-0.027277060403847808,-0.04436042984660715,0.047350290319785104,False,True,True,False,True,True
2018-11-30,2018-12-11,954.58,930.7715000000001,939.2866,1004.34305,0.025579317802489676,0.016281931414756645,-0.04954786116158205,above_ma50,not_extended,-0.028630392423893314,-0.05933499549540111,-0.05895786628674404,-0.09714219866328644,0.012832868905696682,True,True,True,True,True,True
2019-02-01,2019-02-19,964.35,922.8689999999999,921.2414,956.1956999999999,0.044947874508733276,0.04679403248703329,0.008527856797515554,above_ma50,moderately_extended,0.02354954114170149,0.029138798154197065,0.043801524342821585,-0.001099185980193984,0.052014310157100674,False,False,False,False,False,False
2019-02-27,2019-03-08,985.25,973.095,930.8208,952.5794999999999,0.012491072300237827,0.05847441312011936,0.03429687495899292,above_ma50,not_extended,0.01915249936564334,0.0035117990357778073,0.00407003298655173,-0.02079675209337728,0.029698046181172222,False,False,True,False,False,True
2019-04-18,2019-05-02,978.5,979.6300000000001,984.3403999999999,954.1183500000001,-0.0011534967283567399,-0.005933313313158717,0.025554114958589613,below_ma50,not_extended,-0.03218191108840063,-0.0028717424629534083,-0.009361267245784344,-0.03432805314256515,0.014655084312723554,False,True,True,False,True,True
2019-05-07,2019-05-16,975.69,966.8245000000001,980.8622,956.07495,0.00916970970429487,-0.005273115836251008,0.020516226264478687,below_ma50,not_extended,0.007194908218798979,-0.006508214699341042,-0.026248091094507542,-0.03724543656284274,0.017577304266723992,False,True,True,False,True,True
2019-07-09,2019-07-18,976.05,967.3530000000001,964.9466,953.6286,0.008990513287290058,0.011506750736258287,0.02351166900824908,above_ma50,not_extended,0.019363762102351467,0.021863634035141688,0.0034117104656523622,-0.020787869473899878,0.027375646739408843,False,True,True,False,True,True
2019-08-14,2019-08-23,992.45,981.8799999999999,974.3007999999999,956.19735,0.010765062940481629,0.018627922711343503,0.037913355438602636,above_ma50,not_extended,-0.008453826389238861,-0.01846944430449904,-0.006750969822157282,-0.02550254420877629,0.006156481434832939,False,True,False,False,True,False
2019-08-27,2019-09-06,974.08,980.1,978.7646,958.93655,-0.006142230384654557,-0.004786237671448257,0.015791920748041255,below_ma50,not_extended,0.013489651773981537,0.01671320630749018,0.013869497371879147,-0.0071246714848883785,0.03089068659658345,False,True,False,False,True,False
2019-10-03,2019-10-14,993.57,991.4215,983.5240000000001,965.98065,0.00216709038486651,0.010214290652795333,0.02856097583321171,above_ma50,not_extended,-0.010074780840806485,0.0029288323922822546,0.02333001197701212,-0.01011503970530514,0.03562909508137313,False,True,False,False,False,False
2019-12-03,2019-12-12,968.17,976.0875,990.8502000000001,980.6808,-0.008111465416778763,-0.02288963558770052,-0.012757260058522624,below_ma50,not_extended,-0.016433064441162215,-0.009894956464257199,0.0003821642893293564,-0.023642542115537513,0.003790656599564235,False,True,True,False,True,False
2019-12-18,2019-12-27,963.51,960.2295,983.9853999999999,978.6762,0.003416370773861921,-0.02080864207944544,-0.015496647410042308,below_ma50,not_extended,-0.008012371433612553,0.0024182416373468296,-0.03670953077809258,-0.07437390374775554,0.029008520928687886,True,True,True,True,True,False
2020-01-09,2020-01-20,978.63,964.1899999999999,972.1436,977.05995,0.014976301351393495,0.006672265290847967,0.001606912656690218,above_ma50,not_extended,-0.051592532417767734,-0.04894597549635715,-0.07693408131776047,-0.08867498441699107,0.013110164209149566,True,True,True,True,True,True
2020-02-04,2020-02-13,938.24,953.9310000000002,958.1195999999999,974.9514,-0.01644877879008033,-0.02074855790446195,-0.037654594885447645,below_ma50,not_extended,-0.00011724079126873566,-0.04241984993178716,-0.1801138301500682,-0.2289606070941338,0.0025686391541610565,True,True,True,True,True,True
2020-03-24,2020-04-03,701.8,734.846,851.595,947.9861,-0.04496996649638163,-0.1758993418232846,-0.25969378664940346,below_ma50,not_extended,0.07999430037047617,0.12510686805357651,0.08885722428042175,0.019364491308065057,0.13634938728982626,False,True,True,False,True,False
2020-05-05,2020-05-14,832.4,789.2830000000001,768.7760000000001,922.3634,0.05462806116437302,0.08276012778754782,-0.09753574350413297,above_ma50,moderately_extended,0.03643680922633363,0.03482700624699664,0.04201105237866409,-0.011196540124939869,0.08799855838539172,False,False,False,False,False,False
2020-05-15,2020-05-26,869.13,818.1674999999999,768.5398000000001,916.91985,0.062288590050326054,0.13088482860614348,-0.052119986277971875,above_ma50,moderately_extended,0.006523765144454741,0.03486244865555199,-0.0010700355527941685,-0.04218011114562836,0.04201903052477762,False,False,True,False,False,False
2020-06-30,2020-07-09,876.46,854.482,849.3966,898.1953500000001,0.02572084607984726,0.0318619123269388,-0.02419891174007971,above_ma50,not_extended,0.00042215275083856696,-0.022488191132510327,-0.04155352212308616,-0.11026173470551992,0.0023617734979348715,True,True,True,True,True,True
2020-08-03,2020-08-12,846.92,834.827,852.0194,880.22905,0.01448563594613006,-0.005985074987729266,-0.03784134368207914,below_ma50,not_extended,0.005065413498323457,0.03134888773437883,0.049473385916025236,-0.006257970056203654,0.06952250507722102,False,True,False,False,False,False
2020-08-21,2020-09-01,891.73,857.6205,849.8834000000002,869.8772499999999,0.03977225357836023,0.04923804841934776,0.025121647910667955,above_ma50,moderately_extended,-0.0027026117771074,0.006436925975351393,0.015116683300999245,-0.01139358325950679,0.028887667791820393,False,False,True,False,False,False
2020-10-05,2020-10-14,940.18,913.6469999999999,887.2932000000001,860.1647,0.029040756440944948,0.059604649286165934,0.09302323148113367,above_ma50,not_extended,-0.0012231700312705929,-0.020347167563658064,0.012806058414346344,-0.03082388478801923,0.03187687464102629,False,False,False,False,False,False
2020-10-29,2020-11-09,951.99,939.7075000000001,918.1948,857.8305500000001,0.013070556529558353,0.036806133077643244,0.10976462659204644,above_ma50,not_extended,-0.0012605174424101806,0.04432819672475552,0.08192312944463698,-0.004600888664796909,0.08465425056985887,False,False,False,False,False,False
2020-11-17,2020-11-26,1005.97,962.7189999999998,939.9008,860.1464,0.0449258817993623,0.07029380121817108,0.16953346546587889,above_ma50,moderately_extended,0.01374792488841603,0.024791991808901015,0.061184727178742904,-0.01715756931121204,0.08759704563754367,False,False,True,False,False,True
2020-12-24,2021-01-05,1132.55,1074.5729999999999,1012.804,890.0445500000001,0.05395352386482832,0.11823215548121846,0.2724643951811174,above_ma50,moderately_extended,0.05273939340426481,-0.0013685929981015477,-0.05034656306564833,-0.11851132400335518,0.060306388238929864,True,True,True,True,True,False
2021-03-05,2021-03-16,1179.9,1173.863,1147.4286,972.9032,0.005142848867372152,0.02829927718378311,0.2127619685082751,above_ma50,not_extended,0.003008729553351852,0.005475040257648889,0.057996440376302916,-0.03559623696923464,0.07468429527926079,False,False,True,False,False,True
2021-03-25,2021-04-05,1236.05,1186.7980000000002,1157.7904,995.11745,0.04149990141540494,0.06759392719096646,0.2421146870653308,above_ma50,moderately_extended,0.013268071679948257,0.019845475506654164,0.011747097609319912,-0.02581610776263088,0.0406698758140851,False,False,True,False,False,True
2021-06-17,2021-06-28,1405.81,1361.609,1302.8648,1120.9308,0.03246232949400296,0.07901449175693442,0.25414521574391546,above_ma50,moderately_extended,0.0037842951750237663,-0.07789815124376698,-0.09467851274354278,-0.12824634907988985,0.013138333060655372,True,True,True,True,True,True
2021-07-26,2021-08-04,1334.74,1297.5325,1338.9064,1176.8805499999999,0.02867558230718692,-0.003111793326254997,0.13413379123310354,below_ma50,not_extended,0.017269280908641438,0.019629291097891688,-6.742886254995639e-05,-0.03714581116921645,0.03368446289164928,False,True,True,False,True,False
