date,symbol,name,exchange,industryCode,stock_p20,p_now,p_hist,adv50_vnd,close,rank
2025-03-04,AAS,CTCP chứng khoán SmartInvest,UPCOM,8780,0.6259263221872173,0.7518526443744348,0.5,7623392400.0,8.9,15
2025-03-04,NRC,CTCP Tập đoàn NRC,HNX,8630,0.6180946889439223,0.9861893778878446,0.25,5059407400.0,6.2,16
2025-03-04,KVC,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,UPCOM,1750,0.6163278539048418,0.8326557078096837,0.4,2124965800.0,2.1,17
2025-03-04,TRC,CTCP Cao su Tây Ninh,HSX,1350,0.6129104582114124,0.9258209164228248,0.3,16473763400.0,83.8,18
2025-03-04,BMS,CTCP Chứng khoán Bảo Minh,UPCOM,8780,0.6122351113468001,0.5744702226936003,0.65,3659240400.0,11.4,19
2025-03-04,NTC,CTCP Khu Công nghiệp Nam Tân Uyên,HSX,8630,0.6054013190753865,0.8608026381507731,0.35,8145047800.0,240.0,20
2025-03-05,MSR,CTCP MaSan High - Tech Materials,UPCOM,1770,0.8262033041785128,0.9524066083570258,0.7,37957571400.0,20.7,1
2025-03-05,KSV,Tổng Công ty Khoáng sản TKV - CTCP,HNX,1770,0.7695512629978984,0.7391025259957967,0.8,16021308000.0,218.5,2
2025-03-05,SBT,CTCP Thành Thành Công - Biên Hòa,HSX,3570,0.7529699410967106,0.905939882193421,0.6,26641087800.0,14.4,3
2025-03-05,NAG,CTCP Tập đoàn Nagakawa,HNX,2350,0.7365242851897331,0.8730485703794663,0.6,5725967400.0,13.2,4
2025-03-05,TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2770,0.728204453232376,0.806408906464752,0.65,7581571000.0,133.4,5
2025-03-05,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,UPCOM,1770,0.7158375327613999,0.9316750655227998,0.5,3278950400.0,24.1,6
2025-03-05,TVN,Tổng Công ty Thép Việt Nam - CTCP,UPCOM,1750,0.7049679203116521,0.6599358406233041,0.75,5057709400.0,8.9,7
2025-03-05,SJS,CTCP SJ Group,HSX,8630,0.683188118724955,0.96637623744991,0.4,4199863800.0,108.0,8
2025-03-05,PHR,CTCP Cao su Phước Hòa,HSX,1350,0.6655453226298371,0.9310906452596743,0.4,19849330800.0,65.5,9
2025-03-05,HHS,CTCP Đầu tư dịch vụ Hoàng Huy,HSX,8630,0.6635615587041006,0.6771231174082011,0.65,11003219840.0,8.26,10
2025-03-05,CTD,CTCP Xây dựng COTECCONS,HSX,2350,0.6633161250312746,0.8766322500625491,0.45,96267329800.0,91.4,11
2025-03-05,CTG,Ngân hàng TMCP Công Thương Việt Nam,HSX,8350,0.6545486955395081,0.7090973910790163,0.6,268826368400.0,41.2,12
2025-03-05,NRC,CTCP Tập đoàn NRC,HNX,8630,0.653787088989783,0.9575741779795659,0.35,5203910600.0,5.8,13
2025-03-05,HGM,CTCP Cơ khí và Khoáng sản Hà Giang,HNX,1770,0.6523230569790854,0.8546461139581709,0.45,2583741400.0,308.0,14
2025-03-05,DRI,CTCP Đầu tư Cao su Đắk Lắk,UPCOM,1350,0.6403741604554753,0.8807483209109508,0.4,21419601000.0,15.5,15
2025-03-05,KCB,CTCP Khoáng sản và Luyện kim Cao Bằng,UPCOM,1770,0.6252362610187294,0.8504725220374588,0.4,2052085000.0,20.6,16
2025-03-05,CTP,CTCP Tập đoàn CTP Group,HNX,3570,0.6189888124205509,0.9379776248411019,0.3,4992249000.0,40.0,17
2025-03-05,LDG,CTCP Đầu tư LDG,HSX,8630,0.6125415137473655,0.7250830274947311,0.5,3278465660.0,2.11,18
2025-03-05,TLH,CTCP Tập đoàn Thép Tiến Lên,HSX,1750,0.6113951421657104,0.9727902843314208,0.25,2722466140.0,6.05,19
2025-03-05,HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,UPCOM,3570,0.600696531164308,0.751393062328616,0.45,43587885000.0,7.5,20
2025-03-06,NAG,CTCP Tập đoàn Nagakawa,HNX,2350,0.7465814515495852,0.8931629030991705,0.6,5866700600.0,13.3,1
2025-03-06,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,UPCOM,1770,0.7375657310888355,0.9251314621776711,0.55,3275986800.0,24.0,2
2025-03-06,BSI,CTCP Chứng khoán BIDV,HSX,8780,0.7287278100595476,0.957455620119095,0.5,23359785800.0,56.4,3
2025-03-06,PHR,CTCP Cao su Phước Hòa,HSX,1350,0.7178871383416153,0.9357742766832307,0.5,21283293200.0,64.9,4
2025-03-06,AAS,CTCP chứng khoán SmartInvest,UPCOM,8780,0.675390985358182,0.900781970716364,0.45,8070996200.0,9.2,5
2025-03-06,BMS,CTCP Chứng khoán Bảo Minh,UPCOM,8780,0.6666194219943293,0.6332388439886586,0.7,3819662000.0,11.8,6
2025-03-06,TLH,CTCP Tập đoàn Thép Tiến Lên,HSX,1750,0.664723583262432,0.979447166524864,0.35,2866008940.0,6.15,7
2025-03-06,SBT,CTCP Thành Thành Công - Biên Hòa,HSX,3570,0.6599276543060042,0.8198553086120085,0.5,27564482700.0,14.4,8
2025-03-06,BKC,CTCP Khoáng sản Bắc Kạn,HNX,1770,0.6560631147385018,0.9121262294770035,0.4,2028803800.0,58.0,9
2025-03-06,HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,UPCOM,3570,0.6547604124257325,0.7095208248514648,0.6,43622499800.0,7.6,10
2025-03-06,NRC,CTCP Tập đoàn NRC,HNX,8630,0.6521829581350059,0.9543659162700119,0.35,5306979200.0,5.9,11
2025-03-06,CTP,CTCP Tập đoàn CTP Group,HNX,3570,0.6474058379810115,0.844811675962023,0.45,4956677800.0,38.0,12
2025-03-06,DRI,CTCP Đầu tư Cao su Đắk Lắk,UPCOM,1350,0.6447205032049552,0.8894410064099105,0.4,21617811800.0,15.8,13
2025-03-06,SJS,CTCP SJ Group,HSX,8630,0.6418643649194593,0.9337287298389186,0.35,4217002800.0,108.0,14
2025-03-06,KSV,Tổng Công ty Khoáng sản TKV - CTCP,HNX,1770,0.6340722747616262,0.46814454952325235,0.8,16097237400.0,204.5,15
2025-03-06,PAN,CTCP Tập đoàn PAN,HSX,3570,0.6337717290712606,0.7675434581425211,0.5,38318548400.0,28.35,16
2025-03-06,MSR,CTCP MaSan High - Tech Materials,UPCOM,1770,0.6278183897468352,0.9556367794936704,0.3,38587230400.0,21.1,17
2025-03-06,TVN,Tổng Công ty Thép Việt Nam - CTCP,UPCOM,1750,0.6251804685266238,0.6503609370532475,0.6,5068619000.0,9.2,18
2025-03-06,DVN,Tổng Công ty Dược Việt Nam - CTCP,UPCOM,4570,0.6080974737093239,0.8161949474186476,0.4,4096531400.0,28.8,19
2025-03-06,TRC,CTCP Cao su Tây Ninh,HSX,1350,0.6007869214738634,0.9015738429477267,0.3,16766841600.0,84.1,20
2025-03-07,NAG,CTCP Tập đoàn Nagakawa,HNX,2350,0.7768306861701237,0.9036613723402476,0.65,6032199800.0,13.3,1
2025-03-07,NRC,CTCP Tập đoàn NRC,HNX,8630,0.7367129426717172,0.9234258853434343,0.55,5339976800.0,5.8,2
2025-03-07,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,UPCOM,1770,0.735485131360556,0.8709702627211121,0.6,3278132800.0,23.0,3
2025-03-07,CTP,CTCP Tập đoàn CTP Group,HNX,3570,0.7212597996225343,0.8925195992450686,0.55,4876505800.0,39.0,4
2025-03-07,CTG,Ngân hàng TMCP Công Thương Việt Nam,HSX,8350,0.714683855011761,0.779367710023522,0.65,276030208700.0,42.4,5
2025-03-07,BKC,CTCP Khoáng sản Bắc Kạn,HNX,1770,0.7128446022566055,0.875689204513211,0.55,2102044000.0,53.1,6
2025-03-07,PHR,CTCP Cao su Phước Hòa,HSX,1350,0.7092408327629264,0.9184816655258528,0.5,22106617200.0,65.0,7
2025-03-07,SBT,CTCP Thành Thành Công - Biên Hòa,HSX,3570,0.6817318230327061,0.8134636460654121,0.55,28139321900.0,14.6,8
2025-03-07,BSI,CTCP Chứng khoán BIDV,HSX,8780,0.679746674650396,0.909493349300792,0.45,23895565000.0,55.9,9
2025-03-07,VDS,CTCP Chứng khoán Rồng Việt,HSX,8780,0.6627406663493697,0.7754813326987393,0.55,30257698000.0,20.8,10
2025-03-07,HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,UPCOM,3570,0.6549695773901619,0.7099391547803239,0.6,42900365000.0,7.6,11
2025-03-07,BMS,CTCP Chứng khoán Bảo Minh,UPCOM,8780,0.6502786664091954,0.6005573328183909,0.7,3896977000.0,11.9,12
2025-03-07,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,HSX,8630,0.6486084461175505,0.847216892235101,0.45,73115612000.0,17.75,13
2025-03-07,TRC,CTCP Cao su Tây Ninh,HSX,1350,0.6459157876769406,0.891831575353881,0.4,16998102800.0,82.6,14
2025-03-07,AAS,CTCP chứng khoán SmartInvest,UPCOM,8780,0.6433846946410944,0.8867693892821888,0.4,8405892200.0,9.2,15
2025-03-07,TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2770,0.6423561890603959,0.784712378120792,0.5,7658076400.0,137.5,16
2025-03-07,JVC,CTCP Đầu tư y tế - Dược phẩm Việt Nam,HSX,4530,0.6414908493256755,0.9829816986513509,0.3,3432328640.0,5.33,17
2025-03-07,HHS,CTCP Đầu tư dịch vụ Hoàng Huy,HSX,8630,0.6317947391669322,0.7135894783338643,0.55,11548686840.0,8.35,18
2025-03-07,LPB,Ngân hàng TMCP Lộc Phát Việt Nam,HSX,8350,0.6299484018487184,0.45989680369743663,0.8,107307892400.0,35.4,19
2025-03-07,SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,HSX,2770,0.6206842053488033,0.7413684106976067,0.5,2854442900.0,12.65,20
2025-03-10,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,UPCOM,1770,0.7693465637277935,0.9386931274555871,0.6,3362348800.0,25.3,1
2025-03-10,SBT,CTCP Thành Thành Công - Biên Hòa,HSX,3570,0.7606170065906805,0.8712340131813612,0.65,28897527100.0,15.0,2
2025-03-10,JVC,CTCP Đầu tư y tế - Dược phẩm Việt Nam,HSX,4530,0.7553606259527517,0.9607212519055034,0.55,3504046800.0,5.22,3
2025-03-10,NAG,CTCP Tập đoàn Nagakawa,HNX,2350,0.734374245299261,0.868748490598522,0.6,6097244400.0,13.3,4
2025-03-10,TDC,CTCP Kinh doanh và Phát triển Bình Dương,HSX,8630,0.7320699879457866,0.8641399758915732,0.6,14579932100.0,13.1,5
2025-03-10,TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2770,0.7060666426209052,0.7621332852418106,0.65,7674205800.0,135.9,6
2025-03-10,AAS,CTCP chứng khoán SmartInvest,UPCOM,8780,0.6883909483420387,0.8267818966840775,0.55,8460728400.0,9.0,7
2025-03-10,NRC,CTCP Tập đoàn NRC,HNX,8630,0.6866986974740946,0.9233973949481892,0.45,5540890200.0,5.9,8
2025-03-10,BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,HSX,8630,0.6866123818970197,0.9232247637940394,0.45,28249632600.0,80.2,9
2025-03-10,PHR,CTCP Cao su Phước Hòa,HSX,1350,0.6830208229581732,0.9160416459163464,0.45,23402106800.0,64.5,10
2025-03-10,BSI,CTCP Chứng khoán BIDV,HSX,8780,0.6820318354926488,0.9140636709852976,0.45,24912573000.0,56.0,11
2025-03-10,CTG,Ngân hàng TMCP Công Thương Việt Nam,HSX,8350,0.6797105453419536,0.7594210906839073,0.6,281338237100.0,42.45,12
2025-03-10,VCI,CTCP Chứng Khoán Vietcap,HSX,8780,0.6782539354334108,0.7565078708668217,0.6,238551997400.0,39.25,13
2025-03-10,HGM,CTCP Cơ khí và Khoáng sản Hà Giang,HNX,1770,0.6729526690525962,0.7959053381051924,0.55,2641384800.0,330.0,14
2025-03-10,TRC,CTCP Cao su Tây Ninh,HSX,1350,0.66582524391161,0.8816504878232201,0.45,17200183600.0,82.2,15
2025-03-10,KCB,CTCP Khoáng sản và Luyện kim Cao Bằng,UPCOM,1770,0.6634746963652796,0.7269493927305591,0.6,2118457600.0,22.0,16
2025-03-10,BKC,CTCP Khoáng sản Bắc Kạn,HNX,1770,0.6463602663258153,0.8427205326516306,0.45,2148042600.0,58.4,17
2025-03-10,TVN,Tổng Công ty Thép Việt Nam - CTCP,UPCOM,1750,0.6450249880758516,0.6900499761517033,0.6,5208347000.0,9.1,18
2025-03-10,GEE,CTCP Điện lực Gelex,HSX,2730,0.6388548404911741,0.9777096809823483,0.3,34521553200.0,67.9,19
2025-03-10,SAM,CTCP Sam Holdings,HSX,9570,0.6342205520817711,0.6684411041635422,0.6,4117258060.0,7.35,20
2025-03-11,NRC,CTCP Tập đoàn NRC,HNX,8630,0.83587276298561,0.7717455259712199,0.9,5363388600.0,5.8,1
2025-03-11,JVC,CTCP Đầu tư y tế - Dược phẩm Việt Nam,HSX,4530,0.7985886390674065,0.947177278134813,0.65,3545601300.0,5.29,2
2025-03-11,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,UPCOM,1770,0.7402421739800045,0.930484347960009,0.55,3407570000.0,24.8,3
2025-03-11,NAG,CTCP Tập đoàn Nagakawa,HNX,2350,0.7053312521895164,0.8606625043790328,0.55,6230005600.0,13.2,4
2025-03-11,BKC,CTCP Khoáng sản Bắc Kạn,HNX,1770,0.6826656670059769,0.9153313340119538,0.45,2284691000.0,64.2,5
2025-03-11,BSI,CTCP Chứng khoán BIDV,HSX,8780,0.6684290740443758,0.9368581480887516,0.4,25998713400.0,57.2,6
2025-03-11,GEE,CTCP Điện lực Gelex,HSX,2730,0.6671413103664038,0.9842826207328076,0.35,36377048800.0,70.0,7
2025-03-11,CTP,CTCP Tập đoàn CTP Group,HNX,3570,0.6665265724236544,0.7830531448473087,0.55,4730884600.0,37.0,8
2025-03-11,PHR,CTCP Cao su Phước Hòa,HSX,1350,0.6639455642485133,0.9278911284970265,0.4,25296684400.0,64.8,9
2025-03-11,SBT,CTCP Thành Thành Công - Biên Hòa,HSX,3570,0.6609047092143878,0.8218094184287758,0.5,29412546400.0,14.95,10
2025-03-11,HAX,CTCP Dịch Vụ Ô Tô Hàng Xanh,HSX,3350,0.6606114654803226,0.7212229309606453,0.6,13985586900.0,18.0,11
2025-03-11,TRC,CTCP Cao su Tây Ninh,HSX,1350,0.657573074481906,0.8651461489638121,0.45,17316340000.0,82.2,12
2025-03-11,IPA,CTCP Tập đoàn Đầu tư I.P.A,HNX,8770,0.6570649475462083,0.8641298950924166,0.45,2085326400.0,13.8,13
2025-03-11,TDC,CTCP Kinh doanh và Phát triển Bình Dương,HSX,8630,0.6560615620836459,0.8121231241672917,0.5,14919808700.0,13.3,14
2025-03-11,TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2770,0.653851048812334,0.8577020976246681,0.45,7903219800.0,138.5,15
2025-03-11,CTG,Ngân hàng TMCP Công Thương Việt Nam,HSX,8350,0.6417362583127726,0.733472516625545,0.55,285008629100.0,42.6,16
2025-03-11,VDS,CTCP Chứng khoán Rồng Việt,HSX,8780,0.6389677483942329,0.6779354967884658,0.6,30414970400.0,20.8,17
2025-03-11,BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,HSX,8630,0.6370531574875222,0.8741063149750444,0.4,28854908200.0,80.2,18
2025-03-11,KCB,CTCP Khoáng sản và Luyện kim Cao Bằng,UPCOM,1770,0.6313487983989805,0.7626975967979611,0.5,2170662600.0,22.0,19
2025-03-11,VND,CTCP Chứng khoán VNDIRECT,HSX,8780,0.6296563567678355,0.709312713535671,0.55,155241703000.0,14.35,20
2025-03-12,NRC,CTCP Tập đoàn NRC,HNX,8630,0.8542325075248767,0.8584650150497535,0.85,5435557600.0,5.9,1
2025-03-12,NAG,CTCP Tập đoàn Nagakawa,HNX,2350,0.7535140677776981,0.9070281355553963,0.6,6593049600.0,13.2,2
2025-03-12,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,UPCOM,1770,0.7487311349864438,0.8974622699728878,0.6,3411962000.0,24.0,3
2025-03-12,IPA,CTCP Tập đoàn Đầu tư I.P.A,HNX,8770,0.7450584343988964,0.9401168687977927,0.55,2282217800.0,14.3,4
2025-03-12,TRC,CTCP Cao su Tây Ninh,HSX,1350,0.7368035484659088,0.8236070969318176,0.65,17317813200.0,81.7,5
2025-03-12,JVC,CTCP Đầu tư y tế - Dược phẩm Việt Nam,HSX,4530,0.734147052045889,0.9682941040917781,0.5,3607957300.0,5.41,6
2025-03-12,CTP,CTCP Tập đoàn CTP Group,HNX,3570,0.7275811830337231,0.8551623660674462,0.6,4775689800.0,37.6,7
2025-03-12,IJC,CTCP Phát triển Hạ tầng Kỹ thuật,HSX,8630,0.7163450649416891,0.8826901298833784,0.55,32390389600.0,15.95,8
2025-03-12,TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2770,0.7157526808753487,0.7815053617506975,0.65,8002411800.0,137.0,9
2025-03-12,GEE,CTCP Điện lực Gelex,HSX,2730,0.6898046868461318,0.9796093736922636,0.4,38021413100.0,71.0,10
2025-03-12,CTG,Ngân hàng TMCP Công Thương Việt Nam,HSX,8350,0.6763019482180336,0.7526038964360672,0.6,290934889200.0,42.65,11
2025-03-12,SBT,CTCP Thành Thành Công - Biên Hòa,HSX,3570,0.6614189615064834,0.8228379230129669,0.5,29970418800.0,15.0,12
2025-03-12,BKC,CTCP Khoáng sản Bắc Kạn,HNX,1770,0.6590330248219538,0.9180660496439075,0.4,2429006600.0,69.0,13
2025-03-12,HTN,CTCP Hưng Thịnh Incons,HSX,2350,0.6569293803777597,0.8638587607555195,0.45,7718914580.0,11.55,14
2025-03-12,BSI,CTCP Chứng khoán BIDV,HSX,8780,0.6519876474561157,0.9039752949122313,0.4,26833523400.0,56.5,15
2025-03-12,VCI,CTCP Chứng Khoán Vietcap,HSX,8780,0.6492242886056795,0.698448577211359,0.6,250656750500.0,39.25,16
2025-03-12,BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,HSX,8630,0.6490597609664848,0.8981195219329694,0.4,29995806800.0,80.6,17
2025-03-12,VDS,CTCP Chứng khoán Rồng Việt,HSX,8780,0.6424595490853093,0.6349190981706185,0.65,30410489000.0,20.7,18
2025-03-12,PHR,CTCP Cao su Phước Hòa,HSX,1350,0.6407761225332289,0.8815522450664578,0.4,26282049600.0,64.2,19
2025-03-12,SCR,CTCP Địa ốc Sài Gòn Thương Tín,HSX,8630,0.6400113849185906,0.9300227698371811,0.35,14683708660.0,6.7,20
2025-03-13,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,UPCOM,1770,0.8177069081605084,0.7354138163210168,0.9,3465090400.0,22.6,1
2025-03-13,NRC,CTCP Tập đoàn NRC,HNX,8630,0.7982322372277303,0.7964644744554605,0.8,5564866000.0,5.7,2
2025-03-13,CTP,CTCP Tập đoàn CTP Group,HNX,3570,0.7651451095187369,0.8302902190374738,0.7,4745943800.0,37.8,3
2025-03-13,IPA,CTCP Tập đoàn Đầu tư I.P.A,HNX,8770,0.7331383054204312,0.9162766108408623,0.55,2393180800.0,14.2,4
2025-03-13,JVC,CTCP Đầu tư y tế - Dược phẩm Việt Nam,HSX,4530,0.7312718244622328,0.9625436489244656,0.5,3674795380.0,5.44,5
2025-03-13,NAG,CTCP Tập đoàn Nagakawa,HNX,2350,0.7208605877109499,0.8417211754218997,0.6,6667828800.0,13.2,6
2025-03-13,SBT,CTCP Thành Thành Công - Biên Hòa,HSX,3570,0.6880238655016571,0.8260477310033141,0.55,30729131000.0,14.9,7
2025-03-13,GEE,CTCP Điện lực Gelex,HSX,2730,0.684027204076709,0.968054408153418,0.4,39171906700.0,68.0,8
2025-03-13,PHR,CTCP Cao su Phước Hòa,HSX,1350,0.6815328941558897,0.9130657883117793,0.45,27597278600.0,65.3,9
2025-03-13,TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2770,0.664867777922981,0.7297355558459621,0.6,8064900600.0,136.4,10
2025-03-13,BKC,CTCP Khoáng sản Bắc Kạn,HNX,1770,0.6560280174586541,0.8620560349173082,0.45,2492204000.0,65.1,11
2025-03-13,CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,HSX,2350,0.6425091892730888,0.7350183785461774,0.55,22679765200.0,22.1,12
2025-03-13,SGP,CTCP Cảng Sài Gòn,UPCOM,2770,0.6383354861606394,0.5766709723212788,0.7,11206523400.0,35.8,13
2025-03-13,VND,CTCP Chứng khoán VNDIRECT,HSX,8780,0.6340740041679377,0.8181480083358754,0.45,181184198200.0,14.95,14
2025-03-13,DPR,CTCP Cao su Đồng Phú,HSX,1350,0.6330514067383495,0.8161028134766989,0.45,32142741800.0,47.45,15
2025-03-13,VCI,CTCP Chứng Khoán Vietcap,HSX,8780,0.6319547669442392,0.6639095338884785,0.6,255239215000.0,38.85,16
2025-03-13,CTG,Ngân hàng TMCP Công Thương Việt Nam,HSX,8350,0.6297955518643735,0.709591103728747,0.55,278385199800.0,42.3,17
2025-03-13,TRC,CTCP Cao su Tây Ninh,HSX,1350,0.6291768616431623,0.7583537232863248,0.5,17655288000.0,79.1,18
2025-03-13,BSI,CTCP Chứng khoán BIDV,HSX,8780,0.6205933402352204,0.8911866804704408,0.35,27623275200.0,55.8,19
2025-03-13,HHV,CTCP Đầu tư Hạ tầng giao thông Đèo Cả,HSX,2350,0.6046387277359876,0.5092774554719752,0.7,106004239100.0,12.5,20
2025-03-14,MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,UPCOM,1770,0.8303844419480897,0.7107688838961794,0.95,3403008800.0,23.4,1
2025-03-14,JVC,CTCP Đầu tư y tế - Dược phẩm Việt Nam,HSX,4530,0.7741399641820612,0.9482799283641223,0.6,3726342260.0,5.38,2
2025-03-14,GEE,CTCP Điện lực Gelex,HSX,2730,0.7106243833133714,0.9712487666267428,0.45,40265957900.0,69.5,3
2025-03-14,NRC,CTCP Tập đoàn NRC,HNX,8630,0.7082740090414905,0.716548018082981,0.7,5601112000.0,5.6,4
2025-03-14,IPA,CTCP Tập đoàn Đầu tư I.P.A,HNX,8770,0.6971332130877173,0.8942664261754345,0.5,2479885600.0,14.2,5
2025-03-14,BKC,CTCP Khoáng sản Bắc Kạn,HNX,1770,0.6892109094882657,0.7284218189765314,0.65,2509079200.0,63.4,6
