date,symbol,name,exchange,icbCode,industryCode,lead_prob_20d,lead_prob_from_current_action,lead_prob_from_historical_analogs,expected_return_20d_from_analogs,expected_drawdown_20d_from_analogs,close_vs_ma20,close_vs_ma50,dist_to_52w_high,rs20,rs60,vol_thrust20,accum20,median_traded_value_20d
2026-04-24,HTT,CTCP Thương mại Hà Tây,UPCOM,35101010,8630,0.7472731650668136,0.7472731650668136,,,,0.15107913669064765,0.11888111888111896,-0.11111111111111105,0.03496020359363272,0.009354336937871133,,2.0,0.0
2026-04-24,VIC,Tập đoàn Vingroup - CTCP,HSX,35101010,8630,0.6843220894025203,0.9686441788050405,0.4,0.05700406921601302,-0.09514861633988678,0.2762116790517164,0.36451363870303655,-0.2395123700250985,0.491650572048707,0.2917001652329133,1.1011817319067614,1.0,612114970.0
2026-04-24,LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,HSX,35101010,8630,0.6271630330992994,0.7543260661985989,0.5,0.07522431309316406,-0.041489551713812196,0.10181818181818181,0.08283896790794065,-0.10355029585798825,0.15460306073648966,-0.025677510195886932,0.8504672897196262,2.0,432172.99999999994
2026-04-24,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,HSX,35101010,8630,0.588923749241296,0.977847498482592,0.2,-0.028639894538262205,-0.08680238234766771,0.18960244648318025,0.38591990879293125,-0.017676767676767735,0.2522429208763497,0.5653543369378712,1.26877491222976,3.0,425315595.0
2026-04-24,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,HSX,35101015,8630,0.5815133302659904,0.5130266605319808,0.65,0.1767769637706902,-0.008125778427757668,0.030472545267187012,0.10201511335012592,-0.35304990757855825,-0.05999274764674367,0.14941948351767576,1.1535401821149232,1.0,187769800.0
2026-04-24,HHS,CTCP Đầu tư dịch vụ Hoàng Huy,HSX,35101015,8630,0.547687164599871,0.445374329199742,0.65,0.243466608627278,-0.027143451499050997,-0.014267185473410993,0.08763206960845249,-0.34158415841584155,-0.08482001618658708,0.16086948845302274,1.0050166167532255,1.0,51933637.5
2026-04-24,TDH,CTCP Phát triển Nhà Thủ Đức,HSX,35101010,8630,0.5364404331077346,0.9228808662154693,0.15,0.02898157812865808,-0.11753073687164739,0.19957817031373581,0.20792184347456732,-0.2222222222222222,0.08947148178912134,0.11641029800843061,44.25853658536585,5.0,152053.0
2026-04-24,LSG,CTCP Bất động sản Sài Gòn Vi Na,UPCOM,35101015,8630,0.5252725039551736,0.6505450079103472,0.4,0.12424046494555818,-0.04214105604743228,0.03137710633352686,0.016667621284151446,-0.11250000000000004,-0.04819544672619691,0.08838169256097139,1.8375,2.0,825560.0
2026-04-24,VHM,CTCP Vinhomes,HSX,35101010,8630,0.5209664506287606,0.941932901257521,0.1,-0.020554152264934133,-0.09249927819406749,0.10727728983688811,0.267709324666463,-0.0890322580645162,0.2629768471442566,0.16200739816236076,1.0887798730815967,2.0,718311775.0
2026-04-24,EVG,CTCP Tập đoàn Everland,HSX,35101010,8630,0.5145308884971925,0.3290617769943851,0.7,0.06211535399088271,-0.040996549667767355,0.005267118133935211,-0.00041898605375012554,-0.4502057613168725,-0.07384121170933078,-0.08180212564716283,1.9884678747940692,3.0,3122273.0
2026-04-24,PXA,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,UPCOM,35101010,8630,0.5135849474129296,0.5135849474129296,,,,0.05263157894736836,0.0714285714285714,-0.18181818181818188,0.017103060736489706,-0.09064566306212885,,1.0,0.0
2026-04-24,NRC,CTCP Tập đoàn NRC,HNX,35101010,8630,0.5068967489875261,0.8637934979750523,0.15,-0.01853833689211475,-0.08322810633065139,0.11384111384111373,0.14516672280229037,-0.11688311688311692,0.044645433617845454,0.14268767027120444,1.7508705745792223,4.0,8802020.0
2026-04-24,SIP,CTCP Đầu tư Sài Gòn VRG,HSX,35101015,8630,0.500895448944669,0.401790897889338,0.6,-0.039447321543068944,-0.1395988700634514,-0.006098566012856521,0.015493432132030804,-0.1840324763193506,-0.06824176684971728,0.04900950935166415,0.9195307676476642,-1.0,14678070.0
2026-04-24,SJS,CTCP SJ Group,HSX,35101010,8630,0.4913105514241968,0.7826211028483936,0.2,-0.004552996725542513,-0.04812520484806965,0.12241986112432235,0.1601840563180872,-0.6722222222222223,0.08281950876878041,0.03365989249342671,2.41036717062635,4.0,1192992.5
2026-04-24,EFI,CTCP Đầu tư Tài chính Giáo dục,UPCOM,35101010,8630,0.4905707094066269,0.9811414188132538,0.0,-0.07474780142743036,-0.15178890541755985,0.5885947046843176,0.8642447418738048,-0.025000000000000022,1.0587697274031562,0.9593543369378711,0.601593625498008,2.0,70955.0
2026-04-24,DXG,CTCP Tập đoàn Đất Xanh,HSX,35101010,8630,0.47671364471819877,0.2534272894363976,0.7,0.1289684200367745,-0.03158845436469652,0.009827177228058481,0.02124742974640159,-0.3918367346938776,-0.08734899405803076,-0.016789453911802088,0.7675122561116047,1.0,228693127.5
2026-04-24,STL,CTCP Sông Đà - Thăng Long,UPCOM,35101010,8630,0.4740207800977625,0.4740207800977625,,,,0.0,0.0,0.0,-0.1078969392635103,0.009354336937871133,,0.0,0.0
2026-04-24,PPI,CTCP Đầu tư và Phát triển dự án Hạ tầng Thái Bình Dương,UPCOM,35101010,8630,0.4740207800977625,0.4740207800977625,,,,0.0,0.0,0.0,-0.1078969392635103,0.009354336937871133,,0.0,0.0
2026-04-24,NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,HSX,35101010,8630,0.468224654039494,0.3864493080789879,0.55,0.12927321931904384,-0.01452751746572894,-0.01666560245195059,0.022766517015115673,-0.2037228541882109,-0.100043536122149,0.03739172011544112,1.0,1.0,784.5
2026-04-24,D11,CTCP Địa ốc 11,HNX,35101010,8630,0.4485020212150065,0.697004042430013,0.2,0.022877385619723068,-0.07043264084882835,0.05936073059360725,0.07447202667654684,-0.1145038167938931,-0.023784789730799893,0.12473895232248655,1.5,0.0,2045.0
2026-04-24,KSF,CTCP Tập đoàn Sunshine,HNX,35101015,8630,0.4479640174042932,0.8459280348085864,0.05,0.027706340375901577,-0.016012743799106006,0.07408046969435333,0.1287746806039487,-0.08169291338582674,0.006798401238281793,0.393627333970512,1.1666666666666667,2.0,2853600.0
2026-04-24,MBT,CTCP Bất động sản cho thuê Minh Bảo Tín,UPCOM,35101015,8630,0.42993088497256204,0.42993088497256204,,,,0.04947526236881572,0.04022191400832176,-0.3674698795180723,-0.002633781368773347,0.05935433693787118,1.0,0.0,1025.0
2026-04-24,FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,HSX,35101010,8630,0.41661620245343123,0.5332324049068624,0.3,0.07444749153944431,-0.035592368743703875,0.008212970829793331,0.008955900691531626,-0.11442786069651745,-0.08196033983987916,0.11494439904967224,,2.0,0.0
2026-04-24,IJC,CTCP Phát triển Hạ tầng Kỹ thuật,HSX,35101010,8630,0.4060570664148839,0.16211413282976786,0.65,0.07835767185593404,-0.03237018342968086,-0.01566212481210283,-0.015175036870294312,-0.39583333333333337,-0.1272206107610948,-0.055161792094386874,0.3658500244779805,2.0,23960310.0
2026-04-24,BVL,CTCP BV Land,UPCOM,35101010,8630,0.40203426191977465,0.6540685238395493,0.15,-0.0006667181147966217,-0.08016140240112095,0.14029468289557956,0.10189426767364118,-0.17209302325581388,0.0479472165806456,0.02649719408072826,0.5555555555555556,0.0,27285.0
2026-04-24,VPI,CTCP Phát triển Bất động sản Văn Phú,HSX,35101015,8630,0.39463450169510045,0.7392690033902009,0.05,-0.007701354080714989,-0.04054683163369251,0.021785561725758296,0.024428684003152012,-0.0401284109149278,-0.06789693926351026,0.10259016874774296,5.114709236031927,2.0,63692900.0
2026-04-24,HD8,CTCP Đầu tư phát triển nhà và đô thị HUD8,UPCOM,35101015,8630,0.3870034788618768,0.32400695772375365,0.45,0.12567877623066073,-0.027409540708911117,0.004243281471004501,0.02070155261644624,-0.202247191011236,-0.16123027259684364,0.03833984418424785,,-1.0,0.0
2026-04-24,PNT,CTCP Kỹ thuật Xây dựng Phú Nhuận,UPCOM,35101010,8630,0.3831402345104098,0.11628046902081954,0.65,0.11076571609975969,-0.016190356539162027,-0.010152284263959421,-0.1673783091374894,-0.2844036697247707,-0.13289693926351032,-0.1519359856427741,,-1.0,0.0
2026-04-24,HPX,CTCP Đầu tư Hải Phát,HSX,35101010,8630,0.38284794689485513,0.26569589378971026,0.5,0.087719793635222,-0.02552695508639095,-0.012092641934822512,-0.0272452068617558,-0.24213836477987416,-0.10163389124680888,-0.06550170912738795,0.6755555555555556,3.0,1602027.0
2026-04-24,DLG,CTCP Tập đoàn Đức Long Gia Lai,HSX,35101015,8630,0.38128411536601975,0.11256823073203946,0.65,0.14490527010675297,-0.02328005986892372,-0.06365071015255142,-0.04087937351821247,-0.295514511873351,-0.16108842862521244,-0.18399913738237061,0.5239575435936316,1.0,3758658.0
2026-04-24,VCR,CTCP Đầu tư và Phát triển Du lịch Vinaconex,UPCOM,35101010,8630,0.3647784829515226,0.42955696590304526,0.3,0.07761823588108921,-0.03411295881905691,-0.008849557522123908,0.08813928182807396,-0.16000000000000003,-0.1311527532169987,0.03374458084031018,,0.0,0.0
2026-04-24,TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,HSX,35101010,8630,0.33606527102299993,0.5721305420459999,0.1,0.004846817983686863,-0.03177021757078667,0.06930221481305088,0.03822230443730179,-0.11960784313725492,-0.07571303121753337,0.08609294605058093,,1.0,0.0
2026-04-24,VRC,CTCP Bất động sản và Đầu tư VRC,HSX,35101010,8630,0.3272176221563627,0.3544352443127254,0.3,0.012972549631282915,-0.04867345360459718,-0.013107170393215295,-0.027651169857186297,-0.22424242424242424,-0.19033421524917327,-0.03542178246511396,3.218543046357616,1.0,96615.0
2026-04-24,SZL,CTCP Sonadezi Long Thành,HSX,35101010,8630,0.3095930092497355,0.519186018499471,0.1,0.0058558188255381175,-0.031109596802796104,0.024816638199537833,0.04499631177772301,-0.037735849056603765,-0.1078969392635103,0.03965736724090141,0.9404388714733543,0.0,1562040.0
2026-04-24,KBC,Tổng Công ty Phát triển Đô Thị Kinh Bắc - CTCP,HSX,35101010,8630,0.29652158684331525,0.44304317368663054,0.15,0.011688801293311273,-0.06690578753609935,0.02410540500074876,0.04555181901559169,-0.20649651972157768,0.0061095753944702125,-0.04849690273155016,0.5670669773555596,2.0,112033160.0
2026-04-24,IDC,Tổng công ty IDICO - CTCP,HNX,35101010,8630,0.292291862578484,0.284583725156968,0.3,0.02355502173608607,-0.052533191347280475,-0.04502617801047115,-0.01829924650161463,-0.1297709923664122,-0.1676907536965,0.011552139135673323,0.8442216276592981,0.0,92034810.0
2026-04-24,NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,HNX,35101010,8630,0.28836943050311414,0.27673886100622835,0.3,0.0369215652143489,-0.016647358457738674,0.01941747572815533,-0.004361843352929995,-0.27586206896551724,-0.09828155464812571,-0.10081515458755264,0.8177399756986634,3.0,1693920.0
2026-04-24,ITA,CTCP Đầu tư và Công nghiệp Tân Tạo,UPCOM,35101010,8630,0.28701039004888124,0.4740207800977625,0.1,0.01833282106032334,-0.04520223382479528,0.0,0.0,0.0,-0.1078969392635103,0.009354336937871133,,0.0,0.0
2026-04-24,OGC,CTCP Tập đoàn Đại Dương,HSX,35101010,8630,0.2771379767184061,0.2542759534368122,0.3,0.026874558091226915,-0.03905882769085684,0.025128973206856475,-0.012504007694773889,-0.4460431654676259,-0.06735639872296972,-0.26933418765229267,3.2074966532797857,1.0,551799.5
2026-04-24,SZG,CTCP Sonadezi Giang Điền,UPCOM,35101015,8630,0.26505504674473634,0.5301100934894727,0.0,0.011585567208956505,-0.1314847649535044,0.02315264106474424,0.026254310824340932,-0.15366972477064222,0.010284878918307871,0.02588326255770579,,0.0,0.0
2026-04-24,KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,HSX,35101010,8630,0.26285307233651845,0.17570614467303694,0.35,0.04827196459298692,-0.06874598886566106,-0.012440929694281122,-0.025838121694128358,-0.32808398950131235,-0.13819996956654046,-0.1048325142732014,0.6528379891475984,2.0,90558650.0
2026-04-24,TDC,CTCP Kinh doanh và Phát triển Bình Dương,HSX,35101010,8630,0.259288394661155,0.26857678932231,0.25,0.030292353279487417,-0.009748277768854558,-0.0029592533576144886,-0.016172506738544645,-0.2601351351351352,-0.1078969392635103,-0.042593715010180944,0.9929078014184397,0.0,1543950.0
2026-04-24,TAL,CTCP Đầu tư Bất động sản Taseco,HSX,35101010,8630,0.25085726332529934,0.3517145266505987,0.15,-0.02128214645088005,-0.0793310522080374,0.010315026484527534,0.02333566765310513,-0.18525179856115115,-0.10011050989754833,-0.03696145253581318,0.9318298308559713,0.0,8680290.0
