test_month,base_n,base_hit_rate,base_avg_ret20,base_avg_mdd20,v2_n,v2_hit_rate,v2_avg_ret20,v2_avg_mdd20,cfg_w_sum,cfg_w_accel,cfg_w_vw,cfg_w_p20,cfg_w_crowd,cfg_min_slope50,cfg_min_slope100,cfg_max_dist20,cfg_min_breadth60,cfg_min_breadth_top20
2025-03,420,0.06428571428571428,-0.08296599812615477,-0.18101026999563852,260,0.03076923076923077,-0.10650213799680254,-0.16520177820206994,0.675941563107566,0.7760523990762134,1.0129452424372478,1.167553629433799,1.1177523556464906,-0.0009064625389024264,-0.019006182429060922,8.178819594572698,0.05577230680218782,0.4153183969337111
2025-04,400,0.41,0.07837311989426328,-0.07203577879228501,40,0.0,-0.08486832444233046,-0.22664405934814708,1.1796737800367951,1.1739683856755718,1.5526035805104788,0.6087034295037856,0.4898386966271462,-0.00493402374952907,-0.016437682632739654,4.2642285311074595,0.034083159226359135,0.41509015412254274
2025-05,400,0.265,0.02932366771472236,-0.047073970952366866,240,0.10416666666666667,-0.019337584273705164,-0.06519442339740841,1.9759587623366497,1.408261397687274,0.44381713554879226,0.7795782175459729,1.1350718010453213,-0.010994719643969426,-0.008852115369587368,8.138984256561258,0.03921802337898677,0.5504224876042568
2025-06,420,0.3047619047619048,0.036214177723333754,-0.05533089933196512,380,0.2710526315789474,0.04489078899542006,-0.045315977005320876,0.5855318307268873,1.297982610601793,0.6649986102735541,0.530848711545626,0.20233831632002364,-0.018844493701440937,-0.02354818292102468,4.391305661034918,0.03038380926768831,0.508204359700253
2025-07,460,0.41956521739130437,0.1035279836277095,-0.0323284162318346,440,0.47045454545454546,0.09170889631221463,-0.03741567406766443,1.2958232453539351,1.2763855935147488,1.6679645049400165,0.29302355440645694,1.0504624879460056,-0.008999131457130716,-0.005275586719093284,7.058777905721583,0.033710664500449725,0.4480444802628746
2025-08,420,0.1976190476190476,-0.0007220983380691115,-0.07645315200281978,400,0.1625,-0.021816350391494654,-0.08835017860454714,1.622263988441224,1.196060678511365,1.3755379240299208,0.4903682195952696,0.26699066190956205,0.012464403207192703,0.015043122832174238,8.716702580175589,0.031930588747901945,0.4507650110190568
2025-09,400,0.16,-0.03159904304632343,-0.10069528207198931,360,0.11666666666666667,-0.026646884783854914,-0.08686690124705759,2.0858417453778095,0.4131831381254492,0.6889877245198102,0.3295310103386441,1.0244763833388275,-0.016816509644381333,0.011289254397358978,8.843971102801493,0.03432046442348232,0.4385006294727326
2025-10,460,0.15217391304347827,-0.04615356661916688,-0.12075735940396419,0,,,,1.9620477409722499,0.5145284844264107,1.5185846100989977,0.81829369682987,0.7201763415168221,0.0008954680926800546,-0.0043696068395700435,3.8912806367169095,0.03283826183367657,0.5665223797349355
2025-11,400,0.15,-0.018666444282855597,-0.07615364725390378,0,,,,0.7203036496717634,1.4960723461290086,1.9278003797861318,1.0789381408470218,0.6044630713416691,0.0013930738995939287,-0.024346872027691396,3.3749542441023617,0.03023435901153009,0.44040687337729933
2025-12,460,0.1282608695652174,-0.0418530280953873,-0.10471746510756862,80,0.175,-0.004567617108333058,-0.08161560545685544,1.597410329453998,1.6870733039047774,1.6029596398515693,0.4451982070790717,0.9146804983431045,-0.011143237629396952,-0.027117299174575123,3.553320550185725,0.036831180224699694,0.4163880515166329
2026-01,400,0.2925,0.037706968137381176,-0.08101346143693894,240,0.24583333333333332,0.04453845426689536,-0.08114841865212599,2.1273598265219302,0.47902893252357237,0.8447331329940964,0.8642364908361091,0.3462523451312537,0.012280622219833639,-0.014939163097366969,6.8000304418266,0.03402783811013171,0.5460205844143566
2026-02,300,0.13666666666666666,-0.04204000172894216,-0.126782803260421,160,0.1,-0.04774361475304536,-0.11736851201607461,1.039555380295417,0.31949919440615804,0.6028721530993331,0.3254262959332543,0.688878970723517,-0.011777273992035622,0.0001860699533771555,6.379391394663379,0.03516747868020849,0.4442762043557205
2026-03,440,0.16363636363636364,-0.029669566473893526,-0.10354408107764038,60,0.06666666666666667,-0.10092180019983903,-0.1732749895147254,1.3162335131561798,0.8029001571342189,1.1958565729655666,0.4228619170164965,0.5431065899019711,-0.013301486716195719,-0.0013497698870045469,7.444872410563926,0.031447239081826124,0.5079342548223293
