date,symbol,name,exchange,industryCode,close,volume,traded_value_vnd,adv_apr_vnd
2026-04-08,ANV,CTCP Nam Việt,HSX,3570,24.65,1540700.0,37978255000.0,20842920750.0
2026-04-08,PET,Tổng CTCP Dịch vụ Tổng hợp Dầu khí,HSX,5370,49.55,751400.0,37231870000.0,30910886750.0
2026-04-08,CTR,Tổng CTCP Công trình Viettel,HSX,2350,87.3,423900.0,37006470000.0,26258533500.0
2026-04-08,VC3,CTCP Tập đoàn Nam Mê Kông,HNX,8630,26.7,1379600.0,36835320000.0,39297601500.0
2026-04-08,MST,CTCP Đầu tư MST,HNX,2350,8.6,4189300.0,36027980000.0,20768241500.0
2026-04-08,DPG,CTCP Tập đoàn Đạt Phương,HSX,2350,42.75,820100.0,35059275000.0,30389941500.0
2026-04-08,HVN,Tổng Công ty Hàng không Việt Nam - CTCP,HSX,5750,22.7,1542500.0,35014750000.0,17701866500.0
2026-04-08,HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,UPCOM,3570,6.4,5467800.0,34993920000.0,25863446000.0
2026-04-08,VFS,CTCP Chứng khoán Nhất Việt,HNX,8780,13.3,2401000.0,31933300000.0,16103112000.0
2026-04-08,VTP,Tổng CTCP Bưu chính Viettel,HSX,2770,74.8,422100.0,31573080000.0,39287927000.0
2026-04-08,SSB,Ngân hàng TMCP Đông Nam Á,HSX,8350,17.0,1785200.0,30348400000.0,32732698000.0
2026-04-08,IJC,CTCP Phát triển Hạ tầng Kỹ thuật,HSX,8630,10.2,2838000.0,28947600000.0,26524490250.0
2026-04-08,NAB,Ngân hàng TMCP Nam Á,HSX,8350,13.45,2134400.0,28707680000.0,22685905500.0
2026-04-08,MCH,CTCP Hàng tiêu dùng MASAN,HSX,3570,141.2,200700.0,28338840000.0,36678559000.0
2026-04-08,SZC,CTCP Sonadezi Châu Đức,HSX,8630,28.65,982700.0,28154355000.0,18207744750.0
2026-04-08,VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,HNX,1350,20.3,1342900.0,27260870000.0,21282963000.0
2026-04-08,NAF,CTCP Nafoods Group,HSX,3530,48.35,561700.0,27158195000.0,30897026250.0
2026-04-08,CDC,CTCP Chương Dương,HSX,2350,22.8,1164500.0,26550600000.0,17352344500.0
2026-04-08,LCG,CTCP Lizen,HSX,2350,9.96,2622400.0,26119104000.0,18666061100.0
2026-04-08,DPR,CTCP Cao su Đồng Phú,HSX,1350,41.35,627800.0,25959530000.0,18083265000.0
2026-04-08,DXS,CTCP Dịch vụ Bất động sản Đất Xanh,HSX,8630,7.54,3434600.0,25896884000.0,20239535250.0
2026-04-08,BWE,CTCP - Tổng Công Ty Nước - Môi Trường Bình Dương,HSX,7570,43.05,598300.0,25756815000.0,11161299500.0
2026-04-08,YEG,CTCP Tập đoàn Yeah1,HSX,5750,10.1,2539300.0,25646930000.0,11071321900.0
2026-04-08,AAS,CTCP chứng khoán SmartInvest,UPCOM,8780,9.1,2739000.0,24924900000.0,6826690000.0
2026-04-08,VOS,CTCP Vận tải Biển Việt Nam,HSX,2770,12.9,1928800.0,24881520000.0,13737443750.0
2026-04-08,CRC,CTCP Create Capital Việt Nam,HSX,2350,9.36,2532600.0,23705136000.0,34915227200.0
2026-04-08,GEG,CTCP Điện Gia Lai,HSX,7530,15.6,1511800.0,23584080000.0,19439764000.0
2026-04-08,MZG,CTCP MiZa,UPCOM,1730,13.3,1764600.0,23469180000.0,4835142500.0
2026-04-08,VDS,CTCP Chứng khoán Rồng Việt,HSX,8780,15.35,1506800.0,23129380000.0,9485414250.0
2026-04-08,PTB,CTCP Phú Tài,HSX,2350,49.35,467600.0,23076060000.0,5908554250.0
2026-04-08,SIP,CTCP Đầu tư Sài Gòn VRG,HSX,8630,61.3,374400.0,22950720000.0,14948458500.0
2026-04-08,BVB,Ngân hàng TMCP Bản Việt,UPCOM,8350,12.6,1792000.0,22579200000.0,17088588500.0
2026-04-08,CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,HSX,2350,23.05,882800.0,20348540000.0,13461304250.0
2026-04-08,TAL,CTCP Đầu tư Bất động sản Taseco,HSX,8630,45.5,435900.0,19833450000.0,11712059500.0
2026-04-08,PHR,CTCP Cao su Phước Hòa,HSX,1350,63.0,314700.0,19826100000.0,11863825000.0
2026-04-08,PAN,CTCP Tập đoàn PAN,HSX,3570,31.9,613100.0,19557890000.0,23982334750.0
2026-04-08,HBC,CTCP Tập đoàn Xây dựng Hòa Bình,UPCOM,2350,5.1,3708200.0,18911820000.0,6025517500.0
2026-04-08,KSB,CTCP Khoáng sản và Xây dựng Bình Dương,HSX,1770,16.1,1147100.0,18468310000.000004,19096425250.0
2026-04-08,DXP,CTCP Cảng Đoạn Xá,HNX,2770,13.9,1319600.0,18342440000.0,7307849500.0
2026-04-08,CMG,CTCP Tập đoàn Công nghệ CMC,HSX,9530,29.3,585000.0,17140500000.0,8415571000.0
2026-04-08,FCN,CTCP FECON,HSX,2350,13.3,1279900.0,17022670000.0,12992075250.0
2026-04-08,AGR,CTCP Chứng khoán Agribank,HSX,8780,15.3,1084800.0,16597440000.0,5020422750.0
2026-04-08,BVS,CTCP Chứng khoán Bảo Việt,HNX,8780,28.4,578000.0,16415200000.0,5018899000.0
2026-04-08,KDC,CTCP Tập đoàn KIDO,HSX,3570,48.8,336200.0,16406560000.0,20452667500.0
2026-04-08,VGT,Tập đoàn Dệt may Việt Nam,UPCOM,3760,12.3,1313900.0,16160970000.0,8334332000.0
2026-04-08,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,HSX,7530,26.2,602200.0,15777640000.0,23502847500.0
2026-04-08,PAC,CTCP Pin Ắc quy miền Nam,HSX,3720,24.7,622200.0,15368340000.0,14639752250.0
2026-04-08,KOS,CTCP Kosy,HSX,8630,38.65,363800.0,14060870000.0,15048106500.0
2026-04-08,CSV,CTCP Hóa chất Cơ bản miền Nam,HSX,1350,27.35,493000.0,13483550000.0,15578621000.0
2026-04-08,TIG,CTCP Tập đoàn Đầu tư Thăng Long,HNX,8630,7.0,1921800.0,13452600000.0,4966233500.0
2026-04-08,DHC,CTCP Đông Hải Bến Tre,HSX,1730,35.35,376700.0,13316345000.0,9514276750.0
2026-04-08,TLG,CTCP Tập đoàn Thiên Long,HSX,3720,50.4,261800.0,13194720000.0,12173497500.0
2026-04-08,ABB,Ngân hàng TMCP An Bình,UPCOM,8350,14.9,861300.0,12833370000.0,11646136500.0
2026-04-08,NTL,CTCP Phát triển đô thị Từ Liêm,HSX,8630,16.3,713000.0,11621900000.0,7986686500.0
2026-04-08,LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,HNX,1350,16.7,686200.0,11459540000.0,8304948500.0
2026-04-08,DSE,CTCP Chứng khoán DNSE,HSX,8780,24.25,471700.0,11438725000.0,8906064000.0
2026-04-08,BMI,Tổng CTCP Bảo Minh,HSX,8530,15.85,706600.0,11199610000.0,6872621250.0
2026-04-08,VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,UPCOM,2750,33.6,331800.0,11148480000.0,8948186500.0
2026-04-08,MSH,CTCP May Sông Hồng,HSX,3760,37.45,294300.0,11021535000.0,8567991250.0
2026-04-08,SBT,CTCP Thành Thành Công - Biên Hòa,HSX,3570,21.95,492500.0,10810375000.0,9999195750.0
2026-04-08,TV2,CTCP Tư vấn Xây dựng Điện 2,HSX,2790,37.15,283500.0,10532025000.0,16097597750.0
2026-04-08,HHP,CTCP HHP Global,HSX,1730,12.5,833600.0,10420000000.0,10671436750.0
2026-04-08,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,HSX,7530,11.8,847400.0,9999320000.0,6296054250.0
2026-04-08,SCR,CTCP Địa ốc Sài Gòn Thương Tín,HSX,8630,6.2,1611100.0,9988820000.0,11467740700.0
2026-04-08,HQC,CTCP Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,HSX,8630,2.64,3717300.0,9813672000.0,6480416850.0
2026-04-08,DTD,CTCP Đầu tư Phát triển Thành Đạt,HNX,2350,17.7,546100.0,9665970000.0,4893936000.0
2026-04-08,AAA,CTCP Nhựa An Phát Xanh,HSX,1350,7.09,1360000.0,9642400000.0,6598105950.0
2026-04-08,KLB,Ngân hàng TMCP Kiên Long,HSX,8350,14.2,662400.0,9406080000.0,5192896500.0
2026-04-08,DRI,CTCP Đầu tư Cao su Đắk Lắk,UPCOM,1350,13.0,712000.0,9256000000.0,8406146000.0
2026-04-08,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,HSX,2770,54.2,166600.0,9029720000.0,6927218500.0
2026-04-08,QNS,CTCP Đường Quảng Ngãi,UPCOM,3570,47.6,188600.0,8977360000.0,5917604000.0
2026-04-08,QTP,CTCP Nhiệt điện Quảng Ninh,UPCOM,7530,12.9,688200.0,8877780000.0,7139067000.0
2026-04-08,VGS,CTCP Ống thép Việt - Đức VG PIPE,HNX,1750,24.3,354500.0,8614350000.0,9638568500.0
2026-04-08,VAB,Ngân hàng TMCP Việt Á,HSX,8350,10.45,796100.0,8319245000.0,4618270000.0
2026-04-08,SBS,CTCP Chứng khoán SBS,UPCOM,8780,5.5,1476800.0,8122400000.0,3190455000.0
2026-04-08,PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,HNX,1350,23.0,340000.0,7820000000.0,6929529500.0
2026-04-08,NTP,CTCP Nhựa Thiếu Niên Tiền Phong,HNX,2350,56.8,135700.0,7707760000.0,10016196500.0
2026-04-08,AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,HSX,8630,12.75,602900.0,7686975000.0,4346919750.0
2026-04-08,TCO,CTCP Janus Group,HSX,2770,12.4,605000.0,7502000000.0,5855818000.0
2026-04-08,TDP,CTCP Thuận Đức,HSX,1350,29.55,252400.0,7458420000.0,9149152500.0
2026-04-08,NRC,CTCP Tập đoàn NRC,HNX,8630,5.8,1277300.0,7408340000.0,9432599000.0
2026-04-08,CTF,CTCP City Auto,HSX,3350,18.7,382900.0,7160230000.0,5925572250.0
2026-04-08,TRC,CTCP Cao su Tây Ninh,HSX,1350,72.0,98900.0,7120800000.0,2990075500.0
2026-04-08,ELC,CTCP Công nghệ - Viễn thông ELCOM,HSX,9530,18.3,385100.0,7047330000.0,5305991000.0
2026-04-08,SGR,Tổng CTCP Địa ốc Sài Gòn,HSX,8630,15.75,425100.0,6695325000.0,2084190250.0
2026-04-08,DRC,CTCP Cao Su Đà Nẵng,HSX,3350,13.4,473600.0,6346240000.0,3378949000.0
2026-04-08,TV1,CTCP Tư vấn Xây dựng Điện 1,UPCOM,2790,33.3,186000.0,6193800000.0,3951239000.0
2026-04-08,EVG,CTCP Tập đoàn Everland,HSX,8630,6.61,924500.0,6110945000.0,4442221050.0
2026-04-08,F88,CTCP Đầu tư F88,UPCOM,8770,132.5,44200.0,5856500000.0,13549421500.0
2026-04-08,FUEVFVND,Quỹ ETF DCVFMVN DIAMOND,HSX,8990,37.05,156800.0,5809440000.0,34090812750.0
2026-04-08,HT1,CTCP Xi Măng Vicem Hà Tiên,HSX,2350,15.1,384200.0,5801420000.0,5434771250.0
2026-04-08,TVN,Tổng Công ty Thép Việt Nam - CTCP,UPCOM,1750,8.4,685600.0,5759040000.0,4292980000.0
2026-04-08,GIL,CTCP Sản xuất kinh doanh Xuất nhập khẩu Bình Thạnh,HSX,3760,13.85,412100.0,5707585000.0,2739649000.0
2026-04-08,APG,CTCP Chứng khoán APG,HSX,8780,5.35,1059600.0,5668860000.0,3816806350.0
2026-04-08,C4G,CTCP Tập đoàn CIENCO4,UPCOM,2350,7.3,755400.0,5514420000.0,2995619500.0
2026-04-08,TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2770,173.2,31100.0,5386520000.0,7608924000.0
2026-04-08,DSH,CTCP Đầu tư Hạ tầng Đông Sơn,UPCOM,2350,14.4,362000.0,5212800000.0,5307313500.0
2026-04-08,LHC,CTCP Đầu tư và Xây dựng Thủy lợi Lâm Đồng,HNX,2350,102.0,50400.0,5140800000.0,2065912000.0
2026-04-08,DLG,CTCP Tập đoàn Đức Long Gia Lai,HSX,8630,2.9,1738900.0,5042810000.0,3085603200.0
2026-04-08,NNC,CTCP Đá Núi Nhỏ,HSX,2350,43.5,111800.0,4863300000.0,2825013500.0
2026-04-08,PPC,CTCP Nhiệt điện Phả Lại,HSX,7530,10.35,467300.0,4836555000.0,4142745250.0
2026-04-08,FUEVN100,Quỹ ETF VINACAPITALVN100,HSX,8990,25.4,187900.0,4772660000.0,2412779900.0
2026-04-08,VIP,CTCP Vận tải Xăng dầu VIPCO,HSX,2770,11.8,396600.0,4679880000.0,2425801000.0
2026-04-08,SHI,CTCP Quốc tế Sơn Hà,HSX,3720,14.15,312200.0,4417630000.0,4020070250.0
2026-04-08,PPT,CTCP Petro Times,HNX,0580,15.7,280100.0,4397570000.0,3335462000.0
2026-04-08,LDG,CTCP Đầu tư LDG,HSX,8630,3.63,1201800.0,4362534000.0,2670602250.0
2026-04-08,PVP,CTCP Vận tải Dầu khí Thái Bình Dương,HSX,2770,14.8,294500.0,4358600000.0,12837053250.0
2026-04-08,HID,CTCP Halcom Việt Nam,HSX,2350,5.05,841300.0,4248565000.0,3336519300.0
2026-04-08,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,HSX,2350,13.35,317800.0,4242630000.0,2430573250.0
2026-04-08,C69,CTCP Xây dựng 1369,HNX,2350,16.0,260800.0,4172800000.0,8752466000.0
2026-04-08,BMS,CTCP Chứng khoán Bảo Minh,UPCOM,8780,14.9,277900.0,4140710000.0,2730370000.0
2026-04-08,TCI,CTCP Chứng Khoán Thành Công,HSX,8780,10.45,385900.0,4032655000.0,2347970200.0
2026-04-08,AAV,CTCP AAV Group,HNX,8630,8.6,455100.0,3913860000.0,8279083500.0
2026-04-08,HAX,CTCP Dịch Vụ Ô Tô Hàng Xanh,HSX,3350,10.5,368300.0,3867150000.0,3015787500.0
2026-04-08,PVI,CTCP PVI,HNX,8770,78.5,49200.0,3862200000.0,4413829000.0
2026-04-08,NVB,Ngân hàng TMCP Quốc Dân,HNX,8350,11.0,349600.0,3845600000.0,2701342500.0
2026-04-08,IDI,CTCP Đầu tư và Phát triển Đa quốc gia I.D.I,HSX,3570,6.8,560400.0,3810720000.0,3076046300.0
2026-04-08,MIG,Tổng CTCP Bảo hiểm Quân Đội,HSX,8530,19.3,196700.0,3796310000.0,4774602750.0
2026-04-08,L40,CTCP Đầu tư và Xây dựng 40,HNX,2350,63.4,59300.0,3759620000.0,5073916500.0
2026-04-08,SMC,CTCP Đầu tư Thương mại SMC,HSX,1750,12.5,294000.0,3675000000.0,6639947500.0
2026-04-08,VCS,CTCP Vicostone,HNX,2350,40.9,87800.0,3591020000.0,2194354500.0
2026-04-08,HNM,CTCP Sữa Hà Nội,UPCOM,3570,8.3,427800.0,3550740000.0,3676815500.0
2026-04-08,BFC,CTCP Phân bón Bình Điền,HSX,1350,56.2,61800.0,3473160000.0,14150434000.0
2026-04-08,TIN,Công ty Tài chính Cổ phần Tín Việt,UPCOM,8350,166.7,20800.0,3467360000.0,6392887500.0
2026-04-08,NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,HNX,8630,10.2,331100.0,3377220000.0,2222684500.0
2026-04-08,VTO,CTCP Vận tải Xăng dầu Vitaco,HSX,2770,11.85,282300.0,3345255000.0,2270741500.0
2026-04-08,DHA,CTCP Hóa An,HSX,2350,45.7,72000.0,3290400000.0,2320397500.0
2026-04-08,VBB,Ngân hàng TMCP Việt Nam Thương Tín,UPCOM,8350,11.7,274500.0,3211650000.0,3689132000.0
2026-04-08,BIC,Tổng CTCP Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,HSX,8530,24.05,122300.0,2941315000.0,2193209000.0
2026-04-08,NSH,CTCP Tập đoàn Nhôm Sông Hồng Shalumi,HNX,1750,5.6,518700.0,2904720000.0,2295457000.0
2026-04-08,VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - CTCP,UPCOM,2350,39.4,73500.0,2895900000.0,4569757500.0
2026-04-08,PHP,CTCP Cảng Hải Phòng,UPCOM,2770,33.5,83800.0,2807300000.0,3828200500.0
2026-04-08,KSV,Tổng Công ty Khoáng sản TKV - CTCP,HNX,1770,157.8,17700.0,2793060000.0,4226229000.0
2026-04-08,KSF,CTCP Tập đoàn Sunshine,HNX,8630,83.4,32000.0,2668800000.0,3867044500.0
2026-04-08,PVB,CTCP Bọc ống Dầu khí Việt Nam,HNX,0570,28.9,91500.0,2644350000.0,2995279500.0
2026-04-08,D2D,CTCP Phát triển Đô thị Công nghiệp Số 2,HSX,8630,36.5,71700.0,2617050000.0,2139230250.0
2026-04-08,QCG,CTCP Quốc Cường - Gia Lai,HSX,8630,13.5,179500.0,2423250000.0,7736407500.0
2026-04-08,LHG,CTCP Long Hậu,HSX,8630,28.4,83400.0,2368560000.0,2052884000.0
2026-04-08,PCH,CTCP Picomat Holding,HNX,1350,20.4,109700.0,2237880000.0,2306596500.0
2026-04-08,BIG,CTCP Đầu tư BIG Group Holdings,UPCOM,2350,6.3,334800.0,2109240000.0,3691667000.0
2026-04-08,G36,Tổng Công ty 36 - CTCP,UPCOM,2350,11.1,188500.0,2092350000.0,2150777500.0
2026-04-08,HPA,CTCP Phát triển Nông nghiệp Hòa Phát,HSX,3570,38.5,52500.0,2021250000.0,3362614750.0
2026-04-08,DVM,CTCP Dược liệu Việt Nam,HNX,4570,7.1,258400.0,1834640000.0,3625846000.0
2026-04-08,PIV,CTCP PIV,UPCOM,5370,6.6,270200.0,1783320000.0,2549700000.0
2026-04-08,HTN,CTCP Hưng Thịnh Incons,HSX,2350,7.25,157300.0,1140425000.0,2123598250.0
2026-04-08,SJS,CTCP SJ Group,HSX,8630,49.3,19600.0,966280000.0,2407114750.0
2026-04-08,TNT,CTCP Tập đoàn TNT,HSX,1770,8.78,74700.0,655866000.0,2247585850.0
2026-04-08,VTD,CTCP Vietourist Holdings,UPCOM,5750,6.2,22000.0,136400000.0,2141675000.0
2026-04-08,POM,CTCP Thép POMINA,UPCOM,1750,3.9,0.0,0.0,2036656500.0
2026-04-09,HPG,CTCP Tập đoàn Hòa Phát,HSX,1750,28.25,51607600.0,1457914700000.0,997797551500.0
2026-04-09,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,HSX,8630,16.7,81700700.0,1364401690000.0,527076817750.0
2026-04-09,SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,HSX,8350,15.5,85696800.0,1328300400000.0,1110419437750.0
2026-04-09,VIX,CTCP Chứng khoán VIX,HSX,8780,18.0,55459800.0,998276400000.0,645008597000.0
2026-04-09,SSI,CTCP Chứng khoán SSI,HSX,8780,28.75,28819900.0,828572125000.0,670251339250.0
2026-04-09,STB,Ngân hàng TMCP Sài Gòn Thương Tín,HSX,8350,66.3,11522600.0,763948380000.0,414522068500.0
2026-04-09,VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam,HSX,2350,22.95,28051500.0,643781925000.0,231058775750.0
2026-04-09,TCB,Ngân hàng TMCP Kỹ thương Việt Nam,HSX,8350,30.9,20809500.0,643013550000.0,457963616750.0
2026-04-09,GEX,CTCP Tập đoàn GELEX,HSX,2730,40.5,15775400.0,638903700000.0,348710901250.0
2026-04-09,VHM,CTCP Vinhomes,HSX,8630,122.0,5205200.0,635034400000.0,847008785500.0
2026-04-09,DXG,CTCP Tập đoàn Đất Xanh,HSX,8630,15.2,39864800.0,605944960000.0,247937660000.0
2026-04-09,CII,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,HSX,2350,18.9,28967000.0,547476300000.0,400900220250.0
2026-04-09,MSN,CTCP Tập đoàn MaSan,HSX,3570,78.0,6333100.0,493981800000.0,468306873000.0
2026-04-09,FPT,CTCP FPT,HSX,9530,78.3,6272100.0,491105430000.0,626942025000.0
2026-04-09,SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,HNX,8780,18.0,22358200.0,402447600000.0,278022010000.0
2026-04-09,MBB,Ngân hàng TMCP Quân Đội,HSX,8350,26.5,14977100.0,396893150000.0,406029200250.0
2026-04-09,VIC,Tập đoàn Vingroup - CTCP,HSX,8630,149.2,2623100.0,391366520000.0,779088209000.0
2026-04-09,VCB,Ngân hàng TMCP Ngoại thương Việt Nam,HSX,8350,59.4,6217700.0,369331380000.0,483473008000.0
2026-04-09,DGC,CTCP Tập đoàn Hóa chất Đức Giang,HSX,1350,53.1,6912700.0,367064370000.0,178170055000.0
2026-04-09,HHV,CTCP Đầu tư Hạ tầng giao thông Đèo Cả,HSX,2350,12.9,26653800.0,343834020000.0,98435743250.0
2026-04-09,BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,HSX,8350,40.6,8138800.0,330435280000.0,312674509500.0
2026-04-09,PDR,CTCP Phát triển Bất động sản Phát Đạt,HSX,8630,16.7,19572500.0,326860750000.0,161810446250.0
2026-04-09,CEO,CTCP Tập đoàn C.E.O,HNX,8630,17.3,18689600.0,323330080000.0,204707999000.0
2026-04-09,VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,HSX,8350,27.1,11852400.0,321200040000.0,384020690750.0
2026-04-09,VCI,CTCP Chứng Khoán Vietcap,HSX,8780,28.0,10773500.0,301658000000.0,240382301250.0
2026-04-09,EIB,Ngân hàng TMCP Xuất Nhập Khẩu Việt Nam,HSX,8350,22.6,13137000.0,296896200000.0,283547091000.0
2026-04-09,HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,HSX,8780,25.2,11729800.0,295590960000.0,433223341000.0
2026-04-09,MWG,CTCP Đầu tư Thế giới Di động,HSX,5370,80.7,3649300.0,294498510000.0,532960338500.0
2026-04-09,HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,HSX,8350,26.05,9923000.0,258494150000.0,325652722250.0
2026-04-09,DIG,Tổng CTCP Đầu tư Phát triển Xây dựng,HSX,8630,14.55,16838800.0,245004540000.0,146101815250.0
2026-04-09,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,HSX,8630,17.15,13032300.0,223503945000.0,189263535000.0
2026-04-09,BSR,CTCP Lọc - Hóa dầu Bình Sơn,HSX,0530,25.0,8885200.0,222130000000.0,324404446000.0
2026-04-09,CTG,Ngân hàng TMCP Công Thương Việt Nam,HSX,8350,35.0,6309300.0,220825500000.0,249687312000.0
2026-04-09,VCK,CTCP Chứng khoán VPS,HSX,8780,37.3,5912900.0,220551170000.0,189499848500.0
2026-04-09,VND,CTCP Chứng khoán VNDIRECT,HSX,8780,16.85,12273000.0,206800050000.0,162877127750.0
2026-04-09,GEL,CTCP Hạ tầng Gelex,HSX,8630,35.8,5708300.0,204357140000.0,147874847250.0
2026-04-09,VNM,CTCP Sữa Việt Nam,HSX,3570,61.8,2921000.0,180517800000.0,236670584500.0
2026-04-09,VJC,CTCP Hàng không VIETJET,HSX,5750,166.0,1032800.0,171444800000.0,229594823000.0
2026-04-09,KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,HSX,8630,26.2,6210500.0,162715100000.0,102785854500.0
2026-04-09,KBC,Tổng Công ty Phát triển Đô Thị Kinh Bắc - CTCP,HSX,8630,33.9,4697500.0,159245250000.0,106707670250.0
2026-04-09,VRE,CTCP Vincom Retail,HSX,8630,27.6,5733600.0,158247360000.0,244103740000.0
2026-04-09,VSC,CTCP Container Việt Nam,HSX,2770,24.9,5950100.0,148157490000.0,141052574250.0
2026-04-09,PVD,Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí,HSX,0570,32.4,4507200.0,146033280000.0,117829285500.0
2026-04-09,PVS,Tổng CTCP Dịch vụ Kỹ thuật Dầu khí Việt Nam,HNX,0570,37.5,3761400.0,141052500000.0,162602149000.0
2026-04-09,NLG,CTCP Đầu tư Nam Long,HSX,8630,29.4,4602000.0,135298800000.0,82592236750.0
2026-04-09,TCX,CTCP Chứng khoán Kỹ thương,HSX,8780,51.7,2597600.0,134295920000.0,73770587000.0
2026-04-09,PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,HSX,3760,110.0,1176800.0,129448000000.0,113712349000.0
2026-04-09,HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,HSX,8630,19.2,6718900.0,129002880000.0,49694808000.0
2026-04-09,PC1,CTCP Tập đoàn PC1,HSX,2350,26.85,4737500.0,127201875000.0,180770509500.0
2026-04-09,HUT,CTCP Tasco,HNX,2350,17.3,7138400.0,123494320000.0,42989321000.0
2026-04-09,ACB,Ngân hàng TMCP Á Châu,HSX,8350,23.85,5141500.0,122624775000.0,233884548500.0
2026-04-09,PLX,Tập đoàn Xăng dầu Việt Nam,HSX,0530,39.5,2983000.0,117828500000.0,132841876000.0
2026-04-09,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,HSX,7530,13.0,8734400.0,113547200000.0,130840365000.0
2026-04-09,NKG,CTCP Thép Nam Kim,HSX,1750,14.4,7533600.0,108483840000.0,70306007750.0
2026-04-09,DGW,CTCP Thế giới số,HSX,5370,46.2,2326600.0,107488920000.0,70859506250.0
2026-04-09,DCM,CTCP - Tổng Công ty Phân bón Dầu khí Cà Mau,HSX,1350,45.0,2279400.0,102573000000.0,176126111500.0
2026-04-09,GEE,CTCP Điện lực Gelex,HSX,2730,195.5,512600.0,100213300000.0,163146054000.0
2026-04-09,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,HSX,1350,28.5,3240000.0,92340000000.0,125417860000.0
2026-04-09,EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,HSX,8350,13.85,6399400.0,88631690000.0,112247012500.0
2026-04-09,TPB,Ngân Hàng TMCP Tiên Phong,HSX,8350,16.25,5397600.0,87711000000.0,114565700750.0
2026-04-09,VIB,Ngân hàng TMCP Quốc tế Việt Nam,HSX,8350,17.15,4937800.0,84683270000.0,113512908500.0
2026-04-09,IJC,CTCP Phát triển Hạ tầng Kỹ thuật,HSX,8630,10.7,7911400.0,84651980000.0,26524490250.0
2026-04-09,MSB,Ngân hàng TMCP Hàng Hải Việt Nam,HSX,8350,12.1,6878100.0,83225010000.0,134368222000.0
2026-04-09,HDG,CTCP Tập đoàn Hà Đô,HSX,8630,28.3,2938900.0,83170870000.0,65976562000.0
2026-04-09,GAS,Tổng Công ty khí Việt Nam - CTCP,HSX,7570,78.4,1051600.0,82445440000.0,108382505000.0
2026-04-09,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,HSX,1350,32.8,2438700.0,79989360000.0,101374722000.0
2026-04-09,LPB,Ngân hàng TMCP Lộc Phát Việt Nam,HSX,8350,48.0,1644100.0,78916800000.0,77702082750.0
2026-04-09,CTD,CTCP Xây dựng COTECCONS,HSX,2350,82.9,930200.0,77113580000.0,71193831500.0
2026-04-09,MSR,CTCP MaSan High - Tech Materials,UPCOM,1770,45.4,1660600.0,75391240000.0,79260460000.0
2026-04-09,HHS,CTCP Đầu tư dịch vụ Hoàng Huy,HSX,8630,14.1,5225800.0,73683780000.0,50781843500.0
2026-04-09,DBC,CTCP Tập đoàn Dabaco Việt Nam,HSX,3570,23.05,3184400.0,73400420000.0,56524485500.0
2026-04-09,DCL,CTCP Dược phẩm Cửu Long,HSX,4570,45.0,1584000.0,71280000000.0,41449621500.0
2026-04-09,PVT,Tổng CTCP Vận tải Dầu khí,HSX,2770,21.7,3279900.0,71173830000.0,155330630500.0
2026-04-09,HSG,CTCP Tập đoàn Hoa Sen,HSX,1750,15.45,4557800.0,70418010000.0,67806466000.0
2026-04-09,KSB,CTCP Khoáng sản và Xây dựng Bình Dương,HSX,1770,16.45,4186200.0,68862990000.0,19096425250.0
