date,industryCode,industryName,p_wave_10d,p_wave_20d,expected_return_10d,expected_return_20d,expected_drawdown_20d,rs_20d,rs_60d,dist_days_10,dist_days_20,close_vs_ma20,close_vs_ma50
2023-03-31,8780,Công ty chứng khoán,0.2405785392575746,0.2154324184360435,0.0120289269628787,0.0172345934748834,-0.0573343869280353,0.1127260857253291,0.1181596898951067,1.0,2.0,0.0693452093231254,0.0704468329847272
2023-03-31,8630,Đầu tư bất động sản và dịch vụ,0.1557951985813044,0.1708542713567839,0.0077897599290652,0.0136683417085427,-0.0589884377130577,0.0633674614583144,-0.0253545048085741,1.0,3.0,0.0516919775265529,0.0372915127265176
2023-03-31,8350,Ngân hàng,0.1147753094958268,0.1155963302752293,0.0057387654747913,0.0092477064220183,-0.0610387571366569,0.0032885352351643,0.0564846339458542,1.0,3.0,0.0193074817528517,0.0183506113873761
2023-03-31,1750,Kim loại công nghiệp & Khai khoáng,0.1204085692429305,0.115209283050145,0.0060204284621465,0.0092167426440116,-0.0610531183384662,-0.0185512187906389,0.1043405506251682,2.0,4.0,4.207220939611567e-05,-0.0019833659611749
2023-03-31,2350,Xây dựng và vật liệu xây dựng,0.0949168215446933,0.107986501687289,0.0047458410772346,0.0086389201349831,-0.0613211161796963,-0.0222446313536581,0.036217580398087,1.0,3.0,0.0091386411218759,0.0096001974434136
