date,symbol,name,exchange,industryCode_l3,proxy_industryCode_l4,proxy_industryName_l4,stock_p20,industry_p20_l4,p20_gap,adv20_vnd,lead_prob_from_current_action,lead_prob_from_historical_analogs,expected_return_20d_from_analogs,expected_drawdown_20d_from_analogs
2026-04-29,TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2770,2777,Dịch vụ vận tải,0.5384402504880119,0.09317745560968903,0.4452627948783229,5934475000.0,0.8268805009760237,0.25,0.007918416489747587,-0.1275123965969853
2026-04-29,DVM,CTCP Dược liệu Việt Nam,HNX,4570,4577,Dược phẩm,0.5067766493760475,0.06921901852205462,0.4375576308539929,2088920000.0,0.7635532987520949,0.25,-0.02220248501456214,-0.1091273651949185
2026-04-29,VIC,Tập đoàn Vingroup - CTCP,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.7093994660198221,0.29291579148367386,0.4164836745361482,647650795000.0,0.9687989320396442,0.45,0.0867654578500429,-0.08969786624472334
2026-04-29,TCI,CTCP Chứng Khoán Thành Công,HSX,8780,8781,Công ty chứng khoán,0.5239466997345623,0.12238579633999935,0.40156090339456296,2128923000.0,0.6978933994691247,0.35,0.058386367757625166,-0.016491353105160016
2026-04-29,PVT,Tổng CTCP Vận tải Dầu khí,HSX,2770,2777,Dịch vụ vận tải,0.46179440603647465,0.09317745560968903,0.3686169504267856,132983750000.0,0.2735888120729493,0.65,0.08728498070736779,-0.020495518555724308
2026-04-29,VHM,CTCP Vinhomes,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.660568068073962,0.29291579148367386,0.3676522765902881,807695920000.0,0.9711361361479239,0.35,0.06332436778716204,-0.05825866333113985
2026-04-29,DRI,CTCP Đầu tư Cao su Đắk Lắk,UPCOM,1350,1353,"Hóa chất cơ bản - Sản phẩm nhựa, cao su, hóa chất",0.526180912760856,0.16667110592725098,0.359509806833605,7506650000.0,0.702361825521712,0.35,0.024690619353693193,-0.09812244550826739
2026-04-29,MWG,CTCP Đầu tư Thế giới Di động,HSX,5370,5373,Bán lẻ tổng hợp,0.46617994800278584,0.11999629903147045,0.34618364897131537,462430090000.0,0.43235989600557173,0.5,0.07812652874363278,-0.022556379259022763
2026-04-29,VBB,Ngân hàng TMCP Việt Nam Thương Tín,UPCOM,8350,8355,Ngân hàng,0.4395159730783428,0.09702427728996743,0.34249169578837535,3156745000.0,0.8790319461566856,0.0,-0.044970159540134044,-0.08479048880059321
2026-04-29,NAF,CTCP Nafoods Group,HSX,3530,3533,Bia,0.4647285060512987,0.12864102230437036,0.3360874837469283,29003190000.0,0.5794570121025974,0.35,0.022722895343376227,-0.0452108631597333
2026-04-29,EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,HSX,8350,8355,Ngân hàng,0.4209377288778792,0.09702427728996743,0.3239134515879118,79424172500.0,0.24187545775575844,0.6,0.10937157406181601,-0.02568330290739148
2026-04-29,VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - CTCP,UPCOM,2350,2357,"Xây dựng, xây lắp",0.4662767320577189,0.14762252388560104,0.31865420817211787,3101450000.0,0.8325534641154378,0.1,-0.15818446135506528,-0.23656471556972045
2026-04-29,PCH,CTCP Picomat Holding,HNX,1350,1353,"Hóa chất cơ bản - Sản phẩm nhựa, cao su, hóa chất",0.47761538200629305,0.16667110592725098,0.31094427607904207,2174300000.0,0.7052307640125861,0.25,0.03874063564455466,-0.03462276391880258
2026-04-29,MSH,CTCP May Sông Hồng,HSX,3760,3763,Quần áo và đồ phụ kiện,0.44567588877684494,0.14428885660841945,0.3013870321684255,8480692500.0,0.2413517775536899,0.65,0.10191612500977565,-0.0237989491457457
2026-04-29,HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,HSX,8350,8355,Ngân hàng,0.3912584191394483,0.09702427728996743,0.2942341418494809,296271582500.0,0.3325168382788966,0.45,0.06226008710225017,-0.047667202706468334
2026-04-29,AAS,CTCP chứng khoán SmartInvest,UPCOM,8780,8781,Công ty chứng khoán,0.41274958851628724,0.12238579633999935,0.2903637921762879,5892290000.0,0.12549917703257452,0.7,0.10342154176925185,-0.016230881072831937
2026-04-29,IDI,CTCP Đầu tư và Phát triển Đa quốc gia I.D.I,HSX,3570,3577,Sản phẩm thực phẩm,0.39047767365596026,0.1044633573191319,0.2860143163368284,2879989500.0,0.18095534731192053,0.6,0.06612859148463293,-0.03082234948936955
2026-04-29,DCM,CTCP - Tổng Công ty Phân bón Dầu khí Cà Mau,HSX,1350,1353,"Hóa chất cơ bản - Sản phẩm nhựa, cao su, hóa chất",0.44857088035766174,0.16667110592725098,0.28189977443041075,154135505000.0,0.2971417607153235,0.6,0.11203767971408907,-0.023353205867489586
2026-04-29,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.5647016991678253,0.29291579148367386,0.27178590768415145,477493825000.0,0.9794033983356506,0.15,-0.049306935125411636,-0.108799386912753
2026-04-29,BIG,CTCP Đầu tư BIG Group Holdings,UPCOM,2350,2357,"Xây dựng, xây lắp",0.41670860871236903,0.14762252388560104,0.269086084826768,2411420000.0,0.8334172174247381,0.0,-0.04104618634488906,-0.1356688532473143
2026-04-29,MZG,CTCP MiZa,UPCOM,1730,1737,Giấy,0.3956858510143073,0.12824149630747572,0.2674443547068316,3498645000.0,0.2413717020286146,0.55,0.07033905908816121,-0.040416024424864826
2026-04-29,HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,HSX,8780,8781,Công ty chứng khoán,0.38930461102299657,0.12238579633999935,0.2669188146829972,380673220000.0,0.7286092220459931,0.05,-0.04603851378240227,-0.09423814650110927
2026-04-29,HSG,CTCP Tập đoàn Hoa Sen,HSX,1750,1757,Khai thác quặng sắt và sản xuất thép,0.38466710256477227,0.12028137561361675,0.26438572695115553,55747930000.0,0.41933420512954456,0.35,0.043339894981763605,-0.0432645293891063
2026-04-29,AAA,CTCP Nhựa An Phát Xanh,HSX,1350,1353,"Hóa chất cơ bản - Sản phẩm nhựa, cao su, hóa chất",0.4243126963457068,0.16667110592725098,0.2576415904184558,5979151000.0,0.5486253926914135,0.3,0.023518866925564486,-0.04455778335666869
2026-04-29,E1VFVN30,Quỹ ETF DCVFMVN30,HSX,8990,8995,Quỹ mở,0.36414867327025097,0.1067790223734394,0.2573696508968116,13357071500.0,0.5782973465405019,0.15,0.03600956230142681,-0.006726440556171059
2026-04-29,HVN,Tổng Công ty Hàng không Việt Nam - CTCP,HSX,5750,5751,Hàng không chở khách,0.41223017738669543,0.15554567609470482,0.2566845012919906,14665455000.0,0.17446035477339078,0.65,0.1649576400532681,-0.015082479816738104
2026-04-29,HAG,CTCP Hoàng Anh Gia Lai,HSX,3570,3577,Sản phẩm thực phẩm,0.35232146990373864,0.1044633573191319,0.24785811258460674,66353142500.0,0.3546429398074773,0.35,0.060137016144778156,-0.05711201499211558
2026-04-29,BMS,CTCP Chứng khoán Bảo Minh,UPCOM,8780,8781,Công ty chứng khoán,0.36745906783894733,0.12238579633999935,0.24507327149894798,2302080000.0,0.6349181356778947,0.1,-0.07122056299996056,-0.11793397147767877
2026-04-29,KSF,CTCP Tập đoàn Sunshine,HNX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.5280301984049285,0.29291579148367386,0.23511440692125463,2949375000.0,0.8060603968098569,0.25,0.05916009038460139,-0.01823429758521043
2026-04-29,HAX,CTCP Dịch Vụ Ô Tô Hàng Xanh,HSX,3350,3353,Ô tô,0.32412002582153143,0.08924779680558108,0.23487222901595034,2896502500.0,0.1482400516430628,0.5,0.06218556529807588,-0.04510855635724789
2026-04-29,CII,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,HSX,2350,2357,"Xây dựng, xây lắp",0.37873671604232856,0.14762252388560104,0.23111419215672752,393866587500.0,0.45747343208465713,0.3,0.018067864970298407,-0.11280799912979138
2026-04-29,MSN,CTCP Tập đoàn MaSan,HSX,3570,3577,Sản phẩm thực phẩm,0.3323478889349972,0.1044633573191319,0.22788453161586533,403588655000.0,0.36469577786999446,0.3,0.016694221297113516,-0.08870824547960876
2026-04-29,TCB,Ngân hàng TMCP Kỹ thương Việt Nam,HSX,8350,8355,Ngân hàng,0.3140644819900354,0.09702427728996743,0.21704020470006796,402306015000.0,0.5781289639800707,0.05,-0.03306081114008162,-0.05314925679272235
2026-04-29,TNG,CTCP Đầu tư và Thương mại TNG,HNX,3760,3763,Quần áo và đồ phụ kiện,0.3611084451133727,0.14428885660841945,0.21681958850495325,33200420000.0,0.12221689022674542,0.6,0.14188151381433284,-0.03825536165535576
2026-04-29,ABB,Ngân hàng TMCP An Bình,UPCOM,8350,8355,Ngân hàng,0.3119665842467102,0.09702427728996743,0.21494230695674277,9511265000.0,0.5739331684934204,0.05,-0.022023734833790554,-0.04264854017174029
2026-04-29,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.5078182098676898,0.29291579148367386,0.21490241838401591,197955500000.0,0.6156364197353795,0.4,0.10991870903471009,-0.02511480868155518
2026-04-29,C69,CTCP Xây dựng 1369,HNX,2350,2357,"Xây dựng, xây lắp",0.3621544508626593,0.14762252388560104,0.21453192697705825,5538105000.0,0.47430890172531864,0.25,0.07533197253595873,-0.042039421926971146
2026-04-29,NRC,CTCP Tập đoàn NRC,HNX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.4969515449669557,0.29291579148367386,0.20403575348328185,9609930000.0,0.6939030899339115,0.3,-0.006710470987543959,-0.09333130234169869
2026-04-29,VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam,HSX,2350,2357,"Xây dựng, xây lắp",0.34364247896393335,0.14762252388560104,0.1960199550783323,222687652500.0,0.3872849579278667,0.3,0.06491729687982843,-0.07088848610611896
2026-04-29,DGW,CTCP Thế giới số,HSX,5370,5373,Bán lẻ tổng hợp,0.31580696693687293,0.11999629903147045,0.19581066790540247,63754695000.00001,0.18161393387374586,0.45,0.04151604926840329,-0.049339224048070465
2026-04-29,CTG,Ngân hàng TMCP Công Thương Việt Nam,HSX,8350,8355,Ngân hàng,0.28780646854648384,0.09702427728996743,0.1907821912565164,207940680000.0,0.22561293709296776,0.35,0.047444003958441894,-0.05084454215234615
2026-04-29,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,HSX,1350,1353,"Hóa chất cơ bản - Sản phẩm nhựa, cao su, hóa chất",0.355263208932347,0.16667110592725098,0.188592103005096,85299620000.0,0.3105264178646939,0.4,0.07479319646692115,-0.04123203865895031
2026-04-29,BAF,CTCP Nông nghiệp BAF Việt Nam,HSX,3570,3577,Sản phẩm thực phẩm,0.2881922066667583,0.1044633573191319,0.18372884934762643,73102575000.0,0.4263844133335167,0.15,-0.00025282648043125077,-0.04693081222819856
2026-04-29,VJC,CTCP Hàng không VIETJET,HSX,5750,5751,Hàng không chở khách,0.3362849564611956,0.15554567609470482,0.18073928036649078,217561270000.0,0.6225699129223912,0.05,0.01080191723002119,-0.04220040700785497
2026-04-29,SBS,CTCP Chứng khoán SBS,UPCOM,8780,8781,Công ty chứng khoán,0.3024991521847591,0.12238579633999935,0.18011335584475974,2892280000.0,0.15499830436951814,0.45,0.06605982733200101,-0.06177687218884335
2026-04-29,NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,HSX,2350,2357,"Xây dựng, xây lắp",0.3191475203627494,0.14762252388560104,0.17152499647714836,2101702500.0,0.13829504072549884,0.5,0.04308724042988592,-0.04385637872779711
2026-04-29,HHP,CTCP HHP Global,HSX,1730,1737,Giấy,0.2990649175600746,0.12824149630747572,0.17082342125259886,10454827500.0,0.4981298351201492,0.1,-0.0015806708447544838,-0.030239692181523743
2026-04-29,VHC,CTCP Vĩnh Hoàn,HSX,3570,3577,Sản phẩm thực phẩm,0.27318102446727527,0.1044633573191319,0.16871766714814337,51992515000.0,0.4963620489345505,0.05,-0.01765953080442232,-0.05527212291417845
2026-04-29,PAN,CTCP Tập đoàn PAN,HSX,3570,3577,Sản phẩm thực phẩm,0.2701219405841306,0.1044633573191319,0.1656585832649987,19842295000.0,0.3902438811682612,0.15,0.04470916009777178,-0.028274566158390496
2026-04-29,DRC,CTCP Cao Su Đà Nẵng,HSX,3350,3353,Ô tô,0.25098161008278086,0.08924779680558108,0.16173381327719977,3041462500.0,0.10196322016556172,0.4,-0.017500025998542577,-0.08498976479406799
2026-04-29,VAB,Ngân hàng TMCP Việt Á,HSX,8350,8355,Ngân hàng,0.25833244562028135,0.09702427728996743,0.16130816833031392,4245702500.0,0.21666489124056265,0.3,0.021772542775818332,-0.03703582634971642
2026-04-29,VVS,CTCP Đầu tư phát triển máy Việt Nam,HSX,2770,2777,Dịch vụ vận tải,0.25139347170944376,0.09317745560968903,0.15821601609975472,20185335000.0,0.4527869434188875,0.05,0.009961334769637425,-0.09133855562112869
2026-04-29,SMC,CTCP Đầu tư Thương mại SMC,HSX,1750,1757,Khai thác quặng sắt và sản xuất thép,0.27687840373944306,0.12028137561361675,0.15659702812582632,4238845000.0,0.35375680747888605,0.2,-0.0002804706603197371,-0.07654939877665302
2026-04-29,SIP,CTCP Đầu tư Sài Gòn VRG,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.4469225413099756,0.29291579148367386,0.15400674982630175,13269055000.0,0.34384508261995117,0.55,-0.03305281742963008,-0.12887514736199573
2026-04-29,CTD,CTCP Xây dựng COTECCONS,HSX,2350,2357,"Xây dựng, xây lắp",0.3014319875237283,0.14762252388560104,0.15380946363812725,66849540000.0,0.5528639750474565,0.05,0.006706230185041784,-0.04319785390108319
2026-04-29,VDS,CTCP Chứng khoán Rồng Việt,HSX,8780,8781,Công ty chứng khoán,0.2759106703357747,0.12238579633999935,0.15352487399577536,8693157500.0,0.10182134067154937,0.45,0.04170852467583762,-0.06511149712462778
2026-04-29,VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,HNX,1350,1353,"Hóa chất cơ bản - Sản phẩm nhựa, cao su, hóa chất",0.31848604682640147,0.16667110592725098,0.15181494089915049,21006385000.0,0.43697209365280293,0.2,0.039882727487180865,-0.03174576874587709
2026-04-29,SBT,CTCP Thành Thành Công - Biên Hòa,HSX,3570,3577,Sản phẩm thực phẩm,0.25549175853125955,0.1044633573191319,0.15102840121212766,9575140000.0,0.11098351706251912,0.4,0.04064038827377011,-0.03517020541104167
2026-04-29,LCG,CTCP Lizen,HSX,2350,2357,"Xây dựng, xây lắp",0.2980242365391606,0.14762252388560104,0.15040171265355956,15073445000.0,0.2960484730783212,0.3,0.0021623922716887734,-0.07829924865009089
2026-04-29,PHP,CTCP Cảng Hải Phòng,UPCOM,2770,2777,Dịch vụ vận tải,0.2409034145161895,0.09317745560968903,0.14772595890650048,2663090000.0,0.481806829032379,0.0,-0.0036522328345419018,-0.039943805375468606
2026-04-29,EIB,Ngân hàng TMCP Xuất Nhập Khẩu Việt Nam,HSX,8350,8355,Ngân hàng,0.24368034034357322,0.09702427728996743,0.1466560630536058,275943687500.0,0.18736068068714642,0.3,0.042558823923138436,-0.020463162746913177
2026-04-29,IJC,CTCP Phát triển Hạ tầng Kỹ thuật,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.43953534179775705,0.29291579148367386,0.1466195503140832,23415540000.0,0.17907068359551417,0.7,0.0998404967736016,-0.01887329896591078
2026-04-29,VPI,CTCP Phát triển Bất động sản Văn Phú,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.438170318907388,0.29291579148367386,0.14525452742371414,63692900000.0,0.826340637814776,0.05,-0.00458397044319594,-0.045410609230486315
2026-04-29,HPG,CTCP Tập đoàn Hòa Phát,HSX,1750,1757,Khai thác quặng sắt và sản xuất thép,0.26515182945016863,0.12028137561361675,0.1448704538365519,808501590000.0,0.48030365890033727,0.05,-0.012577197941861833,-0.06591776189332879
2026-04-29,VRE,CTCP Vincom Retail,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.4369887786357161,0.29291579148367386,0.14407298715204225,195071757500.0,0.8739775572714322,0.0,-0.0010490920458166464,-0.11729410153319571
2026-04-29,TV1,CTCP Tư vấn Xây dựng Điện 1,UPCOM,2790,2791,Các dịch vụ hỗ trợ doanh nghiệp,0.328200721340412,0.18551940786305046,0.14268131347736154,3232020000.0,0.05640144268082406,0.6,0.11276916328381548,-0.03370497691991957
2026-04-29,NAB,Ngân hàng TMCP Nam Á,HSX,8350,8355,Ngân hàng,0.2376268158323321,0.09702427728996743,0.14060253854236468,20520675000.0,0.4752536316646642,0.0,-0.04474131500591181,-0.10399448855848836
2026-04-29,GEX,CTCP Tập đoàn GELEX,HSX,2730,2733,Các linh kiện và thiết bị điện,0.29986296717531713,0.1626261747460497,0.13723679242926742,328479957500.0,0.3497259343506342,0.25,-0.07556466908205897,-0.1415192145452234
2026-04-29,ANV,CTCP Nam Việt,HSX,3570,3577,Sản phẩm thực phẩm,0.24122972237425963,0.1044633573191319,0.13676636505512774,17332720000.0,0.23245944474851926,0.25,-0.0007321402911171226,-0.09001178027105523
2026-04-29,TLG,CTCP Tập đoàn Thiên Long,HSX,3720,3724,Sản phẩm gia dụng không lâu bền,0.23264207968442846,0.09714641878010727,0.1354956609043212,8176190000.0,0.2652841593688569,0.2,0.03631017548048426,-0.01954823564492068
2026-04-29,GMD,CTCP Gemadept,HSX,2770,2777,Dịch vụ vận tải,0.22611107780818052,0.09317745560968903,0.13293362219849147,92405805000.0,0.35222215561636105,0.1,0.018463036732615495,-0.038237836534534476
2026-04-29,DXG,CTCP Tập đoàn Đất Xanh,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.4246571584485609,0.29291579148367386,0.13174136696488703,211228585000.0,0.4493143168971217,0.4,0.0848749516415844,-0.020206398718354435
2026-04-29,SSI,CTCP Chứng khoán SSI,HSX,8780,8781,Công ty chứng khoán,0.25398080903778114,0.12238579633999935,0.1315950126977818,618420812500.0,0.15796161807556228,0.35,0.014837190502565201,-0.06429737674202932
2026-04-29,BSI,CTCP Chứng khoán BIDV,HSX,8780,8781,Công ty chứng khoán,0.25079079615718036,0.12238579633999935,0.128404999817181,12254650000.0,0.10158159231436065,0.4,0.043211740759992165,-0.027538835210936558
2026-04-29,CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,HSX,2350,2357,"Xây dựng, xây lắp",0.2755228060664663,0.14762252388560104,0.12790028218086524,13494905000.0,0.1510456121329325,0.4,-0.023929884675513446,-0.11543290491791025
2026-04-29,DPG,CTCP Tập đoàn Đạt Phương,HSX,2350,2357,"Xây dựng, xây lắp",0.2731029240080854,0.14762252388560104,0.12548040012248435,25052600000.0,0.44620584801617075,0.1,-0.02464982081526419,-0.08615906282780358
2026-04-29,DPR,CTCP Cao su Đồng Phú,HSX,1350,1353,"Hóa chất cơ bản - Sản phẩm nhựa, cao su, hóa chất",0.2913390192621138,0.16667110592725098,0.12466791333486282,16998500000.0,0.38267803852422766,0.2,-0.0040992570522281665,-0.06256949720932223
2026-04-29,VIX,CTCP Chứng khoán VIX,HSX,8780,8781,Công ty chứng khoán,0.23835829817646806,0.12238579633999935,0.1159725018364687,594924772500.0,0.07671659635293608,0.4,0.05381351124719319,-0.05653698569955479
2026-04-29,QNS,CTCP Đường Quảng Ngãi,UPCOM,3570,3577,Sản phẩm thực phẩm,0.2190623881209333,0.1044633573191319,0.1145990308018014,5717600000.0,0.3881247762418666,0.05,0.01066411806017335,-0.03300042911897868
2026-04-29,QTP,CTCP Nhiệt điện Quảng Ninh,UPCOM,7530,7535,Sản xuất và cung cấp điện truyền thống,0.1866478408567691,0.07273805036027435,0.11390979049649476,6815055000.0,0.22329568171353822,0.15,0.0026329427582271582,-0.047500906484743435
2026-04-29,HAH,CTCP Vận tải và Xếp dỡ Hải An,HSX,2770,2777,Dịch vụ vận tải,0.20678454652881273,0.09317745560968903,0.1136070909191237,37378040000.0,0.16356909305762546,0.25,0.008257535869273025,-0.07017994519899987
2026-04-29,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,HSX,3530,3533,Bia,0.24087462407713273,0.12864102230437036,0.11223360177276237,26528407500.0,0.48174924815426545,0.0,-0.19951262479993076,-0.20930903949224228
2026-04-29,CTR,Tổng CTCP Công trình Viettel,HSX,2350,2357,"Xây dựng, xây lắp",0.2525689863529552,0.14762252388560104,0.10494646246735417,24672835000.0,0.25513797270591043,0.25,-0.04260881375656166,-0.08318395372949958
2026-04-29,BVH,Tập đoàn Bảo Việt,HSX,8570,8575,Bảo hiểm nhân thọ,0.3402975909932191,0.2356929228796184,0.1046046681136007,41230740000.0,0.1305951819864382,0.55,0.07766547133296084,-0.03361618616244575
2026-04-29,OCB,Ngân hàng TMCP Phương Đông,HSX,8350,8355,Ngân hàng,0.20072406502687956,0.09702427728996743,0.10369978773691213,15309794999.999998,0.2514481300537591,0.15,-0.01715333576335016,-0.0620408064690276
2026-04-29,MST,CTCP Đầu tư MST,HNX,2350,2357,"Xây dựng, xây lắp",0.2510253080228914,0.14762252388560104,0.10340278413729037,17897730000.0,0.45205061604578284,0.05,0.0056294220783791316,-0.034872677569361556
2026-04-29,TRC,CTCP Cao su Tây Ninh,HSX,1350,1353,"Hóa chất cơ bản - Sản phẩm nhựa, cao su, hóa chất",0.26923665529090723,0.16667110592725098,0.10256554936365625,2339460000.0,0.3384733105818144,0.2,0.04555864845540576,-0.02025251226850771
2026-04-29,HHV,CTCP Đầu tư Hạ tầng giao thông Đèo Cả,HSX,2350,2357,"Xây dựng, xây lắp",0.24823407166628636,0.14762252388560104,0.10061154778068532,80022305000.0,0.34646814333257275,0.15,0.009876806309070734,-0.04873229299725938
2026-04-29,REE,CTCP Cơ điện lạnh,HSX,7530,7535,Sản xuất và cung cấp điện truyền thống,0.1729204063815859,0.07273805036027435,0.10018235602131155,66672445000.0,0.1458408127631718,0.2,0.04062078876180245,-0.014213679177653598
2026-04-29,DHC,CTCP Đông Hải Bến Tre,HSX,1730,1737,Giấy,0.22552203276848803,0.12824149630747572,0.09728053646101231,7997279999.999999,0.45104406553697607,0.0,-0.02298131339970854,-0.04892465471543009
2026-04-29,MSB,Ngân hàng TMCP Hàng Hải Việt Nam,HSX,8350,8355,Ngân hàng,0.19261694069716243,0.09702427728996743,0.095592663407195,118056742500.0,0.38523388139432485,0.0,-0.018662412234698833,-0.06715163149362982
2026-04-29,PTB,CTCP Phú Tài,HSX,2350,2357,"Xây dựng, xây lắp",0.24294055558909228,0.14762252388560104,0.09531803170349123,4279945000.0,0.43588111117818457,0.05,-0.01678232853382273,-0.06505804146424476
2026-04-29,CEO,CTCP Tập đoàn C.E.O,HNX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.3858795583970557,0.29291579148367386,0.09296376691338182,179913630000.0,0.4217591167941114,0.35,0.04395602993262202,-0.04732232641108923
2026-04-29,KLB,Ngân hàng TMCP Kiên Long,HSX,8350,8355,Ngân hàng,0.18785672208564966,0.09702427728996743,0.09083244479568223,3877137500.0,0.3757134441712993,0.0,-0.07972909388657153,-0.1060034382298424
2026-04-29,DTD,CTCP Đầu tư Phát triển Thành Đạt,HNX,2350,2357,"Xây dựng, xây lắp",0.23779094714129212,0.14762252388560104,0.09016842325569108,3597200000.0,0.3255818942825842,0.15,-0.030999507876895697,-0.10408417845895165
2026-04-29,VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,HSX,8350,8355,Ngân hàng,0.18523720847101122,0.09702427728996743,0.08821293118104379,359114120000.0,0.2704744169420224,0.1,0.036995893343230876,-0.018428402922591992
2026-04-29,SHI,CTCP Quốc tế Sơn Hà,HSX,3720,3724,Sản phẩm gia dụng không lâu bền,0.18217774116748997,0.09714641878010727,0.0850313223873827,4247220000.0,0.31435548233497995,0.05,0.014873812932251911,-0.028267270246652893
2026-04-29,VCI,CTCP Chứng Khoán Vietcap,HSX,8780,8781,Công ty chứng khoán,0.2061629105627038,0.12238579633999935,0.08377711422270445,224604447500.0,0.06232582112540761,0.35,-0.0106812075112107,-0.08793641312504186
2026-04-29,DGC,CTCP Tập đoàn Hóa chất Đức Giang,HSX,1350,1353,"Hóa chất cơ bản - Sản phẩm nhựa, cao su, hóa chất",0.2504044279273007,0.16667110592725098,0.08373332200004974,144093350000.0,0.10080885585460142,0.4,0.026529231808983856,-0.048146284066857024
2026-04-29,TV2,CTCP Tư vấn Xây dựng Điện 2,HSX,2790,2791,Các dịch vụ hỗ trợ doanh nghiệp,0.2663921907859209,0.18551940786305046,0.08087278292287045,11962012500.0,0.18278438157184185,0.35,0.05220770253695264,-0.0229507778591927
2026-04-29,HHS,CTCP Đầu tư dịch vụ Hoàng Huy,HSX,8630,8633,Các công ty đầu cơ và phát triển bất động sản,0.3729420649505196,0.29291579148367386,0.08002627346684577,48614275000.0,0.2958841299010392,0.45,0.09502697548847952,-0.023759936302228852
