test_month,score_name,baseline_n,variant_n,coverage_ratio,baseline_hit_rate,variant_hit_rate,hit_rate_uplift,baseline_avg_ret20,variant_avg_ret20,avg_ret20_uplift,baseline_avg_mdd20,variant_avg_mdd20,avg_mdd20_uplift,variant_beats_baseline_flag
2024-07,B0_baseline_p20,180,180,1.0,0.15,0.15,0.0,0.04571914676360468,0.04571914676360468,0.0,-0.09166976940079298,-0.09166976940079298,0.0,False
2024-07,B1_p_now_only,180,180,1.0,0.15,0.16111111111111112,0.011111111111111127,0.04571914676360468,0.04294062277246973,-0.00277852399113495,-0.09166976940079298,-0.08603997025105095,0.005629799149742029,True
2024-07,B2_p_hist_only,180,180,1.0,0.15,0.08333333333333333,-0.06666666666666667,0.04571914676360468,0.0012561237920659131,-0.04446302297153877,-0.09166976940079298,-0.09984921527195922,-0.008179445871166244,False
2024-07,E1_p20_persistence,180,180,1.0,0.15,0.14444444444444443,-0.005555555555555564,0.04571914676360468,0.04075721173765911,-0.004961935025945573,-0.09166976940079298,-0.09332495783749767,-0.0016551884367046882,False
2024-07,E2_p20_accel,180,180,1.0,0.15,0.13333333333333333,-0.016666666666666663,0.04571914676360468,0.02463814210099714,-0.021081004662607542,-0.09166976940079298,-0.08921445140322763,0.0024553179975653483,False
2024-07,E3_p20_extension_penalty,180,180,1.0,0.15,0.07777777777777778,-0.07222222222222222,0.04571914676360468,-0.012180815381893166,-0.05789996214549785,-0.09166976940079298,-0.10120490752923714,-0.009535138128444157,False
2024-07,F1_baseline_plus_fixed,180,180,1.0,0.15,0.08333333333333333,-0.06666666666666667,0.04571914676360468,-0.010221759002872607,-0.05594090576647729,-0.09166976940079298,-0.09505981889444681,-0.0033900494936538322,False
2024-08,B0_baseline_p20,160,160,1.0,0.10625,0.10625,0.0,0.029272096094576195,0.029272096094576195,0.0,-0.058507745023037995,-0.058507745023037995,0.0,False
2024-08,B1_p_now_only,160,160,1.0,0.10625,0.125,0.018750000000000003,0.029272096094576195,0.03403913744097046,0.004767041346394264,-0.058507745023037995,-0.0591964972996355,-0.0006887522765975027,True
2024-08,B2_p_hist_only,160,160,1.0,0.10625,0.075,-0.03125,0.029272096094576195,-0.00751030042001469,-0.036782396514590886,-0.058507745023037995,-0.056090223751096444,0.0024175212719415515,False
2024-08,E1_p20_persistence,160,160,1.0,0.10625,0.10625,0.0,0.029272096094576195,0.026854739383957153,-0.0024173567106190418,-0.058507745023037995,-0.059356404422324836,-0.0008486593992868413,False
2024-08,E2_p20_accel,160,160,1.0,0.10625,0.1125,0.0062500000000000056,0.029272096094576195,0.028614610126847427,-0.000657485967728768,-0.058507745023037995,-0.057608574495941554,0.0008991705270964406,True
2024-08,E3_p20_extension_penalty,160,160,1.0,0.10625,0.01875,-0.0875,0.029272096094576195,-0.03476558433663971,-0.06403768043121591,-0.058507745023037995,-0.06586371499862534,-0.007355969975587344,False
2024-08,F1_baseline_plus_fixed,160,160,1.0,0.10625,0.01875,-0.0875,0.029272096094576195,-0.03491215793157433,-0.06418425402615052,-0.058507745023037995,-0.06712670153403115,-0.008618956510993155,False
2024-09,B0_baseline_p20,140,140,1.0,0.05,0.05,0.0,-0.037345024326959256,-0.037345024326959256,0.0,-0.06837125057006053,-0.06837125057006053,0.0,False
2024-09,B1_p_now_only,140,140,1.0,0.05,0.07142857142857142,0.021428571428571422,-0.037345024326959256,-0.03137140441959866,0.005973619907360596,-0.06837125057006053,-0.06649596530142526,0.0018752852686352711,True
2024-09,B2_p_hist_only,140,140,1.0,0.05,0.014285714285714285,-0.03571428571428572,-0.037345024326959256,-0.046283204211241435,-0.00893817988428218,-0.06837125057006053,-0.07015236270989997,-0.001781112139839433,False
2024-09,E1_p20_persistence,140,140,1.0,0.05,0.03571428571428571,-0.01428571428571429,-0.037345024326959256,-0.0399650019011577,-0.0026199775741984413,-0.06837125057006053,-0.0675054371835932,0.0008658133864673373,False
2024-09,E2_p20_accel,140,140,1.0,0.05,0.04285714285714286,-0.007142857142857145,-0.037345024326959256,-0.03818545471611849,-0.0008404303891592357,-0.06837125057006053,-0.06919914045489153,-0.0008278898848309985,False
2024-09,E3_p20_extension_penalty,140,140,1.0,0.05,0.05,0.0,-0.037345024326959256,-0.03580754486438881,0.0015374794625704485,-0.06837125057006053,-0.05980026909322375,0.008570981476836784,False
2024-09,F1_baseline_plus_fixed,140,140,1.0,0.05,0.02142857142857143,-0.028571428571428574,-0.037345024326959256,-0.04306483222213539,-0.005719807895176135,-0.06837125057006053,-0.06436838398110954,0.004002866588950993,False
2024-10,B0_baseline_p20,180,180,1.0,0.3111111111111111,0.3111111111111111,0.0,0.0481432007019882,0.0481432007019882,0.0,-0.05424092293488384,-0.05424092293488384,0.0,False
2024-10,B1_p_now_only,180,180,1.0,0.3111111111111111,0.2611111111111111,-0.04999999999999999,0.0481432007019882,0.02232198211529447,-0.025821218586693732,-0.05424092293488384,-0.06227617359880773,-0.008035250663923889,False
2024-10,B2_p_hist_only,180,180,1.0,0.3111111111111111,0.25,-0.061111111111111116,0.0481432007019882,0.023683607351600338,-0.024459593350387863,-0.05424092293488384,-0.053212078738255966,0.0010288441966278747,False
2024-10,E1_p20_persistence,180,180,1.0,0.3111111111111111,0.31666666666666665,0.005555555555555536,0.0481432007019882,0.04772571989132434,-0.0004174808106638603,-0.05424092293488384,-0.05343370477926705,0.0008072181556167887,True
2024-10,E2_p20_accel,180,180,1.0,0.3111111111111111,0.2111111111111111,-0.1,0.0481432007019882,0.01950712444571216,-0.028636076256276042,-0.05424092293488384,-0.05691423633324519,-0.0026733133983613475,False
2024-10,E3_p20_extension_penalty,180,180,1.0,0.3111111111111111,0.3,-0.011111111111111127,0.0481432007019882,0.03991014009075197,-0.008233060611236229,-0.05424092293488384,-0.055557008255522865,-0.0013160853206390238,False
2024-10,F1_baseline_plus_fixed,180,180,1.0,0.3111111111111111,0.25555555555555554,-0.05555555555555558,0.0481432007019882,0.02992858157333075,-0.01821461912865745,-0.05424092293488384,-0.05229288324719557,0.001948039687688273,False
2024-11,B0_baseline_p20,140,140,1.0,0.42857142857142855,0.42857142857142855,0.0,0.07394062051110108,0.07394062051110108,0.0,-0.028468533768081315,-0.028468533768081315,0.0,False
2024-11,B1_p_now_only,140,140,1.0,0.42857142857142855,0.4785714285714286,0.050000000000000044,0.07394062051110108,0.0673200960317621,-0.006620524479338974,-0.028468533768081315,-0.03684205348559996,-0.008373519717518648,True
2024-11,B2_p_hist_only,140,140,1.0,0.42857142857142855,0.37142857142857144,-0.057142857142857106,0.07394062051110108,0.05104228563187099,-0.022898334879230084,-0.028468533768081315,-0.02939342018695684,-0.0009248864188755243,False
2024-11,E1_p20_persistence,140,140,1.0,0.42857142857142855,0.42857142857142855,0.0,0.07394062051110108,0.0766521366116364,0.002711516100535327,-0.028468533768081315,-0.02590166101227936,0.0025668727558019536,False
2024-11,E2_p20_accel,140,140,1.0,0.42857142857142855,0.4357142857142857,0.007142857142857173,0.07394062051110108,0.07416931012570151,0.00022868961460043025,-0.028468533768081315,-0.0222239329120073,0.006244600856074013,True
2024-11,E3_p20_extension_penalty,140,140,1.0,0.42857142857142855,0.42142857142857143,-0.0071428571428571175,0.07394062051110108,0.07125319292934833,-0.0026874275817527493,-0.028468533768081315,-0.027537402739729454,0.0009311310283518608,False
2024-11,F1_baseline_plus_fixed,140,140,1.0,0.42857142857142855,0.42142857142857143,-0.0071428571428571175,0.07394062051110108,0.07559511037373585,0.0016544898626347782,-0.028468533768081315,-0.02443574560623528,0.0040327881618460355,False
2024-12,B0_baseline_p20,160,160,1.0,0.16875,0.16875,0.0,0.014524769920736782,0.014524769920736782,0.0,-0.08112803896809642,-0.08112803896809642,0.0,False
2024-12,B1_p_now_only,160,160,1.0,0.16875,0.20625,0.03749999999999998,0.014524769920736782,-0.005972994527305478,-0.020497764448042258,-0.08112803896809642,-0.11750877474373192,-0.0363807357756355,True
2024-12,B2_p_hist_only,160,160,1.0,0.16875,0.075,-0.09375000000000001,0.014524769920736782,-0.014628484283678855,-0.029153254204415637,-0.08112803896809642,-0.08825441925329118,-0.007126380285194758,False
2024-12,E1_p20_persistence,160,160,1.0,0.16875,0.16875,0.0,0.014524769920736782,0.011175369294854305,-0.0033494006258824767,-0.08112803896809642,-0.08473689483947032,-0.0036088558713738977,False
2024-12,E2_p20_accel,160,160,1.0,0.16875,0.15,-0.018750000000000017,0.014524769920736782,0.0012812158424572093,-0.013243554078279573,-0.08112803896809642,-0.09047044929473055,-0.009342410326634132,False
2024-12,E3_p20_extension_penalty,160,160,1.0,0.16875,0.15,-0.018750000000000017,0.014524769920736782,0.007649773988546024,-0.006874995932190758,-0.08112803896809642,-0.0812033488014138,-7.530983331738295e-05,False
2024-12,F1_baseline_plus_fixed,160,160,1.0,0.16875,0.15,-0.018750000000000017,0.014524769920736782,0.008038028129972757,-0.0064867417907640244,-0.08112803896809642,-0.08298104657960766,-0.0018530076115112343,False
2025-01,B0_baseline_p20,80,80,1.0,0.25,0.25,0.0,0.023725763306331644,0.023725763306331644,0.0,-0.06158910893039852,-0.06158910893039852,0.0,False
2025-01,B1_p_now_only,80,80,1.0,0.25,0.225,-0.024999999999999994,0.023725763306331644,0.014086986959142345,-0.0096387763471893,-0.06158910893039852,-0.06994998202419324,-0.00836087309379472,False
2025-01,B2_p_hist_only,80,80,1.0,0.25,0.2625,0.012500000000000011,0.023725763306331644,0.029731955354090477,0.006006192047758832,-0.06158910893039852,-0.04064540528445198,0.02094370364594654,True
2025-01,E1_p20_persistence,80,80,1.0,0.25,0.2375,-0.012500000000000011,0.023725763306331644,0.02293085890911097,-0.0007949043972206755,-0.06158910893039852,-0.061180840453630946,0.00040826847676757316,False
2025-01,E2_p20_accel,80,80,1.0,0.25,0.2875,0.03749999999999998,0.023725763306331644,0.01916552712668788,-0.004560236179643764,-0.06158910893039852,-0.06165408069770508,-6.497176730656251e-05,True
2025-01,E3_p20_extension_penalty,80,80,1.0,0.25,0.2625,0.012500000000000011,0.023725763306331644,0.020510602734794013,-0.0032151605715376314,-0.06158910893039852,-0.060456173602047636,0.0011329353283508828,True
2025-01,F1_baseline_plus_fixed,80,80,1.0,0.25,0.25,0.0,0.023725763306331644,0.013501738148871739,-0.010224025157459906,-0.06158910893039852,-0.06010285107761185,0.0014862578527866654,False
2025-02,B0_baseline_p20,220,220,1.0,0.17272727272727273,0.17272727272727273,0.0,-0.02579625119586237,-0.02579625119586237,0.0,-0.07442710367809086,-0.07442710367809086,0.0,False
2025-02,B1_p_now_only,220,220,1.0,0.17272727272727273,0.08181818181818182,-0.09090909090909091,-0.02579625119586237,-0.06577978233063306,-0.03998353113477068,-0.07442710367809086,-0.10939049161694779,-0.034963387938856935,False
2025-02,B2_p_hist_only,220,220,1.0,0.17272727272727273,0.15454545454545454,-0.018181818181818188,-0.02579625119586237,-0.021371096244578797,0.004425154951283573,-0.07442710367809086,-0.06355398119784172,0.010873122480249131,False
2025-02,E1_p20_persistence,220,220,1.0,0.17272727272727273,0.14545454545454545,-0.027272727272727282,-0.02579625119586237,-0.03142884089968766,-0.005632589703825287,-0.07442710367809086,-0.07679233249207697,-0.0023652288139861116,False
2025-02,E2_p20_accel,220,220,1.0,0.17272727272727273,0.1590909090909091,-0.013636363636363641,-0.02579625119586237,-0.016678643129967377,0.009117608065894994,-0.07442710367809086,-0.06199099138090042,0.012436112297190438,False
2025-02,E3_p20_extension_penalty,220,220,1.0,0.17272727272727273,0.16818181818181818,-0.004545454545454547,-0.02579625119586237,-0.015360249772473347,0.010436001423389024,-0.07442710367809086,-0.06089942527095457,0.013527678407136284,False
2025-02,F1_baseline_plus_fixed,220,220,1.0,0.17272727272727273,0.16363636363636364,-0.009090909090909094,-0.02579625119586237,-0.013534261205865152,0.012261989989997219,-0.07442710367809086,-0.05782694357396704,0.016600160104123816,False
2025-03,B0_baseline_p20,140,140,1.0,0.04285714285714286,0.04285714285714286,0.0,-0.06476164924089862,-0.06476164924089862,0.0,-0.19758860676779305,-0.19758860676779305,0.0,False
2025-03,B1_p_now_only,140,140,1.0,0.04285714285714286,0.09285714285714286,0.05,-0.06476164924089862,-0.03580812191828564,0.028953527322612985,-0.19758860676779305,-0.17768606610173332,0.01990254066605973,True
2025-03,B2_p_hist_only,140,140,1.0,0.04285714285714286,0.02857142857142857,-0.014285714285714287,-0.06476164924089862,-0.09967588962428768,-0.034914240383389056,-0.19758860676779305,-0.21548500127094675,-0.017896394503153695,False
2025-03,E1_p20_persistence,140,140,1.0,0.04285714285714286,0.04285714285714286,0.0,-0.06476164924089862,-0.07042949331489902,-0.005667844074000394,-0.19758860676779305,-0.19861517804129392,-0.0010265712735008647,False
