test_month,score_name,baseline_n,variant_n,coverage_ratio,baseline_hit_rate,variant_hit_rate,hit_rate_uplift,baseline_avg_ret20,variant_avg_ret20,avg_ret20_uplift,baseline_avg_mdd20,variant_avg_mdd20,avg_mdd20_uplift,variant_beats_baseline_flag
2025-03,E2_p20_accel,140,140,1.0,0.04285714285714286,0.03571428571428571,-0.007142857142857145,-0.06476164924089862,-0.07331264976941351,-0.008551000528514888,-0.19758860676779305,-0.20343730040905958,-0.005848693641266528,False
2025-03,E3_p20_extension_penalty,140,140,1.0,0.04285714285714286,0.05,0.007142857142857145,-0.06476164924089862,-0.07847312786362501,-0.013711478622726384,-0.19758860676779305,-0.2009163118642867,-0.0033277050964936605,True
2025-03,F1_baseline_plus_fixed,140,140,1.0,0.04285714285714286,0.02142857142857143,-0.02142857142857143,-0.06476164924089862,-0.09073987295188306,-0.025978223710984433,-0.19758860676779305,-0.20684746344858407,-0.009258856680791017,False
2025-04,B0_baseline_p20,140,140,1.0,0.4714285714285714,0.4714285714285714,0.0,0.08221404309207979,0.08221404309207979,0.0,-0.05354383695554876,-0.05354383695554876,0.0,False
2025-04,B1_p_now_only,140,140,1.0,0.4714285714285714,0.55,0.07857142857142863,0.08221404309207979,0.11717992179757919,0.0349658787054994,-0.05354383695554876,-0.04483653121918857,0.008707305736360194,True
2025-04,B2_p_hist_only,140,140,1.0,0.4714285714285714,0.6285714285714286,0.15714285714285714,0.08221404309207979,0.11119503865317255,0.028980995561092765,-0.05354383695554876,-0.02262549181975888,0.030918345135789883,True
2025-04,E1_p20_persistence,140,140,1.0,0.4714285714285714,0.4714285714285714,0.0,0.08221404309207979,0.08455891866149809,0.0023448755694183004,-0.05354383695554876,-0.04962669484312321,0.0039171421124255534,False
2025-04,E2_p20_accel,140,140,1.0,0.4714285714285714,0.42857142857142855,-0.04285714285714287,0.08221404309207979,0.085704094823152,0.0034900517310722107,-0.05354383695554876,-0.0426516833485772,0.010892153606971565,False
2025-04,E3_p20_extension_penalty,140,140,1.0,0.4714285714285714,0.5285714285714286,0.05714285714285716,0.08221404309207979,0.11227996045025118,0.030065917358171393,-0.05354383695554876,-0.03039059407476814,0.023153242880780623,True
2025-04,F1_baseline_plus_fixed,140,140,1.0,0.4714285714285714,0.4785714285714286,0.007142857142857173,0.08221404309207979,0.1048679701609171,0.022653927068837315,-0.05354383695554876,-0.030615898213786977,0.022927938741761786,True
2025-05,B0_baseline_p20,180,180,1.0,0.15,0.15,0.0,0.00365525542024822,0.00365525542024822,0.0,-0.054736943700899585,-0.054736943700899585,0.0,False
2025-05,B1_p_now_only,180,180,1.0,0.15,0.15,0.0,0.00365525542024822,-0.029475761197540543,-0.033131016617788764,-0.054736943700899585,-0.09286548110607996,-0.03812853740518038,False
2025-05,B2_p_hist_only,180,180,1.0,0.15,0.1388888888888889,-0.0111111111111111,0.00365525542024822,0.011170653773383594,0.007515398353135375,-0.054736943700899585,-0.03611173064241971,0.018625213058479875,False
2025-05,E1_p20_persistence,180,180,1.0,0.15,0.15,0.0,0.00365525542024822,0.0011068648727668626,-0.0025483905474813573,-0.054736943700899585,-0.05688082830301819,-0.0021438846021186037,False
2025-05,E2_p20_accel,180,180,1.0,0.15,0.12222222222222222,-0.027777777777777776,0.00365525542024822,-0.012467933972317644,-0.016123189392565865,-0.054736943700899585,-0.06211039656242001,-0.007373452861520427,False
2025-05,E3_p20_extension_penalty,180,180,1.0,0.15,0.1,-0.04999999999999999,0.00365525542024822,-0.008948704145894971,-0.012603959566143191,-0.054736943700899585,-0.060586877564206235,-0.00584993386330665,False
2025-05,F1_baseline_plus_fixed,180,180,1.0,0.15,0.09444444444444444,-0.05555555555555555,0.00365525542024822,-0.011179904158615427,-0.014835159578863647,-0.054736943700899585,-0.05904515480069446,-0.004308211099794873,False
2025-06,B0_baseline_p20,140,140,1.0,0.5071428571428571,0.5071428571428571,0.0,0.0894387985048624,0.0894387985048624,0.0,-0.0348620439903665,-0.0348620439903665,0.0,False
2025-06,B1_p_now_only,140,140,1.0,0.5071428571428571,0.5,-0.0071428571428571175,0.0894387985048624,0.1476004810919111,0.058161682587048694,-0.0348620439903665,-0.03741128898550833,-0.002549244995141829,False
2025-06,B2_p_hist_only,140,140,1.0,0.5071428571428571,0.4357142857142857,-0.0714285714285714,0.0894387985048624,0.08758802702667204,-0.0018507714781903634,-0.0348620439903665,-0.017342241138867627,0.017519802851498872,False
2025-06,E1_p20_persistence,140,140,1.0,0.5071428571428571,0.5214285714285715,0.014285714285714346,0.0894387985048624,0.09400765640009213,0.004568857895229733,-0.0348620439903665,-0.03370242030600809,0.0011596236843584087,True
2025-06,E2_p20_accel,140,140,1.0,0.5071428571428571,0.42142857142857143,-0.08571428571428569,0.0894387985048624,0.08328007785231849,-0.006158720652543914,-0.0348620439903665,-0.029435940799620808,0.005426103190745692,False
2025-06,E3_p20_extension_penalty,140,140,1.0,0.5071428571428571,0.4928571428571429,-0.014285714285714235,0.0894387985048624,0.08920664620573393,-0.00023215229912847135,-0.0348620439903665,-0.03568862613514472,-0.0008265821447782234,False
2025-06,F1_baseline_plus_fixed,140,140,1.0,0.5071428571428571,0.45714285714285713,-0.04999999999999999,0.0894387985048624,0.08673212165118283,-0.0027066768536795766,-0.0348620439903665,-0.032336227460959446,0.002525816529407053,False
2025-07,B0_baseline_p20,180,180,1.0,0.3111111111111111,0.3111111111111111,0.0,0.053133303738530105,0.053133303738530105,0.0,-0.04736385598647069,-0.04736385598647069,0.0,False
2025-07,B1_p_now_only,180,180,1.0,0.3111111111111111,0.45555555555555555,0.14444444444444443,0.053133303738530105,0.08297440540365524,0.02984110166512513,-0.04736385598647069,-0.06556109121466165,-0.01819723522819096,True
2025-07,B2_p_hist_only,180,180,1.0,0.3111111111111111,0.2222222222222222,-0.0888888888888889,0.053133303738530105,0.017519420218735617,-0.035613883519794484,-0.04736385598647069,-0.05744518244671383,-0.010081326460243137,False
2025-07,E1_p20_persistence,180,180,1.0,0.3111111111111111,0.29444444444444445,-0.016666666666666663,0.053133303738530105,0.04939622133740257,-0.0037370824011275366,-0.04736385598647069,-0.04878307377066956,-0.001419217784198866,False
2025-07,E2_p20_accel,180,180,1.0,0.3111111111111111,0.3277777777777778,0.016666666666666663,0.053133303738530105,0.056231235044574134,0.0030979313060440286,-0.04736385598647069,-0.05337793087126735,-0.006014074884796654,True
2025-07,E3_p20_extension_penalty,180,180,1.0,0.3111111111111111,0.2777777777777778,-0.033333333333333326,0.053133303738530105,0.04354822798171333,-0.009585075756816774,-0.04736385598647069,-0.04802974298577595,-0.0006658869993052541,False
2025-07,F1_baseline_plus_fixed,180,180,1.0,0.3111111111111111,0.2833333333333333,-0.02777777777777779,0.053133303738530105,0.04458946621664517,-0.008543837521884937,-0.04736385598647069,-0.04986722861164022,-0.002503372625169524,False
2025-08,B0_baseline_p20,140,140,1.0,0.18571428571428572,0.18571428571428572,0.0,-0.01476125854880602,-0.01476125854880602,0.0,-0.07171873672049657,-0.07171873672049657,0.0,False
2025-08,B1_p_now_only,140,140,1.0,0.18571428571428572,0.14285714285714285,-0.04285714285714287,-0.01476125854880602,-0.046013033867306166,-0.031251775318500145,-0.07171873672049657,-0.11633969047752034,-0.04462095375702377,False
2025-08,B2_p_hist_only,140,140,1.0,0.18571428571428572,0.12142857142857143,-0.0642857142857143,-0.01476125854880602,-0.0003382117348904899,0.01442304681391553,-0.07171873672049657,-0.04727270025893605,0.024446036461560523,False
2025-08,E1_p20_persistence,140,140,1.0,0.18571428571428572,0.19285714285714287,0.007142857142857145,-0.01476125854880602,-0.011774868854599968,0.0029863896942060528,-0.07171873672049657,-0.07007464185763772,0.0016440948628588525,True
2025-08,E2_p20_accel,140,140,1.0,0.18571428571428572,0.15714285714285714,-0.02857142857142858,-0.01476125854880602,-0.024496831716316177,-0.009735573167510156,-0.07171873672049657,-0.07626198702863256,-0.004543250308135988,False
2025-08,E3_p20_extension_penalty,140,140,1.0,0.18571428571428572,0.14285714285714285,-0.04285714285714287,-0.01476125854880602,-0.01560323550498469,-0.0008419769561786687,-0.07171873672049657,-0.07047830696086187,0.0012404297596347036,False
2025-08,F1_baseline_plus_fixed,140,140,1.0,0.18571428571428572,0.12142857142857143,-0.0642857142857143,-0.01476125854880602,-0.024546520526851804,-0.009785261978045783,-0.07171873672049657,-0.07274932024608664,-0.001030583525590073,False
2025-09,B0_baseline_p20,160,160,1.0,0.14375,0.14375,0.0,-0.04285751703024291,-0.04285751703024291,0.0,-0.10945905447991897,-0.10945905447991897,0.0,False
2025-09,B1_p_now_only,160,160,1.0,0.14375,0.19375,0.05000000000000002,-0.04285751703024291,-0.01623344358254845,0.02662407344769446,-0.10945905447991897,-0.10179907315322818,0.007659981326690782,True
2025-09,B2_p_hist_only,160,160,1.0,0.14375,0.025,-0.11875,-0.04285751703024291,-0.06621025890587304,-0.023352741875630127,-0.10945905447991897,-0.10216783062651262,0.007291223853406345,False
2025-09,E1_p20_persistence,160,160,1.0,0.14375,0.15,0.0062500000000000056,-0.04285751703024291,-0.04382578804989408,-0.0009682710196511693,-0.10945905447991897,-0.10709287483525014,0.0023661796446688282,True
2025-09,E2_p20_accel,160,160,1.0,0.14375,0.1375,-0.006249999999999978,-0.04285751703024291,-0.034735610827930995,0.008121906202311915,-0.10945905447991897,-0.10122890310049386,0.008230151379425107,False
2025-09,E3_p20_extension_penalty,160,160,1.0,0.14375,0.125,-0.01874999999999999,-0.04285751703024291,-0.05555024267839457,-0.01269272564815166,-0.10945905447991897,-0.10994923555464861,-0.0004901810747296453,False
2025-09,F1_baseline_plus_fixed,160,160,1.0,0.14375,0.125,-0.01874999999999999,-0.04285751703024291,-0.04696481263193984,-0.004107295601696932,-0.10945905447991897,-0.10297416452100312,0.006484889958915843,False
2025-10,B0_baseline_p20,180,180,1.0,0.16666666666666666,0.16666666666666666,0.0,-0.012887820642443057,-0.012887820642443057,0.0,-0.0975596732569294,-0.0975596732569294,0.0,False
2025-10,B1_p_now_only,180,180,1.0,0.16666666666666666,0.2,0.033333333333333354,-0.012887820642443057,-0.001386410156980944,0.011501410485462113,-0.0975596732569294,-0.08532003368389277,0.012239639573036629,True
2025-10,B2_p_hist_only,180,180,1.0,0.16666666666666666,0.07777777777777778,-0.08888888888888888,-0.012887820642443057,-0.03139032261846458,-0.018502501976021525,-0.0975596732569294,-0.08267964196240324,0.014880031294526155,False
2025-10,E1_p20_persistence,180,180,1.0,0.16666666666666666,0.16111111111111112,-0.005555555555555536,-0.012887820642443057,-0.013952142109942741,-0.0010643214674996848,-0.0975596732569294,-0.0984379168641231,-0.0008782436071937127,False
2025-10,E2_p20_accel,180,180,1.0,0.16666666666666666,0.16666666666666666,0.0,-0.012887820642443057,-0.015767085442863527,-0.0028792648004204707,-0.0975596732569294,-0.0868501588227642,0.010709514434165193,False
2025-10,E3_p20_extension_penalty,180,180,1.0,0.16666666666666666,0.12777777777777777,-0.03888888888888889,-0.012887820642443057,-0.018750513059551808,-0.005862692417108751,-0.0975596732569294,-0.09223839282752298,0.005321280429406411,False
2025-10,F1_baseline_plus_fixed,180,180,1.0,0.16666666666666666,0.12777777777777777,-0.03888888888888889,-0.012887820642443057,-0.030088603643308027,-0.017200783000864972,-0.0975596732569294,-0.0936758095734426,0.0038838636834867962,False
2025-11,B0_baseline_p20,120,120,1.0,0.15833333333333333,0.15833333333333333,0.0,-0.02701075431521066,-0.02701075431521066,0.0,-0.08477397395851,-0.08477397395851,0.0,False
2025-11,B1_p_now_only,120,120,1.0,0.15833333333333333,0.15,-0.008333333333333331,-0.02701075431521066,-0.019361071452664823,0.007649682862545838,-0.08477397395851,-0.08774241239463812,-0.0029684384361281235,False
2025-11,B2_p_hist_only,120,120,1.0,0.15833333333333333,0.058333333333333334,-0.09999999999999999,-0.02701075431521066,-0.04677394448328814,-0.019763190168077475,-0.08477397395851,-0.08517596247688847,-0.00040198851837847105,False
2025-11,E1_p20_persistence,120,120,1.0,0.15833333333333333,0.16666666666666666,0.008333333333333331,-0.02701075431521066,-0.02011639501797819,0.0068943592972324705,-0.08477397395851,-0.08330957527029546,0.0014643986882145327,True
2025-11,E2_p20_accel,120,120,1.0,0.15833333333333333,0.15,-0.008333333333333331,-0.02701075431521066,-0.02734826717638913,-0.00033751286117847043,-0.08477397395851,-0.07731253636136375,0.00746143759714625,False
2025-11,E3_p20_extension_penalty,120,120,1.0,0.15833333333333333,0.15833333333333333,0.0,-0.02701075431521066,-0.024905688441185753,0.0021050658740249077,-0.08477397395851,-0.08021495484872085,0.0045590191097891475,False
2025-11,F1_baseline_plus_fixed,120,120,1.0,0.15833333333333333,0.175,0.016666666666666663,-0.02701075431521066,-0.013829448954382791,0.01318130536082787,-0.08477397395851,-0.07006094202662487,0.014713031931885126,True
2025-12,B0_baseline_p20,180,180,1.0,0.12222222222222222,0.12222222222222222,0.0,-0.030246798527534976,-0.030246798527534976,0.0,-0.09450562264961321,-0.09450562264961321,0.0,False
2025-12,B1_p_now_only,180,180,1.0,0.12222222222222222,0.19444444444444445,0.07222222222222223,-0.030246798527534976,-0.012216478582653173,0.0180303199448818,-0.09450562264961321,-0.09578249815444523,-0.0012768755048320202,True
2025-12,B2_p_hist_only,180,180,1.0,0.12222222222222222,0.18888888888888888,0.06666666666666667,-0.030246798527534976,0.028634895614506488,0.05888169414204146,-0.09450562264961321,-0.05608770140057966,0.038417921249033544,True
2025-12,E1_p20_persistence,180,180,1.0,0.12222222222222222,0.12222222222222222,0.0,-0.030246798527534976,-0.032866395044226886,-0.00261959651669191,-0.09450562264961321,-0.09591887826637072,-0.0014132556167575083,False
2025-12,E2_p20_accel,180,180,1.0,0.12222222222222222,0.18333333333333332,0.0611111111111111,-0.030246798527534976,0.01488712077311645,0.04513391930065143,-0.09450562264961321,-0.0688763707993734,0.025629251850239815,True
2025-12,E3_p20_extension_penalty,180,180,1.0,0.12222222222222222,0.15,0.027777777777777776,-0.030246798527534976,-0.00669175856102393,0.023555039966511045,-0.09450562264961321,-0.07432733735554159,0.02017828529407162,True
2025-12,F1_baseline_plus_fixed,180,180,1.0,0.12222222222222222,0.18333333333333332,0.0611111111111111,-0.030246798527534976,0.015362687473353528,0.0456094860008885,-0.09450562264961321,-0.06712275651400225,0.02738286613561096,True
2026-01,B0_baseline_p20,160,160,1.0,0.2125,0.2125,0.0,0.04481865288098147,0.04481865288098147,0.0,-0.09561080340041536,-0.09561080340041536,0.0,False
2026-01,B1_p_now_only,160,160,1.0,0.2125,0.24375,0.03125,0.04481865288098147,0.04786574475488322,0.0030470918739017513,-0.09561080340041536,-0.1023202561149165,-0.0067094527145011434,True
2026-01,B2_p_hist_only,160,160,1.0,0.2125,0.16875,-0.04374999999999998,0.04481865288098147,0.027199653271898088,-0.01761899960908338,-0.09561080340041536,-0.06389735928408373,0.03171344411633163,False
2026-01,E1_p20_persistence,160,160,1.0,0.2125,0.225,0.012500000000000011,0.04481865288098147,0.050797769970144534,0.005979117089163065,-0.09561080340041536,-0.09207168381366593,0.003539119586749434,True
