date,industryCode,industryName,p_wave_10d,p_wave_20d,expected_return_10d,expected_return_20d,expected_drawdown_20d,rs_20d,rs_60d,dist_days_10,dist_days_20,close_vs_ma20,close_vs_ma50
2026-04-29,8630,Đầu tư bất động sản và dịch vụ,0.3339521930842423,0.2553811091415548,0.0166976096542121,0.0204304887313243,-0.0517254694243227,0.2750843634808146,0.2780368285319301,1.0,2.0,0.1447180875298415,0.2497129444886021
2026-04-29,8780,Công ty chứng khoán,0.1401605374055433,0.1255492780916509,0.0070080268702771,0.010043942247332,-0.0562822703585696,-0.1021453683568258,-0.051278880606891,3.0,4.0,-0.0204320514850081,-0.029095496723748
2026-04-29,1750,Kim loại công nghiệp & Khai khoáng,0.1313557809813692,0.1255492780916509,0.0065677890490684,0.010043942247332,-0.0562822703585696,-0.0710541959859885,0.0288603169508849,1.0,1.0,0.0013691658081744,0.0170776693158367
2026-04-29,2350,Xây dựng và vật liệu xây dựng,0.1280349387766103,0.1255492780916509,0.0064017469388305,0.010043942247332,-0.0562822703585696,-0.0954541010648812,0.0432529388925146,2.0,3.0,0.0070776814320276,0.0272149366577585
2026-04-29,8350,Ngân hàng,0.0949638415811805,0.0855565777368905,0.004748192079059,0.0068445262189512,-0.0576859228593926,-0.0804400171883241,-0.0858938143135448,2.0,3.0,0.0051763202404138,0.0018995900345675
