date,market_status,rally_attempt_active,rally_day_count,rally_start_date,attempt_id,downtrend_low_day,day1_triggered_today,day1_low,ftd_detected,ftd_valid,ftd_date,ftd_late,ftd_low,ftd_close,distribution_count_20d,dd_flag_today,ftd_flag_today,ma50_break_flag,ma50,close,close_vs_ma50_pct,close_vs_ftd_close_pct,allow_new_buys,primary_state,ma50_primary,ma200,ma200_slope,ma50_above_ma200,breadth_pct,breadth_pass,market_status_combined
2012-02-22,rally_attempt,True,4,2012-02-17,1,False,False,445.44,False,False,,False,,,0,False,False,False,455.13000000000005,470.97,0.034803243029464,,False,NEUTRAL,455.13000000000005,455.13000000000005,,False,,False,correction
2012-02-23,rally_attempt,True,5,2012-02-17,1,False,False,445.44,False,False,,False,,,0,False,False,False,456.6492857142857,476.4,0.0432513854802607,,False,NEUTRAL,456.6492857142857,456.6492857142857,,False,,False,correction
2012-02-24,rally_attempt,True,6,2012-02-17,1,False,False,445.44,False,False,,False,,,0,False,False,False,458.05733333333336,477.77,0.043035369662604,,False,NEUTRAL,458.05733333333336,458.05733333333336,,False,,False,correction
2012-02-27,rally_attempt,True,7,2012-02-17,1,False,False,445.44,False,False,,False,,,0,False,False,False,459.794375,485.85,0.0566679942528658,,False,NEUTRAL,459.794375,459.794375,,False,,False,correction
2012-02-28,rally_attempt,True,8,2012-02-17,1,False,False,445.44,False,False,,False,,,1,True,False,False,461.0352941176471,480.89,0.0430654792283351,,False,NEUTRAL,461.0352941176471,461.0352941176471,,False,,False,correction
2012-02-29,rally_attempt,True,9,2012-02-17,1,False,False,445.44,False,False,,False,,,1,False,False,False,462.3766666666667,485.18,0.0493176558794055,,False,NEUTRAL,462.3766666666667,462.3766666666667,,False,,False,correction
2012-03-01,rally_attempt,True,10,2012-02-17,1,False,False,445.44,False,False,,False,,,1,False,False,False,463.8836842105264,491.01,0.0584765464119292,,False,NEUTRAL,463.8836842105264,463.8836842105264,,False,,False,correction
2012-03-02,rally_attempt,True,11,2012-02-17,1,False,False,445.44,False,False,,False,,,1,False,False,False,465.8665,503.54,0.0808675876028863,,False,NEUTRAL,465.8665,465.8665,,False,,False,correction
2012-03-05,confirmed_uptrend,False,0,,1,False,False,,True,True,2012-03-05,True,507.83,524.94,1,False,True,False,468.6795238095239,524.94,0.1200403971847958,0.0,True,NEUTRAL,468.67952380952386,468.67952380952386,0.047398761502500344,False,,False,correction
2012-03-06,correction,False,0,,1,False,False,,True,False,2012-03-05,True,507.83,524.94,2,True,False,False,470.48545454545456,508.41,0.0806072644502584,,False,NEUTRAL,470.48545454545456,470.48545454545456,0.04927731337776171,False,,False,correction
2012-03-07,correction,False,0,,1,False,False,,True,False,2012-03-05,True,507.83,524.94,2,False,False,False,472.0252173913044,505.9,0.0717647730684984,,False,NEUTRAL,472.02521739130435,472.02521739130435,0.042949897017081906,False,,False,correction
2012-03-08,correction,False,0,,1,False,False,,True,False,2012-03-05,True,507.83,524.94,2,False,False,False,472.7345833333334,489.05,0.0345128476779164,,False,NEUTRAL,472.7345833333334,472.7345833333334,0.037557590622353754,False,,False,correction
2012-03-09,correction,False,0,,1,False,False,,True,False,2012-03-05,True,507.83,524.94,2,False,False,False,473.3064,487.03,0.0289951709928282,,False,NEUTRAL,473.3064,473.3064,0.03762496053877708,False,,False,correction
2012-03-12,correction,False,0,,1,False,False,,True,False,2012-03-05,True,507.83,524.94,3,True,False,False,473.6657692307692,482.65,0.0189674478352555,,False,NEUTRAL,473.66576923076923,473.66576923076923,0.04218801788980912,False,,False,correction
2012-03-13,rally_attempt,True,1,2012-03-13,2,False,True,482.87,True,False,2012-03-05,True,507.83,524.94,3,False,False,False,474.1381481481481,486.42,0.0259035302259931,,False,NEUTRAL,474.1381481481481,474.1381481481481,0.044629981095451875,False,,False,correction
2012-03-14,rally_attempt,True,2,2012-03-13,2,False,False,482.87,True,False,2012-03-05,True,507.83,524.94,3,False,False,False,474.7485714285714,491.23,0.0347161204126094,,False,NEUTRAL,474.74857142857144,474.74857142857144,0.0482270258548462,False,,False,correction
2012-03-15,confirmed_uptrend,False,0,,2,False,False,,True,True,2012-03-15,False,486.57,502.82,3,False,True,False,475.716551724138,502.82,0.0569739442061267,0.0,True,NEUTRAL,475.71655172413796,475.71655172413796,0.05278339071288208,False,,False,correction
2012-03-16,confirmed_uptrend,True,1,2012-03-16,3,False,True,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,476.695,505.07,0.0595244338623228,0.0044747623404002,True,NEUTRAL,476.695,476.695,0.05509947963815916,False,,False,correction
2012-03-19,confirmed_uptrend,True,2,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,477.3570967741936,497.22,0.0416101559189814,-0.0111371862694402,True,NEUTRAL,477.35709677419356,477.35709677419356,0.05367327143166474,False,,False,correction
2012-03-20,confirmed_uptrend,True,3,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,478.105,501.29,0.0484935317555768,-0.003042838391472,True,NEUTRAL,478.105,478.105,0.05353562063418615,False,,False,correction
2012-03-21,confirmed_uptrend,True,4,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,478.9745454545455,506.8,0.0580938064653273,0.0079153573843522,True,NEUTRAL,478.9745454545455,478.9745454545455,0.05239062565540708,False,,False,correction
2012-03-22,confirmed_uptrend,True,5,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,479.7558823529412,505.54,0.053744244928487,0.0054094904737282,True,NEUTRAL,479.75588235294117,479.75588235294117,0.050600312672147,False,,False,correction
2012-03-23,confirmed_uptrend,True,6,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,480.7011428571429,512.84,0.0668582915194115,0.0199276082892487,True,NEUTRAL,480.7011428571429,480.7011428571429,0.04943444384795249,False,,False,correction
2012-03-26,confirmed_uptrend,True,7,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,481.7169444444445,517.27,0.0738048681193022,0.0287379181416809,True,NEUTRAL,481.7169444444445,481.7169444444445,0.04767907272559498,False,,False,correction
2012-03-27,confirmed_uptrend,True,8,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,True,False,False,482.27621621621626,502.41,0.0417474117669474,-0.0008154011375839,True,NEUTRAL,482.27621621621626,482.27621621621626,0.04607222563995048,False,,False,correction
2012-03-28,confirmed_uptrend,True,9,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,482.862105263158,504.54,0.0448945868821653,0.0034207072113281,True,NEUTRAL,482.86210526315796,482.86210526315796,0.044304654783238556,False,,False,correction
2012-03-29,confirmed_uptrend,True,10,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,483.26256410256417,498.48,0.0314889607178556,-0.0086313193588162,True,NEUTRAL,483.26256410256417,483.26256410256417,0.04177529960989743,False,,False,correction
2012-03-30,confirmed_uptrend,True,11,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,483.68275000000006,500.07,0.0338801621517408,-0.0054691539716001,True,NEUTRAL,483.68275000000006,483.68275000000006,0.03824325209045957,False,,False,correction
2012-04-03,confirmed_uptrend,True,12,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,False,False,False,484.2214634146342,505.77,0.0445014073383072,0.00586691062408,True,NEUTRAL,484.2214634146342,484.2214634146342,0.03316112357284616,False,,False,correction
2012-04-04,confirmed_uptrend,True,13,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,False,False,False,484.6038095238096,500.28,0.0323484672800951,-0.0050515094864962,True,NEUTRAL,484.60380952380956,484.60380952380956,0.030008058361751112,False,,False,correction
2012-04-05,confirmed_uptrend,True,14,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,False,False,False,485.1327906976744,507.35,0.0457961402080755,0.0090091881786722,True,NEUTRAL,485.1327906976744,485.1327906976744,0.02776879883411823,False,,False,correction
2012-04-06,confirmed_uptrend,True,15,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,False,False,False,485.7322727272728,511.51,0.0530698261575071,0.0172825265502565,True,NEUTRAL,485.73227272727274,485.73227272727274,0.027494686981202877,False,,False,correction
2012-04-09,confirmed_uptrend,True,16,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,False,False,False,486.3968888888889,515.64,0.0601219123294831,0.0254962014239688,True,NEUTRAL,486.3968888888889,486.3968888888889,0.027657536194078295,False,,False,correction
2012-04-10,confirmed_uptrend,True,17,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,1,False,False,False,487.07086956521744,517.4,0.0622684137564124,0.0289964599657928,True,NEUTRAL,487.07086956521744,487.07086956521744,0.028300758056082502,False,,False,correction
2012-04-11,confirmed_uptrend,True,18,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,1,False,False,False,487.933829787234,527.63,0.0813556424855306,0.0493417127401456,True,NEUTRAL,487.933829787234,487.933829787234,0.0290963334061349,False,,False,correction
2012-04-12,confirmed_uptrend,True,19,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,1,False,False,False,488.961875,537.28,0.0988177759257813,0.0685334712223062,True,NEUTRAL,488.961875,488.961875,0.029938591555229255,False,,False,correction
2012-04-13,confirmed_uptrend,True,20,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,1,False,False,False,489.84632653061226,532.3,0.0866673304872371,0.0586293305755538,True,NEUTRAL,489.84632653061226,489.84632653061226,0.029702087840466775,False,,False,correction
2012-04-16,confirmed_uptrend,True,21,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,1,False,False,False,490.8328,539.17,0.0984799711836699,0.0722922715882421,True,NEUTRAL,490.83279999999996,490.83279999999996,0.029657957394140847,False,,False,correction
2012-04-17,confirmed_uptrend,True,22,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,1,False,False,False,492.766,544.13,0.1042360877170909,0.0821566365697465,True,NEUTRAL,492.76599999999996,491.8778431372549,0.030419043649266515,True,,False,correction
2012-04-18,confirmed_uptrend,True,23,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,True,False,False,494.6118,541.6,0.0950001597212197,0.0771250149158744,True,NEUTRAL,494.6118,492.83403846153846,0.030807120740294364,True,,False,correction
2012-04-19,confirmed_uptrend,True,24,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,False,False,False,496.0658,533.68,0.0758250215999569,0.0613738514776658,True,NEUTRAL,496.0658,493.60471698113207,0.030544778768363572,True,,False,correction
2012-04-20,confirmed_uptrend,True,25,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,False,False,False,497.446,533.74,0.0729606831696305,0.06149317847341,True,NEUTRAL,497.44599999999997,494.347962962963,0.03041563667433447,True,,False,correction
2012-04-23,confirmed_uptrend,True,26,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,False,False,False,498.9534,533.6,0.0694385487702859,0.0612147488166741,True,NEUTRAL,498.9534,495.06163636363635,0.02987405734286176,True,,False,correction
2012-04-24,confirmed_uptrend,True,27,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,False,False,False,500.7266,534.89,0.0682276515767288,0.06378027922517,True,NEUTRAL,500.72659999999996,495.7728571428571,0.029178779904915,True,,False,correction
2012-04-25,confirmed_uptrend,True,28,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,1,False,False,False,502.5778,542.78,0.0799919932794483,0.0794717791655064,True,NEUTRAL,502.57779999999997,496.59754385964914,0.029695280757971856,True,,False,correction
2012-04-26,confirmed_uptrend,True,29,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,True,False,False,504.4182,538.1,0.0667735620958958,0.0701642734974743,True,NEUTRAL,504.4182,497.31310344827585,0.029927795177138946,True,,False,correction
2012-04-27,confirmed_uptrend,True,30,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,2,False,False,False,506.3714,541.2,0.0687807407764342,0.0763295016109144,True,NEUTRAL,506.3714,498.05694915254236,0.030613554926299514,True,,False,correction
2012-05-02,confirmed_uptrend,True,31,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,3,True,False,False,508.1414000000001,539.72,0.0621453005010022,0.0733861023825623,True,NEUTRAL,508.1414000000001,498.7513333333334,0.031153857220116533,True,,False,correction
2012-05-03,uptrend_under_pressure,True,32,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,4,True,False,False,509.5546,536.1,0.0520953004839914,0.0661867069726742,True,NEUTRAL,509.5546,499.36360655737707,0.03127111102420676,True,,False,correction
2012-05-04,uptrend_under_pressure,True,33,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,511.1592,542.5,0.061313187750509,0.0789149198520344,True,NEUTRAL,511.1592,500.0593548387097,0.03189315686578555,True,,False,correction
2012-05-07,uptrend_under_pressure,True,34,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,512.7858,552.3,0.0770579060496603,0.0984049958235551,True,NEUTRAL,512.7858,500.8885714285714,0.032477253719004374,True,,False,correction
2012-05-08,uptrend_under_pressure,True,35,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,514.3982,557.02,0.0828575994239482,0.1077920528220834,True,NEUTRAL,514.3982,501.765625,0.0330086205363785,True,,False,correction
2012-05-09,uptrend_under_pressure,True,36,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,515.9898,557.35,0.080157010855641,0.1084483512986755,True,NEUTRAL,515.9898,502.6207692307692,0.033355230496933654,True,,False,correction
2012-05-10,uptrend_under_pressure,True,37,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,5,True,False,False,517.3676,554.74,0.0722356792346485,0.1032576269838112,True,NEUTRAL,517.3676,503.4104545454546,0.03354662740315938,True,,False,correction
2012-05-11,uptrend_under_pressure,True,38,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,5,False,False,False,518.7086,547.94,0.0563541842182682,0.089733900799491,True,NEUTRAL,518.7086,504.07507462686567,0.0330808069747288,True,,False,correction
2012-05-14,confirmed_uptrend,True,39,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,6,True,False,False,519.7320000000001,536.35,0.0319741713036718,0.0666839027882741,True,NEUTRAL,519.7320000000001,504.5497058823529,0.03187944025769468,True,,False,correction
2012-05-15,confirmed_uptrend,True,40,2012-03-16,3,False,False,499.13,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,520.3697999999999,522.9,0.0048623113793306,0.0399347679089931,True,NEUTRAL,520.3697999999999,504.815652173913,0.030559228134510185,True,,False,correction
2012-05-16,confirmed_uptrend,True,41,2012-03-16,3,True,False,499.13,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,520.693,519.7,-0.0019070738419758,0.0335706614693132,True,NEUTRAL,520.693,505.02828571428574,0.02892122473128483,True,,False,correction
2012-05-17,confirmed_uptrend,False,0,,3,True,False,,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,520.4634,513.46,-0.0134560854807465,0.0211606539119366,True,NEUTRAL,520.4634,505.14704225352114,0.02697661482703453,True,,False,correction
2012-05-18,confirmed_uptrend,False,0,,3,True,False,,True,True,2012-03-15,False,486.57,502.82,6,True,False,False,520.3874,504.61,-0.0303185665141006,0.0035599220396962,True,NEUTRAL,520.3874,505.13958333333335,0.024968942709819014,True,,False,correction
2012-05-21,confirmed_uptrend,True,1,2012-05-21,4,False,True,507.58,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,520.6465999999999,518.86,-0.0034315022896527,0.0319000835288971,True,NEUTRAL,520.6465999999999,505.3275342465754,0.023749402836220113,True,,False,correction
2012-05-22,confirmed_uptrend,True,2,2012-05-21,4,False,False,507.58,True,True,2012-03-15,False,486.57,502.82,7,True,False,False,521.2028,516.86,-0.0083322652909769,0.0279225170040968,True,NEUTRAL,521.2028,505.48337837837846,0.02252546030264467,True,,False,correction
2012-05-23,confirmed_uptrend,True,3,2012-05-21,4,False,False,507.58,True,True,2012-03-15,False,486.57,502.82,7,False,False,False,521.6312,508.45,-0.0252691940206031,0.0111968497673122,True,NEUTRAL,521.6312,505.52293333333336,0.021131302046626155,True,,False,correction
2012-05-24,confirmed_uptrend,False,0,,4,True,False,,True,True,2012-03-15,False,486.57,502.82,7,False,False,False,522.0097999999999,501.58,-0.0391368131402896,-0.0024660912453761,True,NEUTRAL,522.0097999999999,505.47105263157897,0.01956177178519341,True,,False,correction
2012-05-25,confirmed_uptrend,True,1,2012-05-25,5,False,True,507.7,True,True,2012-03-15,False,486.57,502.82,7,False,False,False,522.5668000000001,514.27,-0.0158770132354372,0.0227715683544806,True,NEUTRAL,522.5668000000001,505.58532467532467,0.018098721845905275,True,,False,correction
2012-05-28,confirmed_uptrend,True,2,2012-05-25,5,False,False,507.7,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,523.0110000000001,513.44,-0.0182998063138252,0.0211208782466887,True,NEUTRAL,523.0110000000001,505.68602564102565,0.016836319281944363,True,,False,correction
2012-05-29,confirmed_uptrend,True,3,2012-05-25,5,False,False,507.7,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,523.1708,510.81,-0.0236267008785657,0.0158903782665764,True,NEUTRAL,523.1708,505.7508860759494,0.015447905980427477,True,,False,correction
2012-05-30,uptrend_under_pressure,True,4,2012-05-25,5,False,False,507.7,True,True,2012-03-15,False,486.57,502.82,5,False,False,False,523.337,513.38,-0.0190259813466274,0.0210015512509447,True,NEUTRAL,523.337,505.84624999999994,0.014225358796033085,True,,False,correction
2012-05-31,uptrend_under_pressure,True,5,2012-05-25,5,False,False,507.7,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,523.534,507.07,-0.0314478142775827,0.0084523288652003,True,NEUTRAL,523.534,505.8613580246914,0.013012064519699336,True,,False,correction
2012-06-01,uptrend_under_pressure,True,6,2012-05-25,5,False,False,507.7,True,True,2012-03-15,False,486.57,502.82,5,True,False,False,523.6212,505.65,-0.0343209938787811,0.0056282566325922,True,NEUTRAL,523.6212,505.85878048780484,0.011597474565725735,True,,False,correction
2012-06-04,confirmed_uptrend,False,0,,5,True,False,,True,True,2012-03-15,False,486.57,502.82,6,True,False,False,523.3430000000001,492.89,-0.058189371024357,-0.0197486177956326,True,NEUTRAL,523.3430000000001,505.7025301204819,0.00961083755251339,True,,False,correction
2012-06-05,confirmed_uptrend,False,0,,5,True,False,,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,523.1926,498.02,-0.0481134480877596,-0.0095461596595203,True,NEUTRAL,523.1926,505.61107142857145,0.007663829957605106,True,,False,correction
2012-06-06,confirmed_uptrend,True,1,2012-06-06,6,False,True,498.48,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,523.0179999999999,504.11,-0.0361517194436901,0.0025655304084961,True,NEUTRAL,523.0179999999999,505.59341176470593,0.0059142851149708185,True,,False,correction
2012-06-07,uptrend_under_pressure,True,2,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,5,False,False,False,522.8608,509.41,-0.0257253938333109,0.0131060816992165,True,NEUTRAL,522.8608,505.6377906976744,0.004424493238287851,True,,False,correction
2012-06-08,uptrend_under_pressure,True,3,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,5,False,False,False,522.9756,508.15,-0.0283485501044408,0.0106002147885924,True,NEUTRAL,522.9756,505.6666666666667,0.0031574503876811754,True,,False,correction
2012-06-11,uptrend_under_pressure,True,4,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,523.0846,509.99,-0.0250334267152961,0.0142595759914085,True,NEUTRAL,523.0846,505.71579545454546,0.0023111490475518407,True,,False,correction
2012-06-12,uptrend_under_pressure,True,5,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,523.2447999999999,506.49,-0.0320209584500408,0.0072988345730082,True,NEUTRAL,523.2447999999999,505.7244943820225,0.001800344748019792,True,,False,correction
2012-06-13,uptrend_under_pressure,True,6,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,5,True,False,False,523.3272000000001,504.19,-0.0365683266606438,0.0027246330694881,True,NEUTRAL,523.3272000000001,505.70744444444443,0.0013447934489414259,True,,False,correction
2012-06-14,uptrend_under_pressure,True,7,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,5,False,False,False,523.2166,500.24,-0.0439141265777881,-0.0051310608169921,True,NEUTRAL,523.2166,505.6473626373627,0.0009904450427138034,True,,False,correction
2012-06-15,uptrend_under_pressure,True,8,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,523.3698,507.94,-0.0294816399417774,0.0101825703034883,True,NEUTRAL,523.3698,505.67228260869564,0.0010545585674500008,True,,False,correction
2012-06-18,uptrend_under_pressure,True,9,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,523.3816,507.94,-0.0295035209491507,0.0101825703034883,True,NEUTRAL,523.3816,505.69666666666666,0.0007304815096640727,True,,False,correction
2012-06-19,uptrend_under_pressure,True,10,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,4,True,False,False,523.2847999999999,506.67,-0.0317509700262647,0.0076568155602403,True,NEUTRAL,523.2847999999999,505.70702127659575,0.0004424337333004945,True,,False,correction
2012-06-20,uptrend_under_pressure,True,11,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,523.1366,508.23,-0.0284946608591332,0.0107593174495843,True,NEUTRAL,523.1366,505.73357894736847,0.00041668854199383953,True,,False,correction
2012-06-21,uptrend_under_pressure,True,12,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,5,True,False,False,522.8828,504.71,-0.0347550158467633,0.0037588003659361,True,NEUTRAL,522.8828,505.72291666666666,0.0004982758830133592,True,,False,correction
2012-06-22,uptrend_under_pressure,True,13,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,5,False,False,False,522.337,500.34,-0.0421126590687621,-0.0049321824907522,True,NEUTRAL,522.337,505.66742268041236,0.0001623820967121789,True,,False,correction
2012-06-25,confirmed_uptrend,True,14,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,6,True,False,False,521.5532,498.09,-0.0449871652594595,-0.0094069448311523,True,NEUTRAL,521.5532,505.59010204081636,-0.00018969003560597345,True,,False,correction
2012-06-26,confirmed_uptrend,True,15,2012-06-06,6,True,False,498.48,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,520.7818,493.73,-0.0519445956060675,-0.0180780398552165,True,NEUTRAL,520.7818,505.470303030303,-0.0005547850797126341,True,,False,correction
2012-06-27,confirmed_uptrend,True,16,2012-06-06,6,False,False,498.48,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,519.8538000000001,492.77,-0.052098878569321,-0.0199872717871206,True,NEUTRAL,519.8538000000001,505.3433,-0.0009942744460395658,True,,False,correction
2012-06-28,confirmed_uptrend,False,0,,6,True,False,,True,True,2012-03-15,False,486.57,502.82,6,False,False,False,518.8054,491.71,-0.0522265188450236,-0.0220953820452647,True,NEUTRAL,518.8054,505.2083168316832,-0.0012909489579481688,True,,False,correction
2012-06-29,uptrend_under_pressure,True,1,2012-06-29,7,False,True,492.48,True,True,2012-03-15,False,486.57,502.82,5,False,False,False,517.928,497.73,-0.0389976985218022,-0.0101229068056162,True,NEUTRAL,517.928,505.13500000000005,-0.001430795541607164,True,,False,correction
2012-07-02,uptrend_under_pressure,True,2,2012-06-29,7,False,False,492.48,True,True,2012-03-15,False,486.57,502.82,4,False,False,False,517.1076,492.66,-0.0472775878753281,-0.0202060379459846,True,NEUTRAL,517.1076,505.01388349514565,-0.0013617622699499008,True,,False,correction
2012-07-03,uptrend_under_pressure,False,0,,7,True,False,,True,True,2012-03-15,False,486.57,502.82,5,True,False,False,516.1718,486.95,-0.0566125464428702,-0.0315619903742889,True,NEUTRAL,516.1718,504.8401923076923,-0.0015246484193890155,True,,False,correction
2012-07-04,uptrend_under_pressure,False,0,,7,False,False,,True,True,2012-03-15,False,486.57,502.82,5,False,False,False,515.2082,485.42,-0.0578177909435447,-0.0346048287657611,True,NEUTRAL,515.2082,504.65523809523813,-0.0018555891901226162,True,,False,correction
