symbol,report_date,revenue,net_profit,equity,gross_profit,gross_margin,total_debt,shares_outstanding
AAA,2022-06-30,4574860188172.0,85425095236.0,5590407320710.0,343832497317.0,0.07515694101558694,5337317566503.0,326434496.0
AAA,2022-09-30,3280334653921.0,79866172011.0,6395043807775.0,308188347323.0,0.09395027637031514,4882951646543.0,382274496.0
AAA,2022-12-31,3406559334287.0,-97726483611.0,6167603412020.0,34255877017.0,0.01005585802431644,4613713019899.0,382274496.0
AAA,2023-03-31,3616712919453.0,53895480338.0,6231130709632.0,246170483939.0,0.0680647011309461,4670840550735.0,382274496.0
AAA,2023-06-30,2791313326349.0,42275112576.0,6344275023506.0,235009172993.99997,0.08419304661200067,4885759889773.0,382274496.0
AAA,2023-09-30,3529078894690.0,99049764272.0,6447807628677.0,319749395833.0,0.09060420732279699,5162454215090.0,382274496.0
AAA,2023-12-31,2684578751775.0,93772934728.0,5920286253181.0,309127301608.0,0.11514927673610247,5614689992713.0,382274496.0
AAA,2024-03-31,2963831327623.0,134706559842.0,6063596790161.0,331830861106.0,0.11196010313182335,5623021220528.0,382274496.0
AAA,2024-06-30,2782480085532.0,135887872408.0,6162262358832.0,358333634998.0,0.1287821022911249,6105593398756.0,382274496.0
AAA,2024-09-30,3193399535332.0,21799597923.0,6076529488343.0,345336028419.0,0.10814056449817118,6955710255283.0,382274496.0
AAA,2024-12-31,3842644518461.0,69439635179.0,6235162202162.0,453373514767.0,0.11798476611325436,7512721392568.0,382274496.0
AAA,2025-03-31,3856408101891.0,45239813399.0,6037280074643.0,463714514499.0,0.12024518729530112,6147473304346.0,382274496.0
AAA,2025-06-30,2309974267663.0,131689030063.0,5844706909163.0,354139506457.0,0.15330885344245967,6314821127450.0,382274496.0
AAA,2025-09-30,2369473905606.0,117554438469.0,6017883172138.0,347608363938.0,0.14670276094435322,6223854505750.0,393742730.0
AAA,2025-12-31,2192291125691.0,78429315431.0,6079230359763.0,327371053455.0,0.14932827561933143,6812374373990.0,393742730.0
AAS,2016-12-31,,,302393092878.0,,,306089302267.0,31000000.0
AAS,2017-06-30,,,297544744331.0,,,299448399612.0,31000000.0
AAS,2017-09-30,,,300286498392.0,,,302846185631.0,31000000.0
AAS,2017-12-31,,,304843638547.0,,,307354466074.0,31000000.0
AAS,2018-03-31,,,307793562034.0,,,310496527134.0,31000000.0
AAS,2018-06-30,,,308195970133.0,,,330381628789.0,31000000.0
AAS,2018-09-30,,,354252668693.0,,,369830564320.0,31000000.0
AAS,2018-12-31,,,323595388765.0,,,338866288787.0,31000000.0
AAS,2019-03-31,,,325041828009.0,,,333860541247.0,31000000.0
AAS,2019-06-30,,,375389231920.0,,,397433767489.0,31000000.0
AAS,2019-09-30,,,324124703607.0,,,339688352838.0,31000000.0
AAS,2019-12-31,,,341230900198.0,,,519314024209.0,31000000.0
AAS,2020-03-31,,,350692980911.0,,,410272838374.0,31000000.0
AAS,2020-06-30,,,364626374554.0,,,441436824586.0,31000000.0
AAS,2020-12-31,,,346537705538.0,,,651369453172.0,31000000.0
AAS,2021-03-31,,,349540885748.0,,,490593646425.0,31000000.0
AAS,2021-06-30,,,351940741873.0,,,546766519158.0,31000000.0
AAS,2021-09-30,,,978042149920.0,,,1269781080784.0,80000000.0
AAS,2021-12-31,,,1214384541017.0,,,1645655324875.0,80000000.0
AAS,2022-03-31,,,1300701407558.0,,,2080059328659.0,80000000.0
AAS,2022-06-30,,,1419656421704.0,,,1896244128087.0,80000000.0
AAS,2022-09-30,,,1504282911318.0,,,2024227431374.0,80000000.0
AAS,2022-12-31,,,1533429831461.0,,,2303235297892.0,80000000.0
AAS,2023-03-31,,,1553450598067.0,,,2074254219358.0,80000000.0
AAS,2023-06-30,,,1593119245339.0,,,2200421990285.0,80000000.0
AAS,2023-09-30,,,2417023119202.0,,,3190330972119.0,199993809.0
AAS,2023-12-31,,,2421082512380.0,,,3539266507765.0,229993361.0
AAS,2024-03-31,,,2457092155675.0,,,3689590363172.0,229993361.0
AAS,2024-06-30,,,2476558600693.0,,,3828639299627.0,229993361.0
AAS,2024-09-30,,,2492572916587.0,,,3712560302475.0,229993361.0
AAS,2024-12-31,,,2499966678520.0,,,5055636965021.0,229993361.0
AAS,2025-03-31,,,2522400413803.0,,,5305251177724.0,229993361.0
AAS,2025-06-30,,,2541287382521.0,,,4124678552257.0,229993361.0
AAS,2025-09-30,,,2653435297115.0,,,4440319998961.0,229993361.0
AAS,2025-12-31,,,2657971431869.0,,,4266317106555.0,229993361.0
ABB,2018-03-31,,379997651276.0,,,,,
ABB,2018-06-30,,91630348724.0,,,,,
ABB,2018-09-30,,109042538043.0,,,,,
ABB,2018-12-31,,210791648054.0,,,,,
ABB,2019-03-31,,100450981294.0,,,,,
ABB,2019-06-30,,336044018706.0,,,,,
ABB,2019-09-30,,247817761404.0,,,,,
ABB,2019-12-31,,241286977481.0,,,,,
ABB,2020-03-31,,376916531072.0,,,,,
ABB,2020-06-30,,94464468928.0,,,,,
ABB,2020-09-30,,281651000000.0,,,,,
ABB,2020-12-31,,365546000000.0,,,,,
ABB,2021-03-31,,475275000000.0,,,,,
ABB,2021-06-30,,477669000000.0,,,,,
ABB,2021-09-30,,326253000000.0,,,,,
ABB,2021-12-31,,280781000000.0,,,,,
ABB,2022-03-31,,460417000000.0,,,,,
ABB,2022-06-30,,867614000000.0,,,,,
ABB,2022-09-30,,68586000000.0,,,,,
ABB,2022-12-31,,-40340000000.0,,,,,
ABB,2023-03-31,,488774000000.0,,,,,
ABB,2023-06-30,,52515000000.0,,,,,
ABB,2023-09-30,,23529000000.0,,,,,
ABB,2023-12-31,,-110964000000.0,,,,,
ABB,2024-03-31,,153760000000.0,,,,,
ABB,2024-06-30,,265334000000.0,,,,,
ABB,2024-09-30,,-284743000000.0,,,,,
ABB,2024-12-31,,430269000000.0,,,,,
ABB,2025-03-31,,332530000000.0,,,,,
ABB,2025-06-30,,818392000000.0,,,,,
ABB,2025-09-30,,510799000000.0,,,,,
ABB,2025-12-31,,981452000000.0,,,,,
ACB,2014-03-31,,250018000000.0,,,,,
ACB,2014-06-30,,323258000000.0,,,,,
ACB,2014-09-30,,264194000000.0,,,,,
ACB,2014-12-31,,114332000000.0,,,,,
ACB,2015-03-31,,280714000000.0,,,,,
ACB,2015-06-30,,289891000000.0,,,,,
ACB,2015-09-30,,284033000000.0,,,,,
ACB,2015-12-31,,175684000000.0,,,,,
ACB,2016-03-31,,310276000000.0,,,,,
ACB,2016-06-30,,352719000000.0,,,,,
ACB,2016-09-30,,333822000000.0,,,,,
ACB,2016-12-31,,328357000000.0,,,,,
ACB,2017-03-31,,478166000000.0,,,,,
ACB,2017-06-30,,501948000000.0,,,,,
ACB,2017-09-30,,546797000000.0,,,,,
ACB,2017-12-31,,591220000000.0,,,,,
ACB,2018-03-31,,1144486000000.0,,,,,
ACB,2018-06-30,,1317913000000.0,,,,,
ACB,2018-09-30,,1309422000000.0,,,,,
ACB,2018-12-31,,1365231000000.0,,,,,
ACB,2019-03-31,,1365889000000.0,,,,,
ACB,2019-06-30,,1532743000000.0,,,,,
ACB,2019-09-30,,1549212000000.0,,,,,
ACB,2019-12-31,,1549241000000.0,,,,,
ACB,2020-03-31,,1537053000000.0,,,,,
ACB,2020-06-30,,1521655000000.0,,,,,
ACB,2020-09-30,,2074572000000.0,,,,,
ACB,2020-12-31,,2549543000000.0,,,,,
ACB,2021-03-31,,2483401000000.0,,,,,
ACB,2021-06-30,,2588235000000.0,,,,,
ACB,2021-09-30,,2102615000000.0,,,,,
ACB,2021-12-31,,2428495000000.0,,,,,
ACB,2022-03-31,,3287535000000.0,,,,,
ACB,2022-06-30,,3943148000000.0,,,,,
ACB,2022-09-30,,3586992000000.0,,,,,
ACB,2022-12-31,,2870518000000.0,,,,,
ACB,2023-03-31,,4135029000000.0,,,,,
ACB,2023-06-30,,3865846000000.0,,,,,
ACB,2023-09-30,,4037579000000.0,,,,,
ACB,2023-12-31,,4006279000000.0,,,,,
ACB,2024-03-31,,3905419000000.0,,,,,
ACB,2024-06-30,,4468590000000.0,,,,,
ACB,2024-09-30,,3870395000000.0,,,,,
ACB,2024-12-31,,4545364000000.0,,,,,
ACB,2025-03-31,,3678266000000.0,,,,,
ACB,2025-06-30,,4881159000000.0,,,,,
ACB,2025-09-30,,4280589000000.0,,,,,
ACB,2025-12-31,,2784685000000.0,,,,,
ACV,2014-12-31,,,20661207622895.0,,,23030365938321.0,1113216135.7336
ACV,2015-12-31,,,20614014669941.0,,,24237053736116.0,1709326931.2227
ACV,2016-03-31,4003084173646.0,2532888453396.0,21226616902651.0,1906193913773.0,0.4761813219722639,24014238433338.0,2177173236.0
ACV,2016-06-30,3858511116989.0,-61686301800.0,21203275410615.0,1645410147397.0,0.42643654443608303,24952732415962.0,2177173236.0
ACV,2016-09-30,4060473337514.0,756499656141.0,21997825518719.0,1523356815192.0,0.3751672991219949,23678490997180.0,2177173236.0
ACV,2016-12-31,4044457415542.0,1995381536899.0,23979863349887.0,873347563615.0,0.21593689187056558,21764810733103.0,2177173236.0
ACV,2017-03-31,4046954472653.0,756168640861.0,24841913824197.0,1614416638571.0,0.39892137395671307,20000381140440.0,2177173236.0
ACV,2017-06-30,2871558053091.0,938355261372.0,24943785947181.0,1274586637189.0,0.4438658782527522,23079686108586.0,2177173236.0
ACV,2017-09-30,3404944372299.0,1247535982628.0,26193612689909.0,1401946473205.0,0.4117384367893251,23430682193326.0,2177173236.0
ACV,2017-12-31,3525923013409.0,1240301261740.0,27435543645590.0,1401746845239.0,0.3975545807177839,21725917370730.0,2177173236.0
ACV,2018-03-31,3931583718443.0,972139007398.0,28351527990408.0,2008981073259.9998,0.5109851950591564,22390894770620.0,2177173236.0
ACV,2018-06-30,4023869110065.0,2111283972688.0,28079237518450.0,2002901748273.0,0.49775519369233306,23173645561271.0,2177173236.0
ACV,2018-09-30,3990332146635.0,1861548777663.0,29947766783174.0,2039280442080.0002,0.5110553124756047,23606663840409.0,2177173236.0
ACV,2018-12-31,4142109073245.0,1258425817862.0,30535458001630.0,1676749113909.0,0.4048056398948002,23208541906197.0,2177173236.0
ACV,2019-03-31,4438516989022.0,1993908513939.0,32755429445021.0,2297589847262.0,0.5176480912306387,22953192178428.0,2177173236.0
ACV,2019-06-30,4470156689957.0,1701009654158.0,32207601307690.0,2288938168698.0,0.5120487552126541,26519615042746.0,2177173236.0
ACV,2019-09-30,4591365838099.0,2203412712712.0,34451813418826.0,2411943065360.0,0.5253214730452923,25251011552281.0,2177173236.0
ACV,2019-12-31,4792877060351.0,2431554940577.0,36886000259705.0,2337513573358.0,0.4877057232898887,22424593639259.0,2177173236.0
ACV,2020-03-31,3634519048508.0,1548658717472.0,37482380726199.0,1622856109566.0,0.4465119285128512,21259711034433.0,2177173236.0
ACV,2020-06-30,1004873418102.0,-320197906227.0,37152210593596.0,-449800213013.0,-0.44761877954994617,21545257110134.0,2177173236.0
ACV,2020-09-30,1443118645031.0,141000437838.0,37290784223930.0,40761017037.0,0.028245090711945173,20831019097121.0,2177173236.0
ACV,2020-12-31,1701298049186.0,-2833988319.0,37636223948373.0,215258416316.00003,0.12652598785908922,19356379368736.0,2177173236.0
ACV,2021-03-31,1903824172178.0,863802664729.0,38246995662217.0,353866709571.0,0.1858715288640189,18060500307916.0,2177173236.0
ACV,2021-06-30,1523960166892.0,338725428747.0,38100706076935.0,26692282191.0,0.017515078655524745,18100763671702.0,2177173236.0
ACV,2021-09-30,370501566543.0,-855401932098.0,37468731025409.0,-1003724419535.0,-2.709096290470094,17890286574979.0,2177173236.0
ACV,2021-12-31,960128024548.0,3614778885.0,37672229491950.0,-62546002301.99999,-0.06514339827904181,17167978521462.0,2177173236.0
ACV,2022-03-31,2108605373910.0,874672517068.0,38353865987115.0,654822763617.0,0.3105478017457378,15482627964436.0,2177173236.0
ACV,2022-06-30,3429519559004.0,2566865026387.0,40610976009760.0,1590013373392.0,0.46362569043162744,15220578462335.0,2177173236.0
ACV,2022-09-30,4186983542960.0,2396801163171.0,42730072965472.0,2380229675106.0,0.5684831694903892,15725765854586.0,2177173236.0
ACV,2022-12-31,4108951086374.0,1283471913689.0,43805821918463.0,1932534047551.0,0.4703229624610574,16231635778495.0,2177173236.0
ACV,2023-03-31,4728453532201.0,1633594247301.0,45080602919733.0,2938687583955.0,0.6214902111107561,14905243332088.0,2177173236.0
ACV,2023-06-30,4929326290231.0,2604876180668.0,46649668065065.0,2956589419119.0,0.5997958432937186,16582618805419.0,2177173236.0
ACV,2023-09-30,5327577772757.0,2762637602250.0,49065826954799.0,3330886961124.0005,0.6252160180855098,16495122294786.0,2177173236.0
ACV,2023-12-31,5047195976807.0,1560790941405.0,50510063281984.0,2696539089734.0,0.5342647882359242,16618948507274.0,2177173236.0
ACV,2024-03-31,5643517468655.0,2917436138321.0,53010492676462.0,3599864418142.0005,0.6378760122806785,14048743961476.0,2177173236.0
ACV,2024-06-30,5534831968177.0,3224973701086.0,55104663719513.0,3459610333697.0005,0.6250614930296587,14698162359582.0,2177173236.0
ACV,2024-09-30,5655239847746.0,2336198232312.0,57085516100301.0,3642135201933.0,0.6440284231949314,16172589306363.0,2177173236.0
ACV,2024-12-31,5721013684072.0,3085003963344.0,59941022796306.0,3111757982467.9995,0.5439172416474922,17328681525697.0,2177173236.0
ACV,2025-03-31,6350066131254.0,3117266244114.0,62757015494717.0,4348553040111.0,0.684804370573107,13723973583985.0,2177173236.0
ACV,2025-06-30,6340127748327.0,2602557601928.0,64009233948572.0,3918750458389.0005,0.6180869871940766,18803311303417.0,2177173236.0
ACV,2025-09-30,6476396662883.0,3207427278947.0,66775282068237.0,3998892359236.0,0.6174563676981257,19376982121728.0,3582847523.0
ACV,2025-12-31,6793403396117.0,3130620366200.0,69929640504548.0,3519049662492.0,0.5180098188344641,20988633371095.0,3582847523.0
AGG,2017-12-31,,,188739988306.0,,,2262887805302.0,10526316.0
AGG,2018-12-31,60370942852.0,-15875212418.0,839347188858.0,-1578223254.0,-0.026142100478189167,1451712327107.0,45000000.0
AGG,2019-06-30,,,1019882213963.0,,,948429913486.0,70000000.0
AGG,2019-09-30,62538637905.0,2833024150.0,1163899758050.0,51828630272.0,0.8287457483600913,949200036865.0,75000000.0
AGG,2019-12-31,136648130314.0,258640478967.0,1452459325352.0,106801114332.0,0.7815775750944023,3945462938108.0,75000000.0
AGG,2020-03-31,42853729200.0,735130857.0,1454144931005.0,22905207152.0,0.5344974073341556,4176606123961.0,75000000.0
AGG,2020-06-30,17259800681.0,188930868418.0,1904638078994.0,-1588925635.0,-0.09205932700886443,6210824498058.0,75000000.0
AGG,2020-09-30,13628296431.0,8785071974.0,1907208250905.0,1453198680.0,0.10663098556430277,6845008408487.0,82492517.0
AGG,2020-12-31,1679900992055.0,216262265471.0,2320738022492.0,249059509308.99997,0.14825844528154536,7443802278161.0,82492517.0
AGG,2021-03-31,342740248089.0,5409117354.0,2276531941430.0,127265491704.0,0.37131761563921356,7966024947045.0,82750577.0
AGG,2021-06-30,260405376471.0,189983929439.0,2451028541938.0,39056096337.0,0.1499819123026036,9474630109457.0,82750577.0
AGG,2021-09-30,84232414370.0,9201270063.0,2453924568956.0,43549829917.0,0.5170198461331366,9375689489647.0,82750577.0
AGG,2021-12-31,1120986725287.0,214780877728.0,2675589374808.0,188893807140.0,0.16850672972210137,9889238534248.0,82750577.0
AGG,2022-03-31,562618093011.0,1301975822.0,2885765096475.0,121295226030.0,0.21559069560108957,11605184252017.0,111713195.0
AGG,2022-06-30,2709296031801.0,119596370018.0,3055233228156.0,530697278656.0,0.19588013728541132,9574348814034.0,111713195.0
AGG,2022-09-30,2193926471729.0,42046094182.0,3164615350310.0,301418010372.0,0.1373874713925381,7778927445718.0,111713195.0
AGG,2022-12-31,5501256696224.0,-185628590737.0,2725618707754.0,837422585475.0,0.1522238702385579,8372909599435.0,125118368.0
AGG,2023-03-31,189452462862.0,4622970496.0,2737956864308.0,44191348928.0,0.2332582446298924,7870766942991.0,125118368.0
AGG,2023-06-30,1676404387987.0,76386496558.0,2870857082885.0,389243588136.0,0.2321895545760278,6738181500835.0,125118368.0
AGG,2023-09-30,1848623478441.0,53697894059.0,3020280276913.0,485135848430.00006,0.26243085954914397,5436917987359.0,125118368.0
AGG,2023-12-31,176566520887.0,40650744145.0,2876121441641.0,58315304452.0,0.33027384896665063,6417276635123.0,125118368.0
AGG,2024-03-31,1312787417097.0,200291030320.0,3090289419931.0,440981781688.99994,0.33591255975331796,5391368420197.0,125118368.0
AGG,2024-06-30,169043316241.0,25458130968.0,3091851546904.0,27812297456.0,0.1645276374982424,5105318495582.0,125118368.0
AGG,2024-09-30,268367573759.0,24293232824.0,3116015852522.0,52494455136.0,0.19560654963159288,4088540550325.0,156397281.0
AGG,2024-12-31,163200171412.0,47458153807.0,3137088581476.0,72185034022.0,0.4423097929215305,3898395385751.0,162528081.0
AGG,2025-03-31,191772044951.0,10268615199.0,3145117992277.0,75449818771.0,0.39343491795312663,3791818578884.0,162528081.0
AGG,2025-06-30,193906331896.0,80598877823.0,3226646976842.0,165377214686.0,0.8528716575108989,3086103842327.0,162528081.0
AGG,2025-09-30,170367839185.0,108996020594.0,3335679775551.0,194400269258.0,1.141062011398193,2675938789256.0,162528081.0
AGG,2025-12-31,273042314718.0,179331985756.0,3514997616198.0,148114152614.0,0.5424586030446356,1961947389780.0,162528081.0
AGR,2014-12-31,,,2242841905087.0,,,2709875322201.0,211298858.0169
AGR,2015-12-31,,,2054063059998.0,,,2242171802587.0,211298858.0169
AGR,2016-03-31,,,1942221093756.0,,,1949054686289.0,211298858.0169
AGR,2016-06-30,,,1629483126669.0,,,1643046398979.0,211298858.0169
AGR,2016-09-30,,,1625608422492.0,,,1640673436666.0,211298858.0169
AGR,2016-12-31,,,1638665746959.0,,,1660720114317.0,211298858.0169
AGR,2017-03-31,,,1715661900399.0,,,1753620658753.0,211294828.0169
AGR,2017-06-30,,,1764758243082.0,,,1829330422647.0,211294828.0169
AGR,2017-09-30,,,1762332900567.0,,,1793608827401.0,211298998.0169
AGR,2017-12-31,,,1764543164865.0,,,1777356143891.0,211298998.0169
AGR,2018-03-31,,,1770447465651.0,,,1781342590784.0,211298998.0169
AGR,2018-06-30,,,1776092862614.0,,,1789816823328.0,211298998.0169
AGR,2018-09-30,,,1844366790857.0,,,1860046488661.0,211298998.0169
AGR,2018-12-31,,,1870422080013.0,,,1917072477344.0,211298998.0169
AGR,2019-03-31,,,1931350772896.0,,,2176393950846.0,211298998.0169
AGR,2019-06-30,,,2046256898322.0,,,2122672308648.0,211298998.0169
AGR,2019-09-30,,,1995648749307.0,,,2092704216615.0,211298998.0169
AGR,2019-12-31,,,1966894756622.0,,,2102668956461.0,211298998.0169
AGR,2020-03-31,,,1929111339253.0,,,2052948749757.0,211298998.0169
AGR,2020-06-30,,,1991924687442.0,,,2155910428796.0,211298998.0169
AGR,2020-09-30,,,2039344227021.0,,,2216458877397.0,211298998.0169
AGR,2020-12-31,,,2096628990546.0,,,2286420537073.0,211298998.0169
AGR,2021-03-31,,,2064405543241.0,,,2243143420564.0,211298998.0169
AGR,2021-06-30,,,2284959680358.0,,,2383084598830.0,211298998.0169
AGR,2021-09-30,,,2338331925572.0,,,2540400099825.0,212431490.0169
AGR,2021-12-31,,,2456851556547.0,,,2739269214518.0,212431490.0169
AGR,2022-03-31,,,2508193461280.0,,,2838240588842.0,212431490.0169
AGR,2022-06-30,,,2462300284125.0,,,2546548056789.0,212431490.0169
AGR,2022-09-30,,,2501464407607.0,,,2661929693942.0,212431490.0169
AGR,2022-12-31,,,2497221370513.0,,,2805191288242.0,212431490.0169
AGR,2023-03-31,,,2540091723603.0,,,2831296070082.0,215822799.0169
AGR,2023-06-30,,,2427957852734.0,,,3044722753184.0,215822799.0169
AGR,2023-09-30,,,2455946555488.0,,,3210720250777.0,215822799.0169
AGR,2023-12-31,,,2493887029877.0,,,3062598168848.0,215822799.0169
AGR,2024-03-31,,,2530548049553.0,,,3550763521588.0,215822799.0169
AGR,2024-06-30,,,2388651019148.0,,,3626321903325.0,215822799.0169
AGR,2024-09-30,,,2421216610118.0,,,3467861423704.0,215822799.0169
AGR,2024-12-31,,,2442687708384.0,,,3472227107539.0,215822799.0169
AGR,2025-03-31,,,2459818693307.0,,,2867537105726.0,215822799.0169
AGR,2025-06-30,,,2471660743997.0,,,2956270534639.0,228743313.0169
AGR,2025-09-30,,,2539805528214.0,,,3916243631893.0,228743313.0169
AGR,2025-12-31,,,2567884021221.0,,,4433829412812.0,228743313.0169
ANV,2014-03-31,622278986308.0,7324085698.0,1363203524270.0,68437531522.0,0.10997885679547359,1554128552753.0,66000000.0
ANV,2014-06-30,581036913930.0,12794376789.0,1313976442579.0,104705355984.0,0.18020430969832374,1829412780597.0,66000000.0
ANV,2014-09-30,713291042028.0,25000628596.0,1338918713862.0,111829619831.0,0.15677979007426,1912657387353.0,66000000.0
ANV,2014-12-31,853136285298.0,15646540888.0,1352635218057.0,135642402057.0,0.15899265380515398,1971713127545.0,66000000.0
ANV,2015-03-31,544774896795.0,14294770886.0,1367548354906.0,66759431909.0,0.12254498564775411,1904902426880.0,66000000.0
ANV,2015-06-30,556360442232.0,5929829239.0,1314465548728.0,86163833630.0,0.154870524734521,2074152381528.0,66000000.0
ANV,2015-09-30,706357900125.0,9496348514.0,1324192933130.0,116745225896.0,0.16527772376487937,2006547791340.0,66000000.0
ANV,2015-12-31,686983413381.0,-25290576079.0,1298907887009.0,114097242092.0,0.1660844204818113,1978050893556.0,66000000.0
ANV,2016-03-31,576331523070.0,5494042287.0,1301037808331.0,68959609125.0,0.11965267621952429,1941863777389.0,66000000.0
ANV,2016-06-30,764849531123.0,-112468468714.0,1183873887166.0,103334583747.0,0.13510446112881536,1984116586871.0,66000000.0
ANV,2016-09-30,726400767908.0,123775569187.0,1306458468797.0,100228995731.0,0.1379802998001431,1688215093169.0,66000000.0
ANV,2016-12-31,756943544837.0,2869056015.0,1309235294488.0,88875219949.0,0.11741327415393756,1708170729838.0,66000000.0
ANV,2017-03-31,697998471333.0,24889056519.0,1333846619991.0,87489013172.0,0.12534270025680455,1486178237048.0,66000000.0
ANV,2017-06-30,668098702794.0,27631959407.0,1303430719184.0,101216314254.0,0.15149904322626534,1402731575101.0,66000000.0
ANV,2017-09-30,737512880593.0,33194113172.0,1336974628391.0,90532236184.0,0.12275343057223247,1224207861991.0,125044625.0
ANV,2017-12-31,850651597300.0,45112447046.0,1382423169909.0,140692592706.0,0.16539390880186855,1308310601888.0,125044625.0
ANV,2018-03-31,814730867541.0,75891040665.0,1469580835207.0,138385864366.0,0.16985469666034958,1550662284879.0,125044625.0
ANV,2018-06-30,868516409530.0,113335027879.0,1437208059501.0,123885336843.0,0.14264017983268834,1812442554838.0,125044625.0
ANV,2018-09-30,1051450289894.0,114171206752.0,1551379266253.0,168363720115.0,0.1601252305822021,1628630331189.0,125044625.0
ANV,2018-12-31,1383291826240.0,296645200903.0,1848024467156.0,431687755169.0,0.31207280125582304,1576995661566.0,125044625.0
ANV,2019-03-31,910266281053.0,200318792341.0,2073221493098.0,277258189893.0,0.3045902014213539,1312789337685.0,127539625.0
ANV,2019-06-30,1064493214046.0,153226604840.0,2035730785438.0,224570616936.0,0.21096481778633078,1813800844650.0,127539625.0
ANV,2019-09-30,1127413340928.0,152809010425.0,2188369795863.0,236605586090.0,0.20986587394401815,1812259795516.0,127539625.0
ANV,2019-12-31,1378693630598.0,197694695428.0,2386064491291.0,304137931957.0,0.22059863424848203,1748379115324.0,127539625.0
